|   Proposed Partitions |   Discovered Partitions |   BCS[-] |   ICP[-] |   SM[+] |   MQ[+] |   IFN[-] |   WC_time[-] |   Loss[-] |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.97 |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.01 |     4.789 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.14 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.98 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.99 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2    |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.05 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.99 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.93 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.95 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.22 |     4.552 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.99 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.06 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.06 |     4.552 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.11 |     4.552 |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.03 |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.05 |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.97 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.98 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         1.99 |     4.427 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.93 |     4.552 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.09 |     4.552 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.23 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.57 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.35 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.24 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.02 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.02 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.47 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.97 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.03 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.01 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.05 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.09 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.42 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.97 |     4.552 |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         1.94 |     4.427 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.09 |     4.552 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.3  |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.95 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.96 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.98 |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2    |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.05 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         1.99 |     4.427 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.09 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2    |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.39 |     4.552 |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.01 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.9  |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.5  |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.3  |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.14 |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.11 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.98 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.99 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.04 |     4.427 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.95 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.19 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.03 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.14 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.03 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.23 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.96 |     4.552 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.27 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.31 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2    |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.27 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.27 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.01 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.25 |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.07 |     4.789 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.08 |     4.789 |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.25 |     4.552 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.96 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.03 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.05 |     4.552 |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.15 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.02 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.05 |     4.552 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.06 |     4.552 |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2    |     4.789 |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.19 |     4.789 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.11 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.03 |     4.552 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.66 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.24 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.25 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.03 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2    |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.25 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.97 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.98 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.02 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.02 |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.03 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.97 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.01 |     4.552 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.07 |     4.552 |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.14 |     4.427 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.19 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.24 |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.09 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.14 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.36 |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.17 |     4.789 |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.99 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.01 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.99 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.43 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.74 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.38 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.43 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.59 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.3  |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.03 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.03 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.19 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         1.98 |     4.427 |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.19 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.03 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.54 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         4.18 |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         3.52 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         4.94 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.51 |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         3.7  |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.56 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         4.02 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         4.14 |     4.552 |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.77 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.56 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.37 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.74 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.87 |     4.552 |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.42 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.28 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.49 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.11 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.8  |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.84 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.45 |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.14 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.21 |     4.552 |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.05 |     4.789 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2    |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.04 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.05 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.4  |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.76 |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.58 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.1  |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         3.59 |     4.789 |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         4.83 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         4.2  |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.66 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.38 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.3  |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.5  |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.51 |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.55 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.45 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.88 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.11 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         3.02 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.7  |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.45 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.53 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.71 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.47 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.39 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         4.12 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         4.36 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         4.21 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         3.41 |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         3.86 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         6.4  |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.97 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.77 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.58 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.69 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.82 |     4.552 |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.32 |     4.789 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.33 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.29 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.29 |     4.21  |
