|   Proposed Partitions |   Discovered Partitions |   BCS[-] |   ICP[-] |   SM[+] |   MQ[+] |   IFN[-] |   WC_time[-] |   Loss[-] |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         4.45 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.96 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.67 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         3.01 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.67 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.6  |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.39 |     4.789 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.77 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.39 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.64 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.38 |     4.427 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.32 |     4.552 |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.36 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.35 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.45 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.23 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.26 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.18 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.56 |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.3  |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.33 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.26 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.24 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.23 |     4.427 |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.24 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.24 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.01 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.01 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.49 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.23 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.18 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.26 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.32 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.2  |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.05 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.05 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.36 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.18 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.19 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.04 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.15 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.13 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.05 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.06 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.14 |     4.552 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.15 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.38 |     4.789 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.05 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.16 |     4.789 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.23 |     4.552 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.5  |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.28 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.31 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.05 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.07 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.3  |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.09 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.29 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.41 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         1.97 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.25 |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.08 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.23 |     4.789 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.19 |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.19 |     4.552 |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.06 |     4.427 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.02 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.21 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.07 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.07 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.18 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.19 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.07 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.15 |     4.552 |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.09 |     4.427 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.07 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.21 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.11 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.04 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.07 |     4.427 |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.33 |     4.552 |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.04 |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.21 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.19 |     4.552 |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.18 |     4.552 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.21 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.2  |     4.552 |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.07 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.12 |     4.21  |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.31 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.33 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.15 |     4.552 |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.32 |     4.552 |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.06 |     4.552 |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.16 |     4.552 |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.2  |     4.552 |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.42 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.21 |     4.427 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.21 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.21 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.19 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.16 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                     3 |                       8 |    2.152 |    0.769 |   0.033 |   2.599 |    4.5   |         2.19 |     4.789 |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.38 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.19 |     4.552 |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.07 |     4.21  |
|                     8 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.43 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.82 |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.03 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.11 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.18 |     4.552 |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.04 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.22 |     4.21  |
|                     9 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.05 |     4.552 |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.16 |     4.427 |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.09 |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.14 |     4.21  |
|                    10 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.17 |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         1.99 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.12 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     4 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.23 |     4.552 |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.06 |     4.427 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.34 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.21 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.23 |     4.21  |
|                     9 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.13 |     4.21  |
|                     8 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.02 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.08 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.06 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.11 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.1  |     4.21  |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                     6 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.03 |     4.552 |
|                     6 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.15 |     4.21  |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.09 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.04 |     4.552 |
|                    12 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.04 |     4.21  |
|                    12 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     4 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.24 |     4.21  |
|                     5 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.25 |     4.21  |
|                     5 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.17 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.2  |     4.21  |
|                    11 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.1  |     4.552 |
|                    11 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.56 |     4.21  |
|                     7 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.33 |     4.21  |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.29 |     4.552 |
|                     3 |                       8 |    2.152 |    0.711 |   0.014 |   2.547 |    4.125 |         2.14 |     4.427 |
|                     7 |                       8 |    2.13  |    0.748 |   0.049 |   2.652 |    4.375 |         2.03 |     4.552 |
|                    10 |                       8 |    2.13  |    0.69  |   0.026 |   2.584 |    4     |         2.28 |     4.21  |
