  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           5	   1.226	   0.276	  0.123	  1.982	   3    	        6.23	   -0.607
           5	   1.548	   0.38 	  0.095	  2.309	   3.4  	        6.56	   -0.932
           5	   1.353	   0.359	  0.084	  2.401	   3    	        6.3 	   -1.197
           4	   1.691	   0.158	  0.054	  1.698	   2.25 	        4.91	   -1.351
           3	   1.311	   0.179	  0.079	  1.724	   2    	        4.22	   -1.293
           3	   1.943	   0.16 	  0.062	  1.747	   3    	        4.27	   -0.912
           4	   1.643	   0.126	  0.058	  1.692	   2    	        4.85	   -1.519
           3	   2.415	   0.277	  0.191	  2.188	   4.667	        4.35	   -0.404
           4	   1.819	   0.355	  0.147	  2.662	   4.25 	        4.79	   -0.733
           3	   1.889	   0.129	  0.064	  1.75 	   2.667	        4.64	   -1.165
           3	   2.12 	   0.322	  0.101	  2.417	   4.667	        4.68	   -0.293
           4	   1.409	   0.315	  0.091	  2.399	   3.75 	        4.77	   -0.464
           5	   1.85 	   0.352	  0.129	  1.894	   4.4  	        5.63	    0.175
           5	   1.675	   0.388	  0.158	  2.635	   3.6  	        5.61	   -1.256
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        5.18	   -1.578
           5	   1.851	   0.406	  0.126	  3.228	   4.2  	        5.24	   -1.411
           4	   1.409	   0.176	  0.15 	  2.036	   3.25 	        4.82	   -0.521
           3	   1.878	   0.308	  0.112	  2.294	   4.333	        4.51	   -0.259
           3	   2.255	   0.275	  0.057	  1.734	   3.667	        4.24	   -0.654
           3	   2.109	   0.322	  0.1  	  2.417	   4.667	        4.33	   -0.281
           3	   2.361	   0.306	  0.098	  2.443	   4.667	        4.48	   -0.541
           3	   2.361	   0.295	  0.112	  2.305	   4.333	        4.3 	   -0.74
           3	   1.878	   0.172	  0.192	  1.952	   4.333	        4.66	    0.139
           3	   2.255	   0.245	  0.06 	  1.745	   3.333	        4.7 	   -0.972
           5	   1.548	   0.31 	  0.096	  2.498	   3    	        5.5 	   -1.452
           5	   1.742	   0.429	  0.075	  2.229	   3.8  	        5.59	   -0.675
           5	   1.353	   0.381	  0.094	  2.086	   3.6  	        6.1 	   -0.314
           3	   0.999	   0.193	  0.088	  1.667	   2    	        4.38	   -0.947
           5	   1.591	   0.399	  0.118	  3.007	   3.6  	        5.49	   -1.515
           4	   1.643	   0.127	  0.058	  1.733	   2    	        5.17	   -1.561
           5	   1.449	   0.349	  0.121	  3.074	   3.2  	        5.95	   -1.793
           5	   2.114	   0.522	  0.126	  2.892	   4.8  	        5.63	   -0.854
           4	   1.385	   0.238	  0.064	  1.684	   2.25 	        4.85	   -1.121
           4	   1.417	   0.309	  0.099	  2.458	   3.5  	        4.75	   -0.783
           4	   1.691	   0.44 	  0.088	  2.292	   4.5  	        5.2 	   -0.011
           3	   1.311	   0.193	  0.088	  1.667	   2    	        4.44	   -1.259
           3	   0.999	   0.193	  0.088	  1.667	   2    	        4.76	   -0.947
           3	   1.943	   0.254	  0.148	  2.237	   3.667	        4.37	   -0.915
           4	   1.409	   0.298	  0.115	  2.314	   3.25 	        4.9 	   -0.886
           3	   0.999	   0.047	  0.158	  1.286	   1.667	        4.34	   -0.823
           3	   2.678	   0.407	  0.076	  2.179	   6.667	        4.99	    1.327
           3	   1.901	   0.165	  0.12 	  2.212	   4    	        4.5 	   -0.398
           3	   2.425	   0.339	  0.09 	  2.376	   5    	        4.69	   -0.23
           4	   2.527	   0.481	  0.107	  3.035	   5    	        4.89	   -1.15
           4	   1.417	   0.306	  0.096	  2.443	   3.5  	        4.82	   -0.762
           5	   1.808	   0.389	  0.065	  2.237	   4    	        5.51	   -0.499
           3	   2.235	   0.141	  0.058	  1.71 	   3.333	        4.42	   -0.811
           4	   1.98 	   0.332	  0.131	  2.999	   4.5  	        5.18	   -0.942
           5	   1.92 	   0.554	  0.06 	  2.453	   4.6  	        5.37	   -0.387
           3	   1.311	   0.193	  0.088	  1.667	   2    	        4.7 	   -1.259
           4	   1.457	   0.399	  0.106	  2.257	   4.25 	        5.28	    0.031
           3	   1.908	   0.322	  0.112	  2.417	   4.667	        4.66	   -0.092
           4	   1.691	   0.341	  0.101	  2.312	   3.5  	        5.25	   -0.945
           3	   1.542	   0.179	  0.07 	  1.724	   2    	        4.66	   -1.515
           5	   1.754	   0.393	  0.136	  2.8  	   3.6  	        5.83	   -1.483
           4	   1.444	   0.38 	  0.173	  2.812	   4.25 	        5.2 	   -0.559
           3	   1.311	   0.193	  0.088	  1.667	   2    	        4.73	   -1.259
           5	   1.675	   0.47 	  0.11 	  2.923	   4    	        6.26	   -1.178
           3	   2.479	   0.401	  0.067	  2.023	   5.333	        5.38	    0.363
           5	   1.605	   0.442	  0.126	  2.989	   3.6  	        6.32	   -1.562
           5	   1.314	   0.321	  0.09 	  2.359	   2.8  	        5.58	   -1.284
           3	   1.943	   0.315	  0.056	  1.649	   4.667	        4.78	    0.704
           5	   1.328	   0.318	  0.093	  2.327	   3.2  	        5.51	   -0.866
           3	   2.174	   0.355	  0.094	  2.317	   5    	        5.07	    0.06
           3	   1.311	   0.193	  0.088	  1.667	   2    	        4.67	   -1.259
           5	   1.636	   0.383	  0.111	  2.921	   3.8  	        5.54	   -1.251
           4	   1.86 	   0.454	  0.091	  2.14 	   5.25 	        5.04	    0.705
           5	   1.675	   0.423	  0.111	  2.288	   3.4  	        5.69	   -1.097
           3	   2.479	   0.388	  0.101	  2.172	   5.333	        4.96	    0.193
           4	   1.691	   0.245	  0.053	  1.745	   2.5  	        5.16	   -1.234
           4	   2.045	   0.376	  0.092	  2.27 	   4.5  	        6.11	   -0.283
           4	   2.211	   0.364	  0.075	  2.193	   3.75 	        5.71	   -1.093
           5	   2.116	   0.447	  0.105	  2.529	   4.2  	        6.25	   -0.997
           5	   1.353	   0.364	  0.084	  2.238	   3    	        6.23	   -1.039
           4	   1.417	   0.322	  0.101	  2.417	   3.5  	        5.05	   -0.757
           5	   1.65 	   0.355	  0.117	  3.011	   3.4  	        5.89	   -1.733
           5	   1.488	   0.513	  0.104	  2.557	   5    	        6.11	    0.338
           4	   2.007	   0.453	  0.132	  2.897	   4.75 	        5.68	   -0.739
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        5.45	   -1.578
           4	   1.66 	   0.309	  0.099	  2.458	   3.5  	        5.71	   -1.026
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.79	   -1.37
           5	   1.636	   0.374	  0.087	  2.27 	   3.6  	        5.97	   -0.767
           3	   2.415	   0.376	  0.093	  2.254	   6    	        5.76	    0.862
           5	   1.133	   0.322	  0.136	  2.918	   3.2  	        5.82	   -1.309
           3	   1.481	   0.186	  0.062	  1.71 	   2.333	        5.57	   -1.106
           3	   1.878	   0.32 	  0.114	  2.4  	   4.667	        4.69	   -0.045
           4	   1.417	   0.306	  0.096	  2.443	   3.5  	        5.18	   -0.762
           5	   1.314	   0.307	  0.098	  2.337	   2.8  	        5.5 	   -1.256
           4	   1.457	   0.298	  0.11 	  2.145	   4    	        5.17	   -0.01
           5	   1.584	   0.424	  0.16 	  3.265	   4    	        5.67	   -1.433
           4	   2.009	   0.344	  0.099	  2.375	   4.25 	        5.15	   -0.577
           5	   2.178	   0.475	  0.162	  3.348	   4.6  	        6.33	   -1.563
           5	   1.591	   0.445	  0.099	  2.706	   4    	        5.8 	   -0.841
           3	   1.535	   0.248	  0.088	  1.611	   3.333	        4.6 	   -0.149
           5	   2.26 	   0.434	  0.09 	  2.569	   4.6  	        5.97	   -0.753
           4	   1.691	   0.39 	  0.102	  2.246	   4.25 	        5.53	   -0.179
           4	   2.351	   0.361	  0.09 	  2.158	   4.25 	        5.4 	   -0.71
           5	   1.699	   0.366	  0.132	  2.684	   3.8  	        5.5 	   -1.081
           5	   1.422	   0.396	  0.126	  2.815	   3.8  	        5.83	   -0.959
           3	   2.255	   0.37 	  0.052	  1.634	   5    	        4.93	    0.689
           5	   1.353	   0.262	  0.124	  2.016	   3    	        5.62	   -0.755
           4	   1.643	   0.118	  0.059	  1.667	   1.75 	        5.19	   -1.737
           4	   2.131	   0.409	  0.119	  2.892	   4.5  	        6.24	   -1.051
           3	   1.535	   0.254	  0.158	  2.237	   3.667	        4.51	   -0.517
           4	   1.417	   0.309	  0.099	  2.458	   3.5  	        5.1 	   -0.783
           4	   2.045	   0.38 	  0.102	  2.051	   4.25 	        5.27	   -0.328
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        5.66	   -1.343
           5	   1.314	   0.306	  0.087	  2.425	   2.8  	        5.56	   -1.332
           5	   1.449	   0.486	  0.102	  2.911	   3.8  	        5.76	   -1.148
           5	   1.488	   0.41 	  0.125	  2.635	   3.8  	        5.54	   -0.858
           4	   1.417	   0.309	  0.099	  2.458	   3.5  	        5.26	   -0.783
           4	   1.66 	   0.309	  0.099	  2.458	   3.5  	        5.08	   -1.026
           5	   1.328	   0.335	  0.123	  2.492	   3.6  	        5.51	   -0.678
           5	   1.63 	   0.429	  0.101	  2.214	   4.2  	        5.57	   -0.174
           4	   1.715	   0.306	  0.092	  2.443	   3.5  	        5.32	   -1.056
           4	   1.66 	   0.139	  0.053	  1.727	   2.25 	        5.48	   -1.329
           3	   2.286	   0.305	  0.099	  2.405	   4.667	        4.68	   -0.428
           3	   1.908	   0.315	  0.099	  2.399	   5    	        4.92	    0.279
           4	   1.86 	   0.43 	  0.117	  2.212	   4.75 	        5.79	    0.131
           4	   2.213	   0.317	  0.161	  2.971	   4    	        5.05	   -1.662
           4	   1.86 	   0.435	  0.126	  2.861	   5    	        5.49	   -0.282
           3	   0.999	   0.047	  0.158	  1.286	   1.667	        4.64	   -0.823
           4	   1.691	   0.166	  0.051	  1.693	   2.5  	        5.31	   -1.101
           3	   1.847	   0.248	  0.088	  1.611	   3.333	        4.55	   -0.461
           4	   1.66 	   0.29 	  0.048	  1.654	   3.75 	        5.14	    0.098
           4	   0.983	   0.193	  0.072	  1.667	   1.5  	        5.03	   -1.415
           5	   1.449	   0.372	  0.15 	  2.84 	   3.6  	        5.68	   -1.211
           4	   1.151	   0.254	  0.124	  2.228	   2.75 	        5.13	   -1.007
           5	   2.188	   0.509	  0.111	  2.701	   4.8  	        5.85	   -0.709
           4	   1.888	   0.362	  0.073	  2.391	   5    	        5.84	    0.286
           5	   1.488	   0.352	  0.171	  2.558	   3.6  	        6.3 	   -0.969
           4	   1.828	   0.377	  0.087	  2.297	   4.5  	        5.04	   -0.089
           3	   1.923	   0.293	  0.102	  2.26 	   5    	        4.58	    0.422
           5	   1.467	   0.365	  0.171	  3.516	   3.6  	        5.68	   -1.919
           5	   1.443	   0.397	  0.2  	  3.105	   4    	        5.65	   -1.145
           5	   1.65 	   0.18 	  0.087	  2.358	   2.2  	        5.55	   -2.075
           3	   2.255	   0.288	  0.058	  1.712	   4    	        4.8 	   -0.313
           5	   1.314	   0.322	  0.09 	  2.4  	   2.8  	        5.69	   -1.326
           5	   1.675	   0.409	  0.117	  2.257	   3.4  	        5.67	   -1.058
           4	   1.151	   0.254	  0.158	  1.971	   2.75 	        5.26	   -0.784
           3	   1.943	   0.228	  0.055	  1.689	   4.667	        4.88	    0.752
           3	   0.999	   0.179	  0.088	  1.693	   2    	        4.49	   -0.959
           4	   1.811	   0.351	  0.109	  2.313	   4    	        6.02	   -0.584
           5	   2.164	   0.434	  0.103	  2.686	   4.2  	        5.77	   -1.187
           4	   1.66 	   0.335	  0.095	  2.323	   4    	        5.18	   -0.413
           4	   1.457	   0.393	  0.101	  2.309	   4    	        5.05	   -0.26
           4	   1.691	   0.242	  0.054	  1.735	   2.5  	        5.17	   -1.222
           4	   1.691	   0.159	  0.054	  1.733	   2.25 	        5.29	   -1.387
           4	   1.643	   0.321	  0.102	  2.359	   3.5  	        5.16	   -0.925
           4	   0.983	   0.193	  0.072	  1.667	   1.5  	        5.07	   -1.415
           5	   2.158	   0.43 	  0.096	  2.86 	   4.2  	        5.63	   -1.344
           4	   1.833	   0.348	  0.09 	  2.3  	   4    	        5.68	   -0.571
           4	   2.094	   0.41 	  0.085	  2.224	   4.75 	        5.59	   -0.063
           3	   1.535	   0.053	  0.09 	  1.645	   1    	        4.76	   -2.323
           4	   1.457	   0.361	  0.162	  2.609	   4.5  	        5.54	   -0.089
           4	   2.211	   0.462	  0.079	  2.473	   5.5  	        5.14	    0.275
           5	   2.015	   0.564	  0.194	  2.768	   5.6  	        5.75	    0.059
           3	   0.999	   0.179	  0.079	  1.724	   2    	        4.55	   -0.981
           3	   1.943	   0.245	  0.059	  1.745	   3.333	        4.67	   -0.659
           4	   1.816	   0.324	  0.079	  2.045	   3.5  	        5.19	   -0.764
           5	   1.92 	   0.43 	  0.058	  2.177	   3.8  	        5.63	   -0.785
           4	   2.25 	   0.428	  0.066	  2.442	   5.25 	        5.18	    0.064
           3	   2.415	   0.293	  0.175	  1.97 	   4.667	        5.25	   -0.186
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.66	   -1.37
           4	   0.983	   0.047	  0.076	  1.545	   1.25 	        5.51	   -1.401
           5	   1.314	   0.32 	  0.09 	  2.4  	   2.8  	        6.14	   -1.324
           4	   2.368	   0.43 	  0.121	  3.019	   5    	        5.81	   -0.938
           3	   2.361	   0.306	  0.098	  2.443	   4.667	        5.27	   -0.541
           3	   1.943	   0.28 	  0.056	  1.664	   4    	        4.74	    0.057
           4	   1.151	   0.254	  0.158	  1.971	   2.75 	        4.68	   -0.784
           5	   1.792	   0.311	  0.092	  2.395	   2.6  	        5.17	   -1.99
           4	   1.409	   0.176	  0.15 	  2.036	   3.25 	        4.74	   -0.521
           4	   1.816	   0.309	  0.095	  2.458	   3.5  	        4.75	   -1.178
           3	   2.479	   0.444	  0.112	  2.197	   6.667	        4.27	    1.435
           3	   2.19 	   0.129	  0.066	  1.75 	   2.667	        4.42	   -1.468
           5	   1.314	   0.325	  0.143	  2.834	   3.2  	        5.38	   -1.416
           5	   1.645	   0.626	  0.065	  2.407	   5    	        5.3 	    0.257
           3	   2.852	   0.344	  0.051	  1.583	   5.667	        4.27	    0.837
           5	   1.675	   0.46 	  0.147	  2.761	   4.4  	        5.45	   -0.643
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        4.89	   -1.578
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        5.11	   -1.343
           4	   1.66 	   0.175	  0.103	  2.279	   3.25 	        4.76	   -0.967
           4	   1.457	   0.211	  0.153	  1.804	   3.25 	        4.65	   -0.375
           5	   2.076	   0.451	  0.099	  2.813	   4    	        5.53	   -1.439
           3	   1.311	   0.193	  0.088	  1.667	   2    	        4.5 	   -1.259
           4	   0.983	   0.193	  0.072	  1.667	   1.5  	        4.75	   -1.415
           3	   1.311	   0    	  0.027	  1    	   0    	        4.56	   -2.338
           3	   1.878	   0.298	  0.112	  2.382	   4.333	        4.18	   -0.337
           3	   0.999	   0.179	  0.088	  1.693	   2    	        4.77	   -0.959
           5	   2.26 	   0.54 	  0.113	  3.072	   5    	        5.55	   -0.985
           3	   1.943	   0.353	  0.109	  2.401	   5    	        4.25	    0.194
           3	   1.311	   0.047	  0.094	  1.545	   1.667	        4.41	   -1.33
           5	   1.636	   0.353	  0.093	  2.355	   3.2  	        5.23	   -1.237
           5	   1.792	   0.374	  0.114	  2.648	   4    	        5.18	   -0.928
           5	   1.881	   0.445	  0.073	  2.199	   3.6  	        5.3 	   -0.998
           4	   1.532	   0.179	  0.087	  1.817	   1.75 	        5.01	   -1.865
           3	   1.535	   0.254	  0.167	  1.971	   3.667	        4.37	   -0.26
           5	   1.958	   0.393	  0.123	  2.87 	   3.6  	        5.74	   -1.744
           4	   1.944	   0.442	  0.087	  2.265	   4.75 	        6.17	    0.012
           4	   1.691	   0.288	  0.12 	  2.124	   3.75 	        4.75	   -0.473
           3	   1.943	   0.288	  0.14 	  2.124	   5    	        4.67	    0.505
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        5.8 	   -1.343
           3	   2.675	   0.327	  0.072	  2.267	   5.667	        4.22	    0.326
           5	   1.605	   0.547	  0.197	  3.163	   5    	        5.91	   -0.512
           5	   1.888	   0.468	  0.107	  2.851	   4    	        5.48	   -1.314
           4	   2.666	   0.506	  0.112	  2.83 	   5.25 	        5.1 	   -0.864
           3	   1.535	   0.224	  0.101	  1.666	   2.667	        4.49	   -0.859
           3	   1.535	   0.248	  0.088	  1.611	   3.333	        4.35	   -0.149
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.24	   -1.37
           5	   1.353	   0.377	  0.159	  2.638	   3.4  	        5.27	   -1.127
           3	   1.311	   0.047	  0.158	  1.286	   1.667	        4.33	   -1.135
           5	   1.314	   0.306	  0.087	  2.443	   2.8  	        5.72	   -1.35
           3	   1.901	   0.322	  0.11 	  2.417	   4.667	        4.48	   -0.083
           3	   2.255	   0.164	  0.058	  1.52 	   2.667	        4.38	   -1.33
           4	   1.691	   0.3  	  0.046	  1.696	   3.25 	        4.86	   -0.483
           4	   1.888	   0.399	  0.092	  2.354	   4.25 	        4.96	   -0.483
           4	   2.091	   0.34 	  0.082	  2.334	   4.25 	        5.86	   -0.597
           5	   1.694	   0.394	  0.11 	  2.955	   3.8  	        5.6 	   -1.353
           5	   1.314	   0.308	  0.097	  2.376	   2.8  	        5.65	   -1.295
           3	   1.847	   0.238	  0.069	  1.705	   3    	        4.58	   -0.859
           4	   1.417	   0.309	  0.099	  2.458	   3.5  	        5.46	   -0.783
           5	   1.675	   0.402	  0.153	  2.67 	   3.8  	        5.53	   -1.1
           5	   2.015	   0.52 	  0.15 	  3.299	   4.8  	        6.13	   -1.184
           4	   1.385	   0.254	  0.158	  1.971	   2.75 	        5.88	   -1.018
           5	   1.927	   0.458	  0.132	  2.976	   3.8  	        5.67	   -1.693
           5	   2.203	   0.547	  0.095	  2.621	   4.8  	        5.63	   -0.666
           5	   1.9  	   0.4  	  0.086	  2.417	   4    	        5.78	   -0.803
           4	   0.983	   0.193	  0.072	  1.667	   1.5  	        5.13	   -1.415
           4	   1.385	   0.248	  0.075	  1.611	   2.5  	        5.07	   -0.819
           4	   2.117	   0.406	  0.109	  2.486	   6.5  	        5.12	    1.382
           4	   1.691	   0.327	  0.101	  2.331	   3.5  	        5.61	   -0.95
           3	   2.717	   0.318	  0.063	  2.223	   6.333	        5.54	    1.012
           4	   0.983	   0.179	  0.065	  1.724	   1.5  	        5.07	   -1.451
           3	   1.847	   0.238	  0.087	  1.658	   3    	        4.55	   -0.83
           4	   1.417	   0.307	  0.094	  2.405	   3.5  	        5.44	   -0.723
           4	   2.409	   0.479	  0.121	  2.863	   5.25 	        5.17	   -0.622
           3	   1.311	   0    	  0.027	  1    	   0    	        4.87	   -2.338
           5	   1.591	   0.348	  0.129	  2.497	   4    	        5.56	   -0.565
           3	   1.878	   0.322	  0.114	  2.4  	   4.667	        5.1 	   -0.047
           5	   1.328	   0.362	  0.085	  2.425	   3    	        5.45	   -1.2
           3	   2.255	   0.3  	  0.053	  1.689	   4.667	        4.93	    0.37
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.51	   -1.37
           5	   1.467	   0.407	  0.14 	  2.831	   3.8  	        5.57	   -1.045
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.57	   -1.37
           4	   1.385	   0.248	  0.075	  1.611	   2.5  	        5.13	   -0.819
           4	   1.691	   0.148	  0.057	  1.653	   2    	        5.2 	   -1.549
           5	   1.655	   0.245	  0.125	  2.593	   3.4  	        5.81	   -1.218
           3	   1.878	   0.319	  0.121	  2.315	   5    	        4.79	    0.367
           5	   1.314	   0.325	  0.136	  2.934	   3.2  	        6.77	   -1.509
           3	   2.823	   0.458	  0.059	  2.03 	   6.333	        6.04	    0.963
           3	   1.542	   0.193	  0.073	  1.667	   2    	        4.78	   -1.475
           3	   1.943	   0.291	  0.096	  2.326	   5    	        4.59	    0.344
           3	   1.878	   0.309	  0.104	  2.458	   4.667	        4.58	   -0.082
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.43	   -1.37
           3	   1.847	   0.248	  0.075	  1.611	   3.333	        4.74	   -0.448
           5	   1.328	   0.329	  0.099	  2.12 	   3.4  	        5.55	   -0.476
           4	   1.643	   0.126	  0.061	  1.714	   2    	        5.35	   -1.544
           4	   1.417	   0.176	  0.104	  2.295	   3.25 	        5.07	   -0.742
           4	   1.409	   0.298	  0.104	  2.352	   3.25 	        5.37	   -0.913
           3	   1.878	   0.135	  0.062	  1.69 	   3    	        4.96	   -0.765
           3	   2.556	   0.36 	  0.086	  2.274	   5.667	        5.24	    0.391
           3	   2.309	   0.364	  0.093	  2.434	   5    	        4.71	   -0.2
           3	   1.889	   0.174	  0.135	  2.178	   4.333	        4.9 	   -0.043
           3	   2.19 	   0.129	  0.066	  1.75 	   2.667	        4.72	   -1.468
           5	   1.655	   0.395	  0.083	  2.628	   4    	        5.53	   -0.761
           3	   1.311	   0    	  0.027	  1    	   0    	        4.75	   -2.338
           3	   1.311	   0    	  0.027	  1    	   0    	        5.2 	   -2.338
           5	   1.328	   0.319	  0.095	  2.317	   3    	        5.74	   -1.059
           4	   1.86 	   0.49 	  0.075	  2.223	   5    	        5.6 	    0.352
           5	   1.353	   0.397	  0.075	  2.267	   3.2  	        6.13	   -0.892
           3	   1.878	   0.129	  0.06 	  1.612	   2.333	        5.24	   -1.346
           3	   1.847	   0.224	  0.071	  1.666	   2.667	        4.95	   -1.141
           4	   1.417	   0.238	  0.093	  2.341	   3.5  	        5.35	   -0.589
           4	   2.117	   0.468	  0.099	  2.781	   5    	        5.28	   -0.465
           5	   1.353	   0.288	  0.131	  1.968	   3    	        6.15	   -0.74
           4	   2.479	   0.445	  0.136	  2.693	   5.75 	        5.57	   -0.003
           4	   1.691	   0.212	  0.1  	  2.117	   3.25 	        5.2 	   -0.87
           5	   1.566	   0.337	  0.119	  2.71 	   3.6  	        5.71	   -1.132
           3	   1.943	   0.301	  0.054	  1.699	   4.333	        5.3 	    0.336
           4	   1.828	   0.223	  0.14 	  2.856	   4    	        5.59	   -1.047
           5	   1.888	   0.486	  0.152	  3.09 	   4.8  	        5.67	   -0.816
           5	   1.65 	   0.395	  0.113	  2.988	   3.8  	        5.66	   -1.346
           3	   2.255	   0.278	  0.056	  1.69 	   3.667	        4.69	   -0.612
           4	   1.385	   0.248	  0.075	  1.611	   2.5  	        5.02	   -0.819
           4	   1.385	   0.248	  0.075	  1.611	   2.5  	        5.84	   -0.819
           3	   0.999	   0.179	  0.079	  1.724	   2    	        4.63	   -0.981
           5	   1.694	   0.458	  0.1  	  2.459	   4.6  	        5.58	   -0.111
           4	   2.045	   0.355	  0.092	  2.308	   4    	        5.24	   -0.8
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        6.06	   -1.343
           4	   1.691	   0.416	  0.097	  2.366	   4    	        5.56	   -0.57
           4	   1.643	   0.311	  0.104	  2.333	   3.25 	        5.24	   -1.141
           4	   2.045	   0.355	  0.106	  2.265	   4    	        5.24	   -0.771
           3	   2.415	   0.352	  0.12 	  2.344	   5.333	        4.76	    0.102
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.41	   -1.37
           4	   1.77 	   0.331	  0.1  	  2.337	   4.25 	        5.19	   -0.288
           5	   1.767	   0.409	  0.11 	  2.954	   3.6  	        5.66	   -1.64
           3	   1.847	   0.238	  0.065	  1.684	   3    	        5.74	   -0.834
           4	   0.983	   0.179	  0.065	  1.724	   1.5  	        5.5 	   -1.451
           5	   1.636	   0.389	  0.129	  2.739	   3.6  	        5.74	   -1.293
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        5.74	   -1.343
           5	   1.449	   0.383	  0.126	  2.89 	   3.8  	        5.67	   -1.048
           5	   1.314	   0.182	  0.128	  1.975	   2.8  	        5.82	   -0.799
           4	   1.691	   0.328	  0.112	  2.146	   4    	        5.12	   -0.277
           3	   1.889	   0.309	  0.11 	  2.429	   4.667	        4.7 	   -0.07
           3	   1.878	   0.182	  0.174	  1.975	   4.667	        5.25	    0.458
           5	   1.127	   0.33 	  0.133	  2.828	   3.4  	        5.49	   -1.018
           4	   1.417	   0.307	  0.098	  2.375	   3.5  	        5.69	   -0.697
           5	   1.908	   0.548	  0.072	  2.549	   5.2  	        5.66	    0.123
           4	   1.66 	   0.322	  0.101	  2.417	   3.5  	        4.99	   -1
           4	   2.045	   0.349	  0.084	  2.359	   4    	        5.03	   -0.837
           3	   1.943	   0.268	  0.077	  1.592	   4    	        4.51	    0.12
           5	   1.453	   0.322	  0.153	  2.822	   3.2  	        5.62	   -1.55
           5	   1.694	   0.395	  0.105	  2.805	   4    	        5.85	   -0.999
           4	   1.409	   0.237	  0.09 	  2.206	   3.25 	        4.9 	   -0.692
           5	   1.548	   0.36 	  0.133	  2.279	   3.2  	        5.41	   -1.12
           4	   1.691	   0.159	  0.049	  1.652	   2.25 	        4.73	   -1.301
           5	   1.467	   0.296	  0.16 	  2.566	   3.8  	        5.47	   -0.689
           4	   2.076	   0.395	  0.068	  2.3  	   4.75 	        5.05	   -0.089
           3	   1.943	   0.288	  0.058	  1.712	   4    	        4.75	   -0.001
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        5.58	   -1.343
           4	   1.691	   0.4  	  0.08 	  2.223	   4.75 	        4.88	    0.356
           4	   1.66 	   0.306	  0.095	  2.425	   3.5  	        5.49	   -0.986
           4	   2.094	   0.373	  0.104	  2.176	   3.75 	        5.6 	   -0.997
           5	   1.771	   0.408	  0.17 	  3.519	   4    	        6.6 	   -1.868
           4	   2.045	   0.385	  0.119	  2.24 	   4.75 	        5.76	   -0.039
           4	   2.555	   0.5  	  0.093	  2.731	   5.75 	        5.42	   -0.129
           3	   2.19 	   0.135	  0.062	  1.69 	   3    	        5.18	   -1.077
           4	   1.151	   0.254	  0.141	  2.237	   2.75 	        5.51	   -1.033
           5	   2.015	   0.503	  0.14 	  3.201	   4.8  	        5.57	   -1.059
           5	   1.453	   0.325	  0.154	  2.837	   3.2  	        5.91	   -1.569
           3	   1.311	   0.179	  0.079	  1.724	   2    	        4.83	   -1.293
           5	   1.636	   0.378	  0.078	  2.331	   3.4  	        5.6 	   -1.023
           4	   2.117	   0.489	  0.09 	  2.516	   5.5  	        5.13	    0.288
           5	   1.314	   0.306	  0.087	  2.443	   2.8  	        5.43	   -1.35
           4	   1.457	   0.373	  0.165	  2.56 	   5    	        5.33	    0.445
           4	   1.409	   0.306	  0.098	  2.425	   3.5  	        4.91	   -0.738
           5	   1.981	   0.402	  0.083	  2.637	   4    	        5.8 	   -1.103
           3	   1.731	   0.179	  0.105	  1.817	   2.333	        4.57	   -1.499
           3	   2.361	   0.314	  0.09 	  2.378	   5    	        4.93	   -0.143
           4	   1.86 	   0.411	  0.121	  2.63 	   4.75 	        5.07	   -0.272
           4	   1.151	   0.223	  0.161	  1.996	   3    	        5.44	   -0.531
           5	   2.089	   0.481	  0.107	  2.745	   4.6  	        6.37	   -0.822
           5	   0.786	   0.208	  0.098	  1.772	   2    	        6.25	   -0.864
           3	   2.255	   0.245	  0.06 	  1.745	   3.333	        4.97	   -0.972
           4	   2.117	   0.399	  0.076	  2.317	   4.5  	        5.17	   -0.409
           4	   1.77 	   0.301	  0.106	  2.217	   3.5  	        5.24	   -0.894
           3	   1.878	   0.315	  0.099	  2.399	   5    	        5.35	    0.309
           3	   2.675	   0.335	  0.052	  2.257	   6.667	        4.54	    1.348
           4	   2.045	   0.374	  0.096	  2.254	   4.5  	        5.12	   -0.269
           5	   2.199	   0.44 	  0.107	  2.777	   4.6  	        5.5 	   -0.923
           4	   1.431	   0.318	  0.096	  2.114	   3.5  	        5.45	   -0.459
