  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           3	   1.878	   0.322	  0.111	  2.417	   4.667	        4.96	   -0.061
           5	   1.673	   0.368	  0.117	  2.8  	   3.4  	        5.48	   -1.558
           4	   1.691	   0.214	  0.102	  2.286	   3.5  	        5.23	   -0.793
           4	   2.094	   0.455	  0.099	  2.169	   5.25 	        5.12	    0.433
           5	   1.931	   0.423	  0.139	  3.018	   3.6  	        5.66	   -1.911
           4	   1.966	   0.321	  0.089	  2.415	   4    	        4.95	   -0.791
           3	   2.611	   0.255	  0.099	  2.255	   5.333	        4.66	    0.113
           4	   2.166	   0.457	  0.077	  2.116	   5.75 	        5.16	    0.934
           5	   1.591	   0.422	  0.152	  3.268	   4    	        5.59	   -1.433
           5	   1.895	   0.447	  0.194	  3.27 	   4.2  	        5.52	   -1.606
           4	   1.457	   0.195	  0.156	  1.935	   3.25 	        5.05	   -0.493
           3	   2.611	   0.278	  0.112	  2.29 	   4    	        4.86	   -1.291
           4	   1.409	   0.176	  0.104	  2.295	   3.25 	        5.2 	   -0.734
           4	   2.241	   0.344	  0.112	  2.06 	   4.5  	        5.09	   -0.257
           5	   1.449	   0.38 	  0.161	  2.642	   3.8  	        5.72	   -0.832
           3	   1.311	   0    	  0.027	  1    	   0    	        4.58	   -2.338
           4	   0.983	   0.193	  0.072	  1.667	   1.5  	        5.02	   -1.415
           4	   2.166	   0.344	  0.074	  2.261	   3.75 	        5.12	   -1.095
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        5.14	   -1.578
           3	   1.311	   0.179	  0.103	  1.654	   2    	        4.47	   -1.247
           5	   1.636	   0.379	  0.132	  2.854	   3.8  	        5.71	   -1.201
           5	   1.81 	   0.432	  0.123	  2.979	   3.6  	        5.94	   -1.744
           5	   1.65 	   0.383	  0.138	  2.921	   3.8  	        5.81	   -1.292
           4	   2.045	   0.377	  0.09 	  2.292	   4.5  	        5.3 	   -0.304
           5	   1.771	   0.398	  0.202	  3.198	   3.8  	        5.88	   -1.769
           4	   1.409	   0.309	  0.096	  2.458	   3.5  	        4.98	   -0.772
           4	   1.816	   0.176	  0.089	  2.295	   3.25 	        5.06	   -1.126
           5	   2.015	   0.497	  0.155	  3.529	   4.4  	        5.84	   -1.796
           5	   1.453	   0.331	  0.116	  2.737	   3.4  	        5.5 	   -1.237
           4	   1.811	   0.389	  0.116	  2.859	   5    	        5.06	   -0.175
           5	   1.127	   0.343	  0.12 	  2.448	   3.8  	        5.46	   -0.238
           4	   2.094	   0.398	  0.094	  2.12 	   4.25 	        5.42	   -0.456
           5	   1.108	   0.254	  0.108	  2.228	   2.2  	        5.75	   -1.498
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        5.08	   -1.578
           4	   1.409	   0.328	  0.096	  2.356	   3.75 	        5.09	   -0.439
           5	   1.888	   0.439	  0.164	  3.47 	   3.8  	        5.69	   -2.161
           3	   2.19 	   0.116	  0.077	  1.632	   2.333	        4.49	   -1.682
           3	   2.255	   0.275	  0.057	  1.734	   3.667	        4.61	   -0.654
           5	   1.977	   0.461	  0.097	  2.864	   4    	        5.68	   -1.399
           5	   1.792	   0.428	  0.13 	  2.973	   3.6  	        5.84	   -1.723
           3	   0.999	   0.193	  0.088	  1.667	   2    	        4.97	   -0.947
           4	   1.811	   0.379	  0.182	  2.603	   4.75 	        5.48	   -0.225
           5	   1.372	   0.321	  0.088	  2.388	   3.2  	        5.57	   -0.969
           5	   1.145	   0.38 	  0.138	  2.909	   3.4  	        5.45	   -1.172
           4	   1.86 	   0.369	  0.102	  2.364	   4    	        5.14	   -0.695
           4	   0.983	   0.179	  0.072	  1.693	   1.5  	        5.23	   -1.427
           4	   1.958	   0.409	  0.154	  2.926	   4.5  	        5.44	   -0.947
           4	   0.983	   0.179	  0.072	  1.693	   1.5  	        5.38	   -1.427
           4	   1.816	   0.305	  0.091	  2.405	   3.5  	        5.26	   -1.117
           4	   1.819	   0.35 	  0.074	  2.167	   3.75 	        5.12	   -0.66
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        5.07	   -1.578
           5	   1.636	   0.4  	  0.136	  2.831	   4    	        5.57	   -1.003
           3	   1.943	   0.191	  0.052	  1.295	   3.333	        4.62	   -0.148
           5	   1.661	   0.404	  0.092	  2.472	   4    	        6.53	   -0.629
           3	   2.479	   0.454	  0.09 	  2.139	   7    	        5.49	    1.838
           3	   1.535	   0.248	  0.088	  1.611	   3.333	        4.69	   -0.149
           4	   1.385	   0.258	  0.057	  1.513	   2    	        5.35	   -1.213
           3	   2.415	   0.291	  0.154	  2.326	   5    	        5.7 	   -0.186
           4	   2.007	   0.439	  0.086	  2.299	   4.75 	        5.43	   -0.081
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.58	   -1.37
           3	   0.999	   0.179	  0.079	  1.724	   2    	        4.73	   -0.981
           3	   1.878	   0.319	  0.119	  2.381	   4.667	        4.85	   -0.03
           4	   1.691	   0.394	  0.101	  2.404	   4    	        5.07	   -0.59
           4	   2.15 	   0.355	  0.051	  1.814	   4.25 	        5.39	   -0.12
           5	   1.866	   0.499	  0.105	  2.353	   4.8  	        5.48	   -0.023
           4	   1.66 	   0.322	  0.101	  2.417	   3.5  	        5.3 	   -1
           3	   1.908	   0.176	  0.116	  2.295	   4.333	        4.59	   -0.162
           5	   1.895	   0.292	  0.111	  2.73 	   3.2  	        5.62	   -1.828
           5	   1.771	   0.378	  0.128	  2.986	   3.4  	        5.57	   -1.863
           3	   1.542	   0.179	  0.07 	  1.724	   2    	        4.69	   -1.515
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.6 	   -1.37
           4	   0.983	   0.179	  0.065	  1.724	   1.5  	        6.22	   -1.451
           4	   0.983	   0.179	  0.065	  1.724	   1.5  	        5.14	   -1.451
           5	   1.663	   0.366	  0.141	  2.954	   3.6  	        5.83	   -1.524
           3	   2.462	   0.389	  0.085	  2.23 	   6.667	        4.68	    1.501
           3	   2.19 	   0.129	  0.068	  1.733	   2.667	        4.95	   -1.453
           3	   1.847	   0.238	  0.087	  1.658	   3    	        5.58	   -0.83
           5	   1.636	   0.383	  0.112	  2.912	   3.8  	        5.78	   -1.243
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        5.51	   -1.343
           3	   1.943	   0.244	  0.059	  1.723	   3.333	        4.73	   -0.636
           4	   1.417	   0.325	  0.154	  2.834	   4    	        5.21	   -0.73
           5	   1.449	   0.391	  0.133	  2.658	   3.8  	        5.69	   -0.831
           5	   1.314	   0.327	  0.085	  2.307	   3    	        5.77	   -1.033
           5	   1.977	   0.482	  0.159	  2.813	   5    	        5.7 	   -0.431
           3	   2.235	   0.184	  0.062	  1.753	   3    	        4.48	   -1.234
           4	   1.86 	   0.459	  0.182	  2.53 	   5.25 	        5.36	    0.219
           5	   1.353	   0.355	  0.155	  2.793	   3.4  	        5.57	   -1.256
           5	   1.314	   0.238	  0.084	  2.341	   2.8  	        5.55	   -1.177
           5	   2.086	   0.609	  0.142	  2.978	   5.2  	        5.58	   -0.615
           3	   1.943	   0.215	  0.061	  1.745	   3.333	        4.5 	   -0.631
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        5.5 	   -1.343
           4	   2.117	   0.445	  0.078	  2.199	   4.5  	        5.46	   -0.339
           4	   1.958	   0.42 	  0.129	  2.906	   4.75 	        5.05	   -0.663
           3	   1.889	   0.129	  0.064	  1.75 	   2.667	        5.83	   -1.165
           3	   1.311	   0    	  0.027	  1    	   0    	        5.28	   -2.338
           4	   2.241	   0.373	  0.101	  2.461	   3.75 	        5.7 	   -1.426
           3	   1.773	   0.256	  0.054	  1.709	   4    	        4.81	    0.208
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.87	   -1.37
           3	   1.943	   0.315	  0.138	  2.023	   5.667	        4.88	    1.248
           4	   1.643	   0.162	  0.174	  1.874	   3    	        5.03	   -0.853
           4	   1.409	   0.312	  0.092	  2.378	   3.75 	        5.07	   -0.441
           5	   1.869	   0.4  	  0.108	  2.62 	   4.2  	        6.03	   -0.797
           3	   2.19 	   0.135	  0.062	  1.69 	   3    	        4.71	   -1.077
           5	   2.077	   0.555	  0.098	  3.013	   5.6  	        5.59	   -0.143
           4	   1.457	   0.344	  0.088	  2.285	   3.5  	        5.13	   -0.674
           5	   2.207	   0.611	  0.117	  2.895	   5.8  	        5.58	   -0.03
           3	   1.901	   0.238	  0.1  	  2.341	   4.667	        4.47	    0.087
           5	   1.353	   0.328	  0.096	  2.321	   2.8  	        5.81	   -1.298
           3	   1.311	   0    	  0.027	  1    	   0    	        4.73	   -2.338
           4	   1.691	   0.182	  0.049	  1.684	   3    	        5.03	   -0.606
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        5.13	   -1.578
           3	   0.999	   0.179	  0.079	  1.724	   2    	        4.6 	   -0.981
           3	   1.407	   0.047	  0.095	  1.545	   1.667	        4.69	   -1.427
           4	   2.351	   0.458	  0.025	  1.7  	   5.5  	        4.98	    0.966
           3	   2.255	   0.166	  0.057	  1.693	   3.333	        4.67	   -0.838
           4	   1.532	   0.149	  0.068	  1.532	   2.25 	        5.08	   -1.031
           3	   1.943	   0.248	  0.089	  1.611	   3.333	        4.59	   -0.558
           4	   2.512	   0.513	  0.149	  2.655	   6    	        5.19	    0.171
           3	   1.908	   0.321	  0.049	  1.667	   4.667	        4.66	    0.722
           4	   2.242	   0.414	  0.087	  2.128	   5.5  	        5.22	    0.629
           4	   2.094	   0.399	  0.092	  2.172	   4.25 	        5.35	   -0.507
           4	   1.958	   0.287	  0.105	  2.443	   3.25 	        5.41	   -1.543
           5	   1.353	   0.212	  0.127	  1.858	   2.6  	        5.92	   -0.95
           4	   1.691	   0.289	  0.09 	  2.326	   3.75 	        5.46	   -0.646
           4	   1.691	   0.327	  0.048	  1.657	   3.5  	        5.04	   -0.223
           3	   1.943	   0.191	  0.052	  1.295	   3.333	        4.66	   -0.148
           4	   1.86 	   0.454	  0.163	  2.617	   5.25 	        5.27	    0.156
           5	   1.785	   0.415	  0.204	  3.212	   4.2  	        5.57	   -1.416
           5	   1.811	   0.393	  0.14 	  2.986	   3.4  	        5.65	   -1.93
           5	   1.314	   0.32 	  0.09 	  2.4  	   2.8  	        5.7 	   -1.324
           5	   1.888	   0.478	  0.176	  3.542	   4.6  	        5.57	   -1.484
           5	   1.449	   0.379	  0.146	  2.863	   3.8  	        5.53	   -1.037
           4	   1.857	   0.361	  0.125	  2.74 	   4.5  	        5.33	   -0.583
           5	   1.127	   0.337	  0.123	  2.507	   3.6  	        5.4 	   -0.494
           5	   1.673	   0.428	  0.173	  2.807	   4.6  	        6.83	   -0.481
           5	   1.584	   0.422	  0.175	  3.613	   4    	        6.13	   -1.794
           3	   1.731	   0.17 	  0.134	  2.364	   4    	        5.27	   -0.399
           5	   1.794	   0.39 	  0.07 	  2.275	   3.8  	        6.02	   -0.729
           4	   1.409	   0.322	  0.1  	  2.417	   3.5  	        5.83	   -0.748
           5	   1.314	   0.308	  0.086	  2.425	   2.8  	        5.99	   -1.333
           4	   1.385	   0.238	  0.072	  1.658	   2.25 	        5.01	   -1.103
           5	   1.314	   0.309	  0.089	  2.458	   2.8  	        5.77	   -1.37
           5	   1.145	   0.337	  0.16 	  2.63 	   3.6  	        5.52	   -0.672
           4	   0.983	   0.193	  0.072	  1.667	   1.5  	        5.21	   -1.415
           5	   2.484	   0.612	  0.12 	  2.617	   6.2  	        5.81	    0.367
           5	   1.314	   0.176	  0.092	  2.295	   2.6  	        5.52	   -1.277
           3	   2.286	   0.126	  0.071	  1.692	   2.667	        4.49	   -1.508
           4	   0.983	   0.179	  0.065	  1.724	   1.5  	        5.79	   -1.451
           5	   1.675	   0.426	  0.089	  2.655	   4    	        5.52	   -0.845
           4	   1.532	   0.31 	  0.14 	  2.435	   3    	        5.29	   -1.417
           4	   1.691	   0.159	  0.053	  1.717	   2.25 	        5.07	   -1.37
           5	   1.881	   0.326	  0.076	  2.196	   3.4  	        5.79	   -1.079
           5	   1.353	   0.462	  0.124	  1.702	   4.2  	        5.79	    0.559
           5	   1.636	   0.29 	  0.12 	  2.279	   3    	        6.08	   -1.325
           4	   1.409	   0.295	  0.109	  2.318	   3.25 	        5.09	   -0.881
           3	   2.19 	   0.128	  0.065	  1.714	   2.667	        5.21	   -1.43
           4	   2.539	   0.471	  0.092	  2.48 	   5.75 	        6.23	    0.168
           5	   1.655	   0.456	  0.005	  2.518	   5    	        6.06	    0.366
           4	   1.715	   0.321	  0.092	  2.359	   3.5  	        5.61	   -0.987
           4	   2.028	   0.409	  0.045	  2.132	   5.5  	        8.48	    0.886
           3	   2.361	   0.309	  0.1  	  2.458	   4.667	        6.14	   -0.561
           4	   1.816	   0.309	  0.095	  2.458	   3.5  	        6.68	   -1.178
           4	   2.117	   0.392	  0.076	  2.294	   4.75 	        6.38	   -0.129
           4	   1.86 	   0.399	  0.136	  2.917	   4.75 	        7.15	   -0.562
           3	   1.908	   0.151	  0.055	  1.688	   3.667	        5.52	   -0.135
           4	   1.559	   0.254	  0.132	  2.237	   2.75 	        7.1 	   -1.432
           4	   1.385	   0.248	  0.075	  1.611	   2.5  	       10.96	   -0.819
           5	   1.711	   0.464	  0.173	  3.419	   4.2  	       11.32	   -1.567
           5	   1.683	   0.435	  0.161	  2.717	   4.8  	        6.87	   -0.196
           4	   1.385	   0.248	  0.075	  1.611	   2.5  	        6.48	   -0.819
           5	   1.353	   0.206	  0.126	  2.028	   2.8  	        6   	   -0.913
           5	   2.511	   0.568	  0.053	  2.862	   5.2  	        6.01	   -0.794
           4	   1.66 	   0.164	  0.046	  1.647	   3.25 	        6.15	   -0.267
           4	   1.811	   0.389	  0.167	  2.682	   4.5  	        5.79	   -0.549
           4	   2.007	   0.342	  0.08 	  2.129	   3.75 	        7.15	   -0.808
           3	   1.731	   0.335	  0.14 	  2.307	   4.667	        5.51	    0.154
           3	   1.943	   0.392	  0.101	  2.369	   5.333	        6.86	    0.528
           5	   1.372	   0.331	  0.081	  2.337	   3.4  	        7.47	   -0.721
           4	   1.691	   0.352	  0.092	  2.293	   3.5  	        6.94	   -0.928
           3	   1.943	   0.328	  0.104	  2.387	   4.667	        5.37	   -0.095
           3	   2.255	   0.272	  0.081	  1.541	   4    	        5.35	   -0.149
           3	   2.415	   0.356	  0.12 	  2.303	   5.333	        6.22	    0.139
           4	   1.98 	   0.347	  0.125	  2.528	   5    	        5.9 	    0.02
           5	   1.353	   0.339	  0.079	  2.342	   2.8  	        7.85	   -1.313
           4	   1.811	   0.394	  0.108	  2.175	   4.75 	        7.96	    0.262
           4	   2.028	   0.418	  0.098	  2.734	   4.75 	        8.58	   -0.528
           4	   2.264	   0.437	  0.099	  2.549	   5.25 	        5.73	   -0.099
           3	   1.535	   0.162	  0.141	  1.619	   2.333	        6.18	   -1.124
           4	   2.339	   0.523	  0.066	  2.167	   6    	        7.57	    0.905
           4	   2.117	   0.357	  0.103	  2.656	   4.75 	        6.64	   -0.483
           5	   1.314	   0.325	  0.143	  2.834	   3.2  	        6.4 	   -1.416
           5	   1.127	   0.335	  0.123	  2.492	   3.6  	        6.22	   -0.477
           5	   1.927	   0.493	  0.107	  2.782	   4.4  	        6.58	   -0.909
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        7.78	   -1.343
           4	   1.763	   0.36 	  0.088	  2.425	   3.75 	        6.17	   -0.886
           5	   1.353	   0.362	  0.085	  2.434	   3    	        6.34	   -1.234
           5	   1.453	   0.345	  0.102	  2.25 	   3.4  	        7.49	   -0.75
           4	   1.691	   0.16 	  0.054	  1.747	   2.25 	        5.88	   -1.402
           3	   1.407	   0.179	  0.07 	  1.724	   2    	        5.29	   -1.38
           4	   1.643	   0.309	  0.096	  2.458	   3.5  	        6.63	   -1.006
           4	   1.643	   0.135	  0.054	  1.69 	   2.25 	        7.49	   -1.272
           5	   1.981	   0.428	  0.071	  2.442	   4.2  	        7.05	   -0.722
           5	   1.636	   0.392	  0.145	  2.421	   3.8  	        7.39	   -0.794
           4	   1.457	   0.339	  0.092	  2.314	   3.5  	        6.58	   -0.702
           3	   1.766	   0.233	  0.125	  2.36 	   3    	        5.41	   -1.484
           5	   1.881	   0.333	  0.162	  2.355	   3.8  	        8.11	   -0.931
           5	   1.416	   0.372	  0.09 	  2.187	   3.6  	        6.34	   -0.465
           4	   1.833	   0.381	  0.148	  2.912	   4.75 	        6.62	   -0.524
           5	   1.591	   0.403	  0.147	  3.286	   4.2  	        7.55	   -1.227
           4	   2.249	   0.409	  0.151	  2.897	   5    	        6.01	   -0.706
           4	   2.384	   0.318	  0.076	  2.353	   4.5  	        5.9 	   -0.631
           3	   1.943	   0.359	  0.116	  2.338	   5    	        6.31	    0.244
           3	   1.847	   0.224	  0.101	  1.666	   2.667	        7.18	   -1.171
           5	   1.989	   0.426	  0.083	  2.655	   4    	        6.79	   -1.153
           5	   1.958	   0.343	  0.138	  2.628	   3.8  	        6.79	   -1.267
           4	   1.691	   0.212	  0.147	  1.955	   3.75 	        5.85	   -0.255
           3	   1.878	   0.309	  0.111	  2.429	   4.667	        6.53	   -0.06
           3	   2.255	   0.288	  0.058	  1.712	   4    	        5.42	   -0.313
           3	   1.311	   0.179	  0.079	  1.724	   2    	        6.59	   -1.293
           4	   2.007	   0.288	  0.086	  2.161	   4    	        7.57	   -0.542
           3	   1.535	   0.162	  0.141	  1.619	   2.333	        5.4 	   -1.124
           4	   1.385	   0.162	  0.115	  1.619	   1.75 	        5.89	   -1.531
           4	   1.828	   0.223	  0.188	  2.598	   4    	        7.63	   -0.837
           4	   1.554	   0.287	  0.113	  2.259	   3    	        5.9 	   -1.213
           4	   1.788	   0.287	  0.113	  2.259	   3    	        6.46	   -1.447
           5	   1.353	   0.365	  0.098	  2.289	   3.2  	        6.51	   -0.905
           5	   1.694	   0.45 	  0.101	  2.772	   4    	        6.52	   -1.017
           5	   1.7  	   0.474	  0.081	  2.159	   4.8  	        6.4 	    0.386
           4	   0.983	   0.179	  0.065	  1.724	   1.5  	        5.85	   -1.451
           4	   1.989	   0.319	  0.084	  2.404	   4    	        8.06	   -0.796
           3	   2.255	   0.375	  0.041	  1.583	   5.667	        5.52	    1.413
           5	   1.166	   0.382	  0.113	  2.704	   3.6  	        8.26	   -0.765
           3	   1.908	   0.139	  0.058	  1.69 	   3    	        6.58	   -0.795
           3	   1.908	   0.309	  0.109	  2.458	   4.667	        5.92	   -0.117
           3	   1.943	   0.363	  0.097	  2.44 	   5    	        5.36	    0.157
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        9.07	   -1.343
           4	   1.66 	   0.184	  0.054	  1.753	   2.25 	        7.21	   -1.401
           4	   1.643	   0.297	  0.12 	  2.279	   3.25 	        7.38	   -1.089
           5	   1.675	   0.398	  0.076	  2.23 	   3.6  	        7.94	   -0.779
           5	   1.314	   0.322	  0.09 	  2.417	   2.8  	        6.85	   -1.343
           3	   2.19 	   0.135	  0.062	  1.69 	   3    	        5.6 	   -1.077
           5	   1.314	   0.322	  0.144	  2.819	   3.2  	        6.51	   -1.399
           5	   2.076	   0.288	  0.135	  2.737	   3.4  	        7.41	   -1.836
           5	   1.328	   0.329	  0.093	  2.255	   3.4  	        6.27	   -0.605
           3	   2.19 	   0.129	  0.066	  1.75 	   2.667	        5.89	   -1.468
           4	   1.732	   0.364	  0.094	  2.434	   3.75 	        7.28	   -0.874
           4	   2.139	   0.456	  0.072	  2.294	   5    	        7.1 	    0.039
           3	   1.535	   0.254	  0.114	  2.228	   3.667	        5.26	   -0.464
           3	   2.267	   0.356	  0.126	  2.199	   5    	        5.39	    0.052
           4	   1.643	   0.321	  0.1  	  2.381	   3.5  	        5.83	   -0.945
           3	   2.255	   0.242	  0.062	  1.735	   3.333	        5.31	   -0.961
           4	   1.582	   0.298	  0.05 	  1.603	   3.75 	        5.75	    0.217
           3	   1.542	   0.186	  0.067	  1.71 	   2.333	        5.37	   -1.172
           3	   2.611	   0.285	  0.112	  2.408	   4.333	        5.63	   -1.083
           3	   2.361	   0.306	  0.098	  2.443	   4.667	        5.42	   -0.541
           3	   1.943	   0.262	  0.123	  2.171	   5    	        5.35	    0.501
           3	   2.255	   0.215	  0.059	  1.745	   3.333	        4.93	   -0.941
           3	   1.908	   0.175	  0.167	  2    	   4.333	        5.49	    0.083
           4	   2.242	   0.359	  0.089	  2.305	   4.25 	        6.38	   -0.745
           3	   2.255	   0.263	  0.052	  1.681	   4.667	        5.3 	    0.416
           5	   1.767	   0.419	  0.129	  3.102	   3.6  	        7.06	   -1.817
           3	   1.878	   0.309	  0.104	  2.458	   4.667	        5.51	   -0.082
           3	   2.255	   0.165	  0.056	  1.575	   2.667	        4.98	   -1.384
           4	   1.77 	   0.324	  0.17 	  2.804	   4    	        5.3 	   -1.068
           4	   1.643	   0.129	  0.056	  1.75 	   2    	        5.42	   -1.578
           4	   1.417	   0.322	  0.101	  2.417	   3.5  	        5.72	   -0.757
           5	   1.636	   0.382	  0.145	  2.624	   3.8  	        6.23	   -0.987
           4	   1.715	   0.295	  0.103	  2.305	   3.25 	        5.31	   -1.168
           5	   1.771	   0.414	  0.14 	  3.236	   3.8  	        6.31	   -1.761
           4	   2.045	   0.352	  0.106	  2.33 	   4    	        9.27	   -0.833
           5	   1.938	   0.451	  0.105	  2.64 	   4.4  	        6.01	   -0.734
           3	   2.255	   0.248	  0.062	  1.697	   3.667	        5.91	   -0.595
           4	   1.66 	   0.322	  0.1  	  2.4  	   3.5  	        6.62	   -0.982
           3	   1.638	   0.053	  0.052	  1.645	   1    	        4.98	   -2.388
           4	   0.983	   0.193	  0.072	  1.667	   1.5  	        5.56	   -1.415
           5	   1.353	   0.323	  0.106	  2.286	   2.6  	        5.97	   -1.468
           4	   0.983	   0.179	  0.072	  1.693	   1.5  	        5.44	   -1.427
           5	   1.133	   0.322	  0.143	  2.819	   3.2  	        6.43	   -1.217
           3	   1.311	   0    	  0.027	  1    	   0    	        5.93	   -2.338
           4	   2.36 	   0.331	  0.11 	  2.731	   3.75 	        6.26	   -1.782
           3	   1.311	   0    	  0.027	  1    	   0    	        5.7 	   -2.338
           5	   2.019	   0.472	  0.075	  2.186	   4.6  	        5.97	   -0.152
           3	   2.255	   0.268	  0.077	  1.592	   4    	        5.5 	   -0.192
           4	   1.816	   0.244	  0.081	  2.282	   3.75 	        5.63	   -0.673
           5	   1.792	   0.431	  0.07 	  2.296	   3.8  	        6.47	   -0.789
           3	   0.999	   0.193	  0.088	  1.667	   2    	        5.93	   -0.947
           5	   1.314	   0.305	  0.087	  2.38 	   2.8  	        6.5 	   -1.286
           3	   1.878	   0.324	  0.118	  2.03 	   4.333	        5.57	   -0.017
           3	   1.535	   0.248	  0.088	  1.611	   3.333	        4.98	   -0.149
           5	   1.927	   0.489	  0.176	  3.517	   4.4  	        7.09	   -1.709
           4	   1.431	   0.353	  0.098	  2.373	   3.75 	        6.59	   -0.505
           4	   1.691	   0.35 	  0.137	  1.909	   4.25 	        5.99	    0.163
           4	   1.348	   0.334	  0.134	  1.926	   4.5  	        6.45	    0.758
           5	   1.675	   0.285	  0.088	  2.367	   2.4  	        6.48	   -2.015
           4	   0.983	   0.179	  0.065	  1.724	   1.5  	        5.51	   -1.451
           5	   1.636	   0.38 	  0.072	  2.158	   3.2  	        5.98	   -1.046
           5	   1.675	   0.365	  0.074	  2.204	   3.6  	        5.97	   -0.718
           4	   1.66 	   0.32 	  0.1  	  2.4  	   3.5  	        5.57	   -0.98
           3	   0.999	   0.193	  0.088	  1.667	   2    	        4.76	   -0.947
           3	   2.479	   0.43 	  0.129	  2.212	   6.333	        5.04	    1.083
           5	   1.765	   0.323	  0.09 	  2.17 	   3.6  	        6.78	   -0.748
           4	   1.385	   0.238	  0.059	  1.705	   2.25 	        5.62	   -1.137
           5	   1.356	   0.33 	  0.175	  2.579	   3.6  	        5.89	   -0.84
           3	   2.235	   0.311	  0.052	  1.657	   4.667	        5.62	    0.412
           5	   1.913	   0.431	  0.107	  2.845	   4.4  	        7.59	   -0.896
           3	   1.926	   0.364	  0.108	  2.434	   5    	        5.65	    0.168
           3	   2.109	   0.309	  0.104	  2.391	   4.667	        4.77	   -0.246
           4	   1.811	   0.381	  0.138	  2.903	   4.75 	        5.6 	   -0.483
           3	   1.908	   0.309	  0.109	  2.458	   4.667	        5.73	   -0.117
           4	   1.691	   0.261	  0.044	  1.643	   3.5  	        5.88	   -0.139
           4	   1.643	   0.328	  0.096	  2.356	   3.75 	        5.57	   -0.673
           5	   1.754	   0.395	  0.128	  2.871	   3.4  	        6.32	   -1.748
           3	   1.824	   0.271	  0.049	  1.639	   4.333	        5   	    0.55
           4	   1.643	   0.308	  0.095	  2.425	   3.5  	        6.04	   -0.971
           3	   1.311	   0    	  0.027	  1    	   0    	        5.01	   -2.338
           5	   1.449	   0.349	  0.129	  2.848	   3    	        5.98	   -1.775
           4	   1.816	   0.237	  0.081	  2.153	   3.25 	        5.56	   -1.037
           5	   1.675	   0.44 	  0.08 	  2.303	   3.6  	        5.89	   -0.898
           5	   1.314	   0.32 	  0.09 	  2.4  	   2.8  	        6.13	   -1.324
           3	   1.943	   0.16 	  0.062	  1.747	   3    	        4.81	   -0.912
           3	   2.19 	   0.129	  0.066	  1.75 	   2.667	        5.63	   -1.468
           4	   1.811	   0.372	  0.153	  2.831	   4.5  	        5.61	   -0.667
           4	   1.86 	   0.457	  0.081	  2.212	   5    	        5.52	    0.39
           5	   1.754	   0.332	  0.174	  2.679	   3.6  	        6.64	   -1.339
           5	   1.675	   0.454	  0.093	  2.14 	   4.2  	        7.42	   -0.162
           3	   1.311	   0    	  0.027	  1    	   0    	        5.98	   -2.338
           3	   1.311	   0.193	  0.088	  1.667	   2    	        5.21	   -1.259
           5	   1.775	   0.372	  0.143	  2.774	   3.6  	        6.98	   -1.464
           3	   1.311	   0    	  0.027	  1    	   0    	        4.96	   -2.338
           5	   1.314	   0.328	  0.119	  2.705	   3.4  	        6.7 	   -1.066
           3	   1.847	   0.262	  0.057	  1.707	   3.333	        5.07	   -0.54
           5	   1.694	   0.384	  0.109	  2.701	   4    	        6.17	   -0.888
           3	   1.943	   0.353	  0.05 	  1.591	   5    	        5.13	    1.063
           3	   0.999	   0.047	  0.158	  1.286	   1.667	        5.34	   -0.823
           5	   1.881	   0.408	  0.105	  2.878	   3.8  	        6.82	   -1.472
           3	   0.999	   0.193	  0.103	  1.625	   2    	        5.03	   -0.92
           3	   1.878	   0.128	  0.068	  1.692	   2.667	        4.87	   -1.099
           3	   0.999	   0.193	  0.088	  1.667	   2    	        4.94	   -0.947
           3	   1.847	   0.053	  0.09 	  1.645	   1    	        5.45	   -2.635
           3	   1.311	   0    	  0.027	  1    	   0    	        5.02	   -2.338
           5	   1.133	   0.325	  0.138	  2.934	   3.2  	        6.69	   -1.33
           4	   1.431	   0.364	  0.099	  2.434	   3.75 	        5.78	   -0.578
           5	   1.449	   0.222	  0.168	  2.398	   2.8  	        6.7 	   -1.437
           3	   2.479	   0.393	  0.088	  2.298	   6    	        5.57	    0.742
           3	   1.535	   0.248	  0.088	  1.611	   3.333	        5.05	   -0.149
           4	   1.816	   0.309	  0.095	  2.458	   3.5  	        5.31	   -1.178
           3	   1.878	   0.308	  0.138	  2.255	   4.333	        5.58	   -0.246
           4	   2.094	   0.393	  0.087	  2.297	   4.5  	        6.04	   -0.371
           4	   2.192	   0.285	  0.098	  2.241	   3.25 	        5.51	   -1.566
           5	   1.566	   0.327	  0.175	  2.631	   3.4  	        6.65	   -1.299
           3	   1.878	   0.134	  0.06 	  1.64 	   3    	        5.15	   -0.712
           4	   1.457	   0.39 	  0.11 	  2.219	   4.25 	        5.44	    0.074
