  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           4	   2.08 	   0.016	  0.138	  2.992	   0.5  	        6.85	   -4.726
           3	   1.831	   0.002	  0.072	  1.996	   0.333	        6.19	   -3.568
           3	   1.839	   0.014	  0.119	  1.996	   0.333	        5.97	   -3.635
           5	   1.444	   0.006	  0.122	  2.992	   0.4  	        7.34	   -4.164
           3	   2.494	   0.002	  0.031	  1.667	   0.333	        6.3 	   -3.861
           4	   1.919	   0.004	  0.082	  2.885	   0.5  	        7.85	   -4.39
           5	   1.748	   0.046	  0.13 	  3.64 	   1.2  	        7.99	   -4.364
           5	   1.3  	   0.006	  0.114	  3.462	   0.6  	        7.46	   -4.282
           4	   1.91 	   0.03 	  0.167	  3.615	   1.5  	        6.9 	   -4.222
           3	   2.59 	   0.004	  0.028	  1.857	   0.667	        6.23	   -3.812
           5	   2.667	   0.141	  0.12 	  4.067	   4.2  	        7.69	   -2.795
           5	   1.901	   0.03 	  0.136	  3.556	   1.2  	        7.26	   -4.423
           5	   2.227	   0.032	  0.111	  3.61 	   1.4  	        7.53	   -4.58
           5	   2.489	   0.187	  0.172	  4.354	   4.6  	        7.47	   -2.602
           5	   1.632	   0.03 	  0.055	  1.571	   1.2  	        7.47	   -2.088
           5	   1.46 	   0.002	  0.019	  1.667	   0.2  	        7.37	   -2.948
           3	   3.297	   0.178	  0.074	  2.507	   8.333	        7.69	    2.277
           5	   1.227	   0.003	  0.055	  1    	   0.2  	        8.53	   -2.085
           3	   3.385	   0.136	  0.067	  2.639	   7    	        5.95	    0.773
           4	   2.344	   0.038	  0.115	  3.871	   0.75 	        7.02	   -5.618
           3	   2.272	   0    	  0.127	  3    	   0    	        6.25	   -5.399
           5	   2.447	   0.139	  0.121	  3.815	   3    	        7.63	   -3.522
           5	   2.521	   0.194	  0.119	  4.385	   4    	        8.02	   -3.219
           4	   2.7  	   0.157	  0.104	  3.739	   4    	        6.94	   -2.7
           4	   3.253	   0.218	  0.21 	  3.1  	   7.5  	        7.28	    0.719
           3	   2.18 	   0    	  0.136	  3    	   0    	        6.5 	   -5.316
           5	   2.595	   0.159	  0.088	  3.651	   3.4  	        7.2 	   -3.093
           4	   1.903	   0.002	  0.152	  3.909	   0.25 	        6.96	   -5.716
           5	   1.956	   0.105	  0.15 	  4.523	   3.2  	        7.41	   -3.534
           5	   2.482	   0.169	  0.152	  4.329	   4.2  	        7.45	   -2.932
           3	   1.827	   0.002	  0.076	  1.909	   0.333	        6.2 	   -3.481
           3	   2.611	   0    	  0.011	  1    	   0    	        6.43	   -3.622
           5	   1.661	   0.032	  0.178	  4.368	   1.4  	        7.28	   -4.839
           3	   2.403	   0.002	  0.024	  1.667	   0.333	        6.81	   -3.763
           5	   2.314	   0.144	  0.127	  3.703	   3.2  	        7.68	   -3.088
           5	   1.789	   0.002	  0.123	  3.909	   0.2  	        7.33	   -5.623
           4	   2.262	   0.002	  0.093	  2.909	   0.25 	        6.99	   -5.016
           4	   2.681	   0.156	  0.102	  2.646	   4.25 	        7.07	   -1.335
           5	   2.063	   0.207	  0.139	  4.151	   4.2  	        8.31	   -2.36
           4	   1.269	   0    	  0.007	  1    	   0    	        7.37	   -2.276
           3	   3.024	   0.113	  0.096	  2.518	   5.333	        6.11	   -0.418
           5	   2.385	   0.059	  0.094	  4.376	   1.6  	        7.48	   -5.314
           5	   1.737	   0.027	  0.095	  2.706	   1    	        7.34	   -3.565
           4	   1.707	   0.002	  0.098	  2.667	   0.25 	        6.61	   -4.224
           4	   2.103	   0.038	  0.085	  3.462	   0.75 	        6.7 	   -4.938
           3	   2.524	   0    	  0.113	  3    	   0    	        6.3 	   -5.637
           3	   3.158	   0.142	  0.125	  2.795	   5.333	        6.59	   -0.887
           4	   1.704	   0    	  0.071	  2    	   0    	        7.03	   -3.775
           3	   3.504	   0.159	  0.081	  2.677	   5.667	        8.13	   -0.754
           4	   1.907	   0.002	  0.09 	  2.909	   0.25 	        6.76	   -4.658
           4	   2.168	   0.03 	  0.138	  3.615	   1.5  	        7.13	   -4.451
           4	   2.168	   0.034	  0.025	  1.825	   2    	        7.11	   -2.052
           5	   3.013	   0.326	  0.103	  4.277	   7.6  	        7.47	   -0.119
           4	   2.482	   0.032	  0.073	  2.759	   1.75 	        6.58	   -3.596
           5	   1.895	   0.002	  0.1  	  3.996	   0.2  	        7.67	   -5.793
           3	   2.351	   0.002	  0.103	  2.909	   0.333	        6.06	   -5.032
           3	   3.023	   0.142	  0.103	  2.816	   5.333	        6.29	   -0.751
           5	   2.377	   0.159	  0.162	  4.515	   3.4  	        7.54	   -3.813
           4	   2.22 	   0.006	  0.103	  3.991	   0.5  	        6.42	   -5.82
           3	   3.374	   0.139	  0.069	  2.802	   5    	        6.54	   -1.384
           5	   2.945	   0.205	  0.205	  3.934	   5.4  	        7.68	   -1.889
           5	   2.346	   0.057	  0.047	  2.693	   1.6  	        7.21	   -3.543
           3	   3.258	   0.142	  0.064	  2.75 	   5.333	        6.54	   -0.881
           5	   1.094	   0.004	  0.09 	  2.709	   0.4  	        7.28	   -3.497
           3	   2.864	   0.053	  0.027	  1.821	   3    	        6.11	   -1.765
           5	   2.768	   0.194	  0.122	  4.463	   4.8  	        7.6 	   -2.747
           4	   2.625	   0.169	  0.133	  3.267	   5.25 	        7.28	   -0.944
           4	   2.545	   0.171	  0.212	  3.613	   4.25 	        7.21	   -2.291
           3	   3.585	   0.235	  0.063	  2.756	   9    	        9.66	    2.361
           3	   1.823	   0    	  0.052	  2    	   0    	        7.91	   -3.875
           4	   1.625	   0.002	  0.019	  1.8  	   0.25 	        6.81	   -3.196
           5	   2.345	   0.202	  0.144	  4.176	   6.2  	        7.24	   -0.667
           4	   1.638	   0.004	  0.151	  3.576	   0.5  	        6.8 	   -4.869
           4	   2.151	   0.08 	  0.096	  2.732	   2.5  	        7.01	   -2.559
           4	   2.432	   0.108	  0.079	  2.633	   4.5  	        6.59	   -0.752
           4	   2.442	   0.051	  0.076	  2.754	   2    	        7.21	   -3.323
           5	   1.713	   0.036	  0.148	  3.796	   0.4  	        7.51	   -5.293
           3	   3.167	   0.299	  0.141	  2.317	  13.667	        6.11	    7.743
           5	   2.411	   0.139	  0.133	  3.73 	   3    	        7.48	   -3.413
           3	   2.296	   0.004	  0.104	  2.556	   0.667	        5.97	   -4.293
           5	   2.35 	   0.141	  0.08 	  2.723	   4.2  	        7.41	   -1.094
           3	   3.159	   0.15 	  0.15 	  2.764	   6    	        6.17	   -0.223
           3	   3.358	   0.158	  0.085	  2.557	   6    	        6.35	   -0.158
           4	   2.553	   0.1  	  0.085	  3.419	   4.5  	        6.89	   -1.657
           3	   2.185	   0.002	  0.14 	  2.996	   0.333	        6.52	   -4.99
           4	   2.558	   0.27 	  0.119	  3.537	   9.75 	        6.69	    3.266
           4	   1.367	   0.002	  0.062	  1.8  	   0.25 	        7.56	   -2.981
           4	   1.596	   0    	  0.008	  1    	   0    	        6.95	   -2.604
           4	   1.102	   0.002	  0.062	  1.8  	   0.25 	        7.34	   -2.716
           5	   2.805	   0.181	  0.115	  3.557	   4.4  	        8.27	   -2.258
           3	   2.947	   0.03 	  0.046	  2.519	   2    	        6.1 	   -3.542
           3	   2.606	   0.002	  0.11 	  2.909	   0.333	        6.06	   -5.294
           3	   2.15 	   0.036	  0.049	  1.796	   0.667	        6.25	   -3.364
           3	   2.454	   0.004	  0.076	  2.556	   0.667	        6.07	   -4.423
           3	   3.16 	   0.177	  0.101	  2.672	   7.333	        6.28	    1.223
           3	   1.835	   0.008	  0.069	  1.849	   1    	        6.66	   -2.761
           5	   2.557	   0.253	  0.223	  4.108	   6    	        7.21	   -1.141
           3	   2.281	   0.027	  0.072	  1.706	   1.667	        6.24	   -2.419
           3	   3.122	   0.059	  0.079	  2.53 	   3    	        6.17	   -2.79
           5	   1.936	   0.047	  0.127	  3.678	   1.8  	        7.27	   -3.988
           5	   2.041	   0.202	  0.167	  4.338	   4.6  	        7.61	   -2.148
           5	   1.688	   0.065	  0.137	  3.351	   1.6  	        7.16	   -3.641
           4	   1.635	   0.002	  0.133	  2.996	   0.25 	        6.92	   -4.516
           4	   2.751	   0.214	  0.107	  3.382	   7.25 	        7   	    0.796
           3	   3.03 	   0.124	  0.099	  2.764	   5.667	        5.91	   -0.35
           3	   1.696	   0    	  0.01 	  1    	   0    	        6.36	   -2.706
           5	   2.713	   0.175	  0.175	  3.957	   6.2  	        7.43	   -0.82
           3	   2.668	   0    	  0.066	  2    	   0    	        6.67	   -4.734
           5	   1.366	   0.036	  0.123	  2.796	   0.4  	        9.25	   -3.921
           4	   2.439	   0.002	  0.085	  2.957	   0.25 	        7.55	   -5.233
           4	   3.176	   0.206	  0.125	  3.44 	   6.5  	        6.89	   -0.447
           3	   3.269	   0.249	  0.066	  2.525	  10    	        6.24	    3.891
           5	   1.433	   0    	  0.023	  2    	   0    	        7.21	   -3.456
           4	   2.367	   0.201	  0.159	  3.412	   6.25 	        6.63	    0.111
           3	   3.3  	   0.134	  0.061	  2.643	   8    	        6.62	    1.862
           5	   2.558	   0.159	  0.087	  4.18 	   4.8  	        7.54	   -2.184
           4	   2.542	   0.091	  0.12 	  3.71 	   2.5  	        6.9 	   -3.963
           5	   2.152	   0.106	  0.085	  3.231	   3.6  	        7.58	   -1.974
           3	   2.201	   0.041	  0.195	  2.662	   2    	        5.99	   -3.099
           5	   1.459	   0.063	  0.208	  3.125	   1.4  	        7.62	   -3.455
           4	   3.956	   0.313	  0.088	  3.249	   8.25 	        7.17	    0.644
           3	   2.189	   0.004	  0.129	  2.798	   0.667	        6.57	   -4.453
           5	   1.774	   0.008	  0.043	  1.849	   0.6  	        7.42	   -3.074
           4	   1.958	   0    	  0.009	  1    	   0    	        6.98	   -2.967
           4	   2.437	   0.124	  0.087	  2.685	   4.25 	        6.59	   -1.083
           5	   2.357	   0.123	  0.042	  2.546	   4    	        7.53	   -1.068
           4	   2.128	   0    	  0.104	  3    	   0    	        6.91	   -5.232
           4	   2.255	   0.036	  0.09 	  3.796	   0.5  	        7.02	   -5.677
           4	   2.952	   0.042	  0.055	  2.728	   1.75 	        6.99	   -4.027
           3	   2.651	   0    	  0.038	  2    	   0    	        6.12	   -4.689
           4	   2.439	   0.165	  0.125	  3.603	   5    	        6.73	   -1.332
           4	   1.812	   0.038	  0.214	  3.792	   0.75 	        6.88	   -5.106
           3	   3.46 	   0.139	  0.068	  1.821	   5    	        6.5 	   -0.488
           3	   3.168	   0.127	  0.075	  2.61 	   5.667	        7.73	   -0.313
           5	   2.226	   0.05 	  0.094	  3.462	   1.6  	        7.38	   -4.232
           3	   2.957	   0.008	  0.045	  2.88 	   1    	        6.4 	   -4.89
           4	   2.525	   0.117	  0.028	  1.697	   3    	        7.24	   -1.367
           4	   2.548	   0.198	  0.091	  2.709	   7    	        6.83	    1.454
           3	   2.403	   0.002	  0.14 	  2.909	   0.333	        5.89	   -5.121
           3	   3.032	   0.142	  0.09 	  2.816	   5.333	        6.27	   -0.747
           4	   2.912	   0.153	  0.065	  2.815	   4.5  	        6.86	   -1.445
           4	   1.871	   0    	  0.048	  2    	   0    	        6.61	   -3.919
           3	   2.185	   0.002	  0.176	  2.996	   0.333	        6.4 	   -5.026
           3	   1.823	   0    	  0.094	  2    	   0    	        6.09	   -3.917
           3	   1.989	   0    	  0.01 	  1    	   0    	        6.11	   -2.999
           5	   1.89 	   0.138	  0.079	  2.5  	   3    	        7.67	   -1.607
           3	   3.894	   0.171	  0.092	  2.047	   6    	        6.04	   -0.204
           5	   2.288	   0.081	  0.094	  4.31 	   2.6  	        7.63	   -4.173
           4	   1.632	   0    	  0.07 	  2    	   0    	        6.52	   -3.702
           3	   3.244	   0.091	  0.051	  2.658	   3.333	        6.48	   -2.711
           5	   2.162	   0.155	  0.102	  3.525	   5.2  	        7.44	   -0.744
           4	   2.601	   0.138	  0.045	  2.785	   3.75 	        6.56	   -1.819
           3	   3.43 	   0.159	  0.046	  2.343	   6.333	        6.5 	    0.355
           5	   1.444	   0.006	  0.147	  4.376	   0.6  	        7.42	   -5.373
           5	   1.467	   0.004	  0.151	  3.467	   0.4  	        7.56	   -4.689
           4	   2.759	   0.169	  0.128	  3.41 	   5.25 	        6.7 	   -1.216
           5	   2.043	   0.211	  0.12 	  3.504	   4.4  	        7.51	   -1.478
           5	   1.847	   0.03 	  0.208	  4.547	   1.2  	        7.17	   -5.432
           4	   2.477	   0.116	  0.177	  3.029	   3    	        6.91	   -2.799
           4	   1.275	   0.038	  0.151	  2.463	   0.75 	        6.77	   -3.177
           4	   1.812	   0.038	  0.171	  3.705	   0.75 	        6.65	   -4.976
           5	   2.687	   0.226	  0.086	  4.085	   5.4  	        8.37	   -1.684
           3	   2.285	   0.006	  0.062	  1.885	   0.667	        7.02	   -3.571
           4	   1.701	   0    	  0.071	  2    	   0    	        6.76	   -3.772
           4	   2.238	   0.036	  0.135	  3.796	   0.5  	        7.81	   -5.705
           4	   2.521	   0.047	  0.128	  2.719	   2.25 	        7.95	   -3.165
           5	   2.401	   0.16 	  0.058	  2.65 	   4    	        7.75	   -1.269
           4	   2.779	   0.096	  0.061	  2.724	   4.5  	        6.77	   -1.16
           4	   1.916	   0.026	  0.115	  1.663	   1    	        7.03	   -2.72
           5	   2.088	   0.079	  0.156	  3.358	   2.6  	        7.48	   -3.081
           5	   1.677	   0.065	  0.236	  4.254	   1.6  	        7.72	   -4.632
           4	   1.739	   0.004	  0.09 	  2.608	   0.5  	        6.94	   -3.941
           5	   1.939	   0.04 	  0.136	  4.68 	   0.8  	        7.49	   -5.995
           4	   1.913	   0.021	  0.097	  2.663	   0.5  	        6.71	   -4.194
           3	   3.154	   0.156	  0.072	  1.79 	   5.667	        6.21	    0.495
           3	   2.416	   0.014	  0.072	  1.996	   0.333	        6.17	   -4.165
           5	   1.311	   0.03 	  0.102	  2.333	   1.2  	        7.56	   -2.576
           3	   3.456	   0.292	  0.023	  1.686	  10.667	        6.31	    5.21
           3	   2.55 	   0    	  0.116	  3    	   0    	        6.44	   -5.666
           4	   2.25 	   0.176	  0.118	  2.543	   5.75 	        7.02	    0.663
           4	   1.913	   0.032	  0.14 	  3.524	   1.75 	        6.9 	   -3.859
           3	   3.545	   0.241	  0.064	  2.76 	   9    	        6.74	    2.39
           3	   2.782	   0.026	  0.152	  1.663	   1.333	        6.48	   -3.29
           5	   2.565	   0.188	  0.135	  4.527	   3.8  	        7.78	   -3.615
           3	   2.637	   0.004	  0.085	  2.992	   0.667	        6.39	   -5.051
           4	   2.505	   0.06 	  0.174	  3.363	   2.5  	        7.09	   -3.602
           5	   2.97 	   0.251	  0.113	  4.146	   6.8  	        7.59	   -0.68
           3	   1.827	   0.002	  0.063	  1.889	   0.333	        6.69	   -3.448
           4	   3.017	   0.187	  0.069	  3.659	   5.5  	        7.41	   -1.432
           5	   2.604	   0.271	  0.152	  3.915	   9.2  	        7.46	    2.258
           4	   2.096	   0.019	  0.08 	  2.996	   0.25 	        6.97	   -4.941
           4	   3.036	   0.22 	  0.114	  3.228	   6.25 	        7.31	   -0.348
           5	   1.146	   0    	  0.006	  1    	   0    	        7.16	   -2.152
           3	   3.621	   0.09 	  0.066	  2.449	   4.667	        6.83	   -1.559
           5	   1.504	   0.01 	  0.066	  2.825	   0.8  	        7.56	   -3.605
           3	   2.642	   0.032	  0.043	  2.759	   2.333	        6.34	   -3.143
           5	   1.578	   0.008	  0.139	  3.792	   0.6  	        7.79	   -4.917
           4	   3.295	   0.187	  0.09 	  3.495	   5.5  	        7.14	   -1.567
           3	   2.193	   0.038	  0.137	  2.705	   1    	        6.17	   -4.073
           3	   2.346	   0.002	  0.122	  2.889	   0.333	        6.27	   -5.026
           4	   2.912	   0.255	  0.097	  2.638	   8.5  	        7.6 	    2.598
           3	   2.564	   0.004	  0.112	  2.919	   0.667	        6.3 	   -4.932
           3	   2.638	   0.113	  0.103	  2.371	   5    	        6.23	   -0.225
           3	   2.568	   0.008	  0.053	  1.853	   1    	        6.42	   -3.482
           4	   1.802	   0    	  0.103	  3    	   0    	        6.91	   -4.905
           3	   2.045	   0.002	  0.032	  1.889	   0.333	        6.52	   -3.635
           4	   3.014	   0.153	  0.083	  3.417	   6.25 	        7.04	   -0.417
           4	   2.518	   0.153	  0.162	  2.902	   5.25 	        7.28	   -0.485
           3	   2.904	   0.028	  0.159	  2.329	   1.667	        6.87	   -3.753
           4	   2.929	   0.156	  0.186	  3.511	   4.75 	        7.95	   -2.032
           3	   3.164	   0.07 	  0.085	  2.633	   3    	        6.49	   -2.952
           3	   2.743	   0.002	  0.082	  2.957	   0.333	        6.51	   -5.451
           4	   2.597	   0.174	  0.036	  2.729	   5    	        6.96	   -0.536
           3	   2.521	   0.038	  0.037	  1.792	   1    	        6.58	   -3.388
           4	   2.766	   0.056	  0.105	  2.257	   2    	        7.02	   -3.184
           4	   3.18 	   0.432	  0.07 	  2.23 	  12.25 	        7.21	    6.338
           4	   1.635	   0.002	  0.121	  2.909	   0.25 	        6.93	   -4.417
           4	   2.401	   0.11 	  0.111	  3.369	   3.25 	        7.02	   -2.741
           5	   2.093	   0.032	  0.12 	  4.403	   1.4  	        7.73	   -5.248
           4	   3.305	   0.197	  0.086	  3.44 	   5.75 	        7.07	   -1.278
           4	   3.661	   0.33 	  0.079	  3.073	   9.5  	        7.08	    2.357
           5	   2.604	   0.179	  0.16 	  3.164	   4.4  	        8.55	   -1.707
           4	   1.979	   0.023	  0.1  	  2.456	   1.25 	        7.61	   -3.308
           3	   3.158	   0.224	  0.039	  1.613	   9    	        6.42	    3.966
           4	   3.567	   0.245	  0.098	  3.159	   7    	        7.19	   -0.069
           3	   2.594	   0.055	  0.036	  1.697	   2.333	        6.27	   -2.049
           4	   2.941	   0.167	  0.089	  3.569	   5    	        8.06	   -1.766
           4	   2.786	   0.142	  0.109	  2.633	   3.75 	        6.71	   -1.92
           4	   2.055	   0.078	  0.023	  1.812	   3.25 	        6.87	   -0.718
           3	   4.071	   0.239	  0.1  	  2.578	   9.333	        5.97	    2.345
           4	   2.706	   0.13 	  0.064	  2.742	   4.75 	        7.77	   -0.892
           5	   2.254	   0.1  	  0.097	  3.581	   2.6  	        7.8 	   -3.432
           5	   1.985	   0.03 	  0.028	  1.786	   1.2  	        7.4 	   -2.629
           5	   2.022	   0.046	  0.088	  3.75 	   1.2  	        7.4 	   -4.706
           4	   1.805	   0.002	  0.111	  2.889	   0.25 	        7.05	   -4.557
           4	   1.874	   0.036	  0.13 	  2.796	   0.5  	        6.62	   -4.336
           4	   2.628	   0.139	  0.163	  3.73 	   3.75 	        6.85	   -2.91
           4	   1.975	   0.004	  0.068	  2.576	   0.5  	        7.09	   -4.123
           4	   2.671	   0.151	  0.124	  3.633	   6.25 	        6.98	   -0.329
           5	   1.421	   0.002	  0.035	  1.909	   0.2  	        7.83	   -3.167
           3	   3.052	   0.139	  0.142	  2.638	   4.667	        6.42	   -1.304
           5	   2.202	   0.158	  0.102	  3.673	   3.6  	        7.43	   -2.535
           4	   1.903	   0.002	  0.102	  2.996	   0.25 	        6.91	   -4.753
           5	   2.773	   0.171	  0.088	  3.593	   4.4  	        7.74	   -2.225
           3	   3.456	   0.179	  0.1  	  2.604	   6.667	        6.31	    0.328
           3	   1.827	   0.002	  0.175	  2.667	   0.333	        6.26	   -4.338
           3	   2.634	   0.034	  0.057	  2.565	   2.667	        6.55	   -2.623
           5	   1.096	   0.014	  0.072	  1.996	   0.2  	        7.34	   -2.978
           3	   3.159	   0.221	  0.113	  2.765	   7.667	        6.93	    1.409
           4	   3.096	   0.296	  0.082	  3.238	   7.5  	        7.67	    0.788
           3	   2.18 	   0    	  0.136	  3    	   0    	        8.38	   -5.316
           4	   3.129	   0.137	  0.086	  3.462	   5    	        9.16	   -1.814
           3	   2.977	   0.002	  0.054	  2.947	   0.333	        8.4 	   -5.647
           4	   2.71 	   0.094	  0.104	  3.584	   3.75 	        9.03	   -2.742
           4	   2.439	   0.082	  0.109	  2.1  	   3    	        7.76	   -1.73
           4	   1.635	   0.002	  0.121	  2.909	   0.25 	        8.11	   -4.417
           3	   2.041	   0    	  0.064	  2    	   0    	        6.95	   -4.105
           5	   2.055	   0.048	  0.083	  3.351	   1.4  	        8.45	   -4.137
           3	   2.503	   0.004	  0.051	  1.857	   0.667	        6.99	   -3.748
           3	   2.193	   0.03 	  0.124	  2.595	   2    	        7.09	   -2.942
           5	   2.241	   0.064	  0.114	  4.326	   2.2  	        8.05	   -4.545
           5	   2.346	   0.082	  0.095	  3.458	   1.6  	        8.29	   -4.381
           3	   2.646	   0.002	  0.049	  1.889	   0.333	        7.35	   -4.253
           5	   2.883	   0.144	  0.105	  4.251	   4    	        9.09	   -3.383
           4	   1.71 	   0.004	  0.039	  1.857	   0.5  	        8.07	   -3.11
           4	   1.537	   0.002	  0.054	  1.996	   0.25 	        7.78	   -3.339
           3	   2.189	   0.004	  0.139	  2.905	   0.667	        7.21	   -4.57
           5	   1.96 	   0.126	  0.165	  3.795	   3.2  	        8.56	   -2.846
           4	   3.183	   0.205	  0.166	  3.033	   8    	        8.51	    1.413
           3	   2.89 	   0.084	  0.079	  2.491	   3    	        7.09	   -2.544
           5	   2.668	   0.262	  0.088	  4.281	   5.6  	        8.79	   -1.699
           5	   1.575	   0.002	  0.107	  2.996	   0.2  	        8.47	   -4.48
           5	   2.558	   0.103	  0.184	  4.14 	   3.4  	        8.5 	   -3.585
           4	   1.874	   0.03 	  0.079	  2.59 	   1.5  	        8.11	   -3.073
           4	   2.696	   0.093	  0.03 	  1.816	   3.25 	        7.37	   -1.385
           3	   2.908	   0.143	  0.113	  1.39 	   5.667	        7.25	    1.113
           5	   1.096	   0.008	  0.043	  1.849	   0.6  	        8.63	   -2.396
           3	   2.407	   0.002	  0.103	  2.996	   0.333	        7.06	   -5.175
           3	   2.818	   0.038	  0.064	  2.871	   1    	        7.28	   -4.791
           5	   3.276	   0.285	  0.094	  2.941	   6    	        8.82	   -0.596
           3	   3.094	   0.114	  0.081	  2.7  	   6    	        7.63	    0.011
           4	   1.609	   0.002	  0.035	  1.667	   0.25 	        7.85	   -3.063
           3	   2.185	   0.002	  0.16 	  2.909	   0.333	        6.9 	   -4.923
           3	   2.18 	   0    	  0.052	  2    	   0    	        7.33	   -4.232
           3	   2.049	   0    	  0.052	  2    	   0    	        8.19	   -4.101
           4	   1.704	   0.002	  0.069	  1.996	   0.25 	        9.09	   -3.521
           5	   2.392	   0.046	  0.095	  4.718	   1.8  	       10.36	   -5.451
           5	   2.045	   0    	  0.084	  3    	   0    	        8.46	   -5.129
           5	   2.435	   0.08 	  0.088	  4.518	   2    	        9.08	   -5.121
           4	   2.696	   0.146	  0.114	  2.706	   4    	        8.75	   -1.662
           5	   3.553	   0.44 	  0.198	  3.272	  10.6  	        8.87	    3.137
           5	   2    	   0.032	  0.101	  3.563	   1.4  	        8.68	   -4.296
           5	   2.234	   0.123	  0.15 	  4.51 	   3.4  	        8.36	   -3.617
           4	   2.992	   0.275	  0.09 	  3.619	   7.5  	        8.26	    0.524
           5	   1.663	   0.295	  0.083	  2.681	   6.8  	        9.71	    2.078
           4	   3.353	   0.325	  0.118	  3.168	  11.75 	        8.62	    4.786
           3	   2.185	   0.002	  0.147	  2.889	   0.333	        7.42	   -4.89
           5	   2.246	   0.157	  0.132	  3.53 	   3.2  	        8.34	   -2.865
           4	   2.895	   0.163	  0.104	  2.211	   5    	        7.99	   -0.373
           3	   2.185	   0.002	  0.147	  2.889	   0.333	        6.69	   -4.89
           4	   3.655	   0.423	  0.122	  2.882	  14.25 	        8.76	    7.168
           5	   2.331	   0.101	  0.063	  3.554	   2.8  	        9.02	   -3.249
           5	   2.86 	   0.344	  0.096	  4.291	   7.4  	        8.57	   -0.191
           3	   1.465	   0    	  0.01 	  1    	   0    	        7.41	   -2.475
           3	   3.152	   0.154	  0.09 	  2.477	   9.667	        7.74	    3.794
           3	   3.031	   0.119	  0.105	  2.581	   7.333	        7.22	    1.497
           4	   2.759	   0.146	  0.079	  3.667	   4    	        7.88	   -2.651
           3	   1.473	   0.002	  0.091	  1.667	   0.333	        8.51	   -2.9
           5	   2.795	   0.295	  0.127	  4.265	   7    	        9.6 	   -0.482
           3	   2.22 	   0.004	  0.092	  2.576	   0.667	        8.71	   -4.225
           5	   2.376	   0.301	  0.075	  3.379	   7.4  	        9.39	    1.269
           4	   2.634	   0.157	  0.126	  3.616	   4    	        9.44	   -2.533
           5	   2.989	   0.202	  0.111	  4.391	   4.4  	       10.21	   -3.293
           3	   2.18 	   0    	  0.094	  2    	   0    	        7.64	   -4.274
           3	   3.126	   0.16 	  0.101	  2.666	   7.333	        7.5 	    1.28
           5	   1.881	   0.026	  0.093	  1.663	   0.8  	        8.55	   -2.863
           3	   2.368	   0    	  0.065	  2    	   0    	        7.15	   -4.433
           5	   2.166	   0.146	  0.081	  3.484	   3.4  	        8.68	   -2.477
           3	   2.66 	   0.004	  0.069	  2.905	   0.667	        6.94	   -4.971
           4	   3.518	   0.333	  0.12 	  3.349	  10    	        7.95	    2.68
           5	   1.988	   0.035	  0.079	  2.654	   1.2  	        9.32	   -3.556
           5	   2.004	   0.004	  0.063	  2.663	   0.4  	        9.46	   -4.334
           5	   2.034	   0.308	  0.017	  1.673	   7.4  	        8.45	    3.368
           3	   3.426	   0.136	  0.053	  2.795	   4.667	        7.16	   -1.743
           4	   1.537	   0.002	  0.069	  1.667	   0.25 	        7.93	   -3.025
           5	   2.233	   0.142	  0.073	  3.789	   3    	        9.88	   -3.237
           5	   1.088	   0    	  0.006	  1    	   0    	        8.99	   -2.094
           4	   2.469	   0.004	  0.104	  3.842	   0.5  	        8.46	   -5.919
           4	   2.772	   0.096	  0.088	  2.759	   2.75 	        7.74	   -2.965
           4	   2.881	   0.137	  0.083	  3.856	   3.5  	        8.03	   -3.457
           4	   2.108	   0.03 	  0.116	  3.615	   1.5  	        7.7 	   -4.369
           4	   2.557	   0.034	  0.061	  3.434	   2    	        8.14	   -4.086
           4	   1.638	   0.004	  0.1  	  2.796	   0.5  	        8.04	   -4.038
           3	   3.15 	   0.139	  0.151	  2.819	   5    	        6.97	   -1.259
           4	   2.224	   0.032	  0.085	  2.829	   1.75 	        7.84	   -3.42
           5	   2.523	   0.115	  0.083	  4.57 	   3.2  	        8.43	   -4.091
           5	   1.795	   0.03 	  0.127	  3.595	   1.2  	        8.35	   -4.347
           3	   4.071	   0.233	  0.101	  2.573	   9.333	        7.07	    2.355
           3	   2.494	   0.002	  0.108	  2.8  	   0.333	        7.34	   -5.071
           4	   2.2  	   0    	  0.105	  3    	   0    	        7.91	   -5.305
           3	   2.568	   0.04 	  0.091	  2.705	   1.333	        8.72	   -4.071
           5	   2.409	   0.066	  0.09 	  3.749	   2.2  	        8.69	   -4.114
           5	   2.112	   0.079	  0.13 	  4.405	   1.8  	        9.09	   -4.926
           3	   3.144	   0.178	  0.153	  2.632	   8.667	        6.82	    2.56
           5	   1.737	   0.004	  0.129	  3.798	   0.4  	        8.27	   -5.268
           3	   1.696	   0    	  0.01 	  1    	   0    	        6.74	   -2.706
           4	   2.465	   0.293	  0.028	  1.705	   8.5  	        8.06	    4.009
           3	   2.185	   0.002	  0.118	  2.909	   0.333	        7.14	   -4.881
           3	   1.827	   0.002	  0.076	  1.909	   0.333	        7.58	   -3.481
           4	   2.063	   0    	  0.08 	  3    	   0    	        7.87	   -5.143
           4	   1.367	   0    	  0.007	  1    	   0    	        7.55	   -2.374
           3	   2.919	   0.044	  0.092	  2.637	   2.667	        7.42	   -3.025
           5	   2.757	   0.192	  0.082	  3.51 	   5.2  	        8.84	   -1.341
