|   Proposed Partitions |   Discovered Partitions |   BCS[-] |   ICP[-] |   SM[+] |   MQ[+] |   IFN[-] |   WC_time[-] |   Loss[-] |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.11 |     4.305 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.36 |     3.55  |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.18 |     3.405 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.32 |     3.622 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.08 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.02 |     2.436 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.13 |     3.405 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.09 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.23 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.11 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.08 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.38 |     2.436 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.01 |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.19 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.01 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.99 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.17 |     2.436 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.15 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.01 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.19 |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.05 |     2.636 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.02 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.12 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.06 |     2.436 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.01 |     4.305 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.12 |     3.622 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.08 |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.04 |     2.636 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.12 |     3.622 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.04 |     2.563 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.99 |     4.305 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.99 |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.06 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.09 |     2.636 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.11 |     2.563 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.09 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.05 |     2.436 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.03 |     3.622 |
|                     6 |                       7 |    2.797 |    0.54  |   0.189 |   4.354 |    4.857 |         2.25 |     3.651 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.02 |     4.305 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.07 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.05 |     2.436 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.1  |     3.622 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.23 |     4.305 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.04 |     4.305 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.98 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.11 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.21 |     2.436 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.99 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.05 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.09 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.1  |     2.436 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.09 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.11 |     2.436 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.05 |     3.405 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.07 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.02 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.11 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.03 |     3.55  |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.09 |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.08 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.2  |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.06 |     4.305 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.04 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.22 |     2.436 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.11 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2    |     4.305 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.02 |     2.636 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.44 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.05 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.2  |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.03 |     2.436 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.17 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.09 |     2.636 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.18 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.21 |     3.405 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.3  |     2.563 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.16 |     2.636 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.06 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.03 |     2.436 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.17 |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.08 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.23 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.54 |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.29 |     4.305 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.92 |     4.305 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.18 |     4.305 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.89 |     3.489 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         3.57 |     2.436 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.8  |     2.636 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.39 |     4.305 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.89 |     3.55  |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.58 |     2.436 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.99 |     3.55  |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.43 |     3.622 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         4.76 |     4.305 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.72 |     4.305 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.38 |     3.622 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         3.05 |     3.489 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.36 |     4.305 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.62 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.29 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.74 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.53 |     2.436 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.29 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.47 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.3  |     3.405 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.65 |     2.436 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.96 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.21 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.24 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.06 |     2.636 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.11 |     3.405 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.03 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.12 |     3.622 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.2  |     3.622 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.22 |     4.305 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.04 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.95 |     3.622 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.03 |     4.305 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.38 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.07 |     2.636 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.06 |     2.636 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.12 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.03 |     2.436 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.14 |     4.305 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.09 |     2.636 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.41 |     2.436 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.04 |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.01 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.09 |     4.305 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.05 |     3.489 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.08 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.23 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.68 |     3.405 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.67 |     2.636 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.34 |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.8  |     4.305 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.42 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.84 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         3.33 |     2.636 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.45 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.83 |     2.436 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         1.99 |     3.55  |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.04 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.24 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.27 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.26 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.13 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.99 |     2.436 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.15 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.3  |     3.405 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.16 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.03 |     2.436 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.25 |     3.622 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.26 |     4.305 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.98 |     3.622 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.05 |     4.305 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.23 |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.07 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.03 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.16 |     2.636 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.06 |     3.55  |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.87 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.18 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.33 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.01 |     2.436 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.06 |     2.636 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.09 |     2.636 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.03 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.03 |     2.436 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.25 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.16 |     3.405 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.14 |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.03 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.4  |     2.436 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.22 |     3.622 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.22 |     4.305 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.3  |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.17 |     2.636 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.96 |     3.622 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.12 |     4.305 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.01 |     4.305 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.12 |     4.305 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.03 |     4.305 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.02 |     3.622 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.01 |     4.305 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.08 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.2  |     2.436 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.06 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.16 |     4.305 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.46 |     3.622 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.17 |     3.622 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.03 |     3.55  |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.38 |     3.622 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.18 |     4.305 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.17 |     4.305 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.36 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.05 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.01 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.98 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.01 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.11 |     2.436 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.42 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.55 |     3.405 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.48 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.33 |     2.436 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.18 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.08 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.96 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.35 |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.3  |     2.636 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.6  |     3.622 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.61 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.75 |     4.305 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.89 |     3.55  |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.87 |     3.405 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.69 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.97 |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         3.4  |     2.636 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         4.14 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.68 |     2.636 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         3.87 |     2.436 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         3.04 |     2.636 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         4.96 |     2.436 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         5.31 |     4.305 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3    |     3.622 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.77 |     4.305 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.96 |     3.622 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.61 |     3.622 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.41 |     4.305 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.32 |     4.305 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.81 |     3.622 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.48 |     2.563 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.32 |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.68 |     4.305 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.07 |     3.405 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.28 |     2.636 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.33 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.45 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.6  |     2.436 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.15 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.19 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.18 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.98 |     2.436 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.18 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.08 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.98 |     2.436 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2    |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.04 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.98 |     2.436 |
