|   Proposed Partitions |   Discovered Partitions |   BCS[-] |   ICP[-] |   SM[+] |   MQ[+] |   IFN[-] |   WC_time[-] |   Loss[-] |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.1  |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.02 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.16 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.06 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.19 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.13 |     2.636 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.08 |     2.436 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.65 |     3.489 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.14 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.12 |     2.436 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.08 |     4.305 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.37 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.08 |     3.405 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.05 |     2.436 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.16 |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.23 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.22 |     2.436 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.11 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.1  |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.33 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2    |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.07 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.09 |     2.436 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.58 |     3.489 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.68 |     2.563 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.88 |     4.305 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.39 |     4.305 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         3.92 |     3.405 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         5.72 |     3.405 |
|                     6 |                       7 |    2.797 |    0.54  |   0.189 |   4.354 |    4.857 |         4.84 |     3.651 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         4.61 |     4.305 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         5.26 |     4.305 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.9  |     4.305 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.71 |     4.305 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.9  |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.57 |     2.636 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.23 |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.71 |     3.622 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.58 |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.32 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.52 |     4.305 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.26 |     4.305 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.5  |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.29 |     2.436 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.31 |     2.563 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.4  |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.33 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.4  |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.32 |     2.436 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.28 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.21 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.29 |     2.436 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.37 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.17 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.37 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.27 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.43 |     2.436 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.41 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.41 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.56 |     2.436 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.21 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.26 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.16 |     2.636 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.27 |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.19 |     4.305 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.18 |     3.622 |
|                     6 |                       7 |    2.797 |    0.54  |   0.189 |   4.354 |    4.857 |         2.23 |     3.651 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.14 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.41 |     2.563 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.17 |     2.636 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.22 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.34 |     2.436 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.21 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.21 |     3.405 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.16 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.28 |     2.636 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.24 |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.15 |     2.636 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.22 |     3.622 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.17 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.25 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.23 |     2.436 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.15 |     2.563 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.17 |     4.305 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.17 |     4.305 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.14 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.23 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.2  |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.33 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.31 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.31 |     3.622 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.07 |     3.405 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.26 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.14 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.1  |     2.436 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.07 |     4.305 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.17 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.27 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.17 |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.06 |     4.305 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.12 |     3.55  |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.1  |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.11 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.12 |     2.636 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.09 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.12 |     2.636 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.04 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.05 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.23 |     3.405 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.12 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.11 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.09 |     2.436 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.08 |     4.305 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.16 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.13 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.64 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.56 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         4.08 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         3.34 |     2.636 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.17 |     4.305 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.64 |     4.305 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.45 |     4.305 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.32 |     4.305 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.54 |     3.622 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.97 |     3.622 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.31 |     4.305 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.91 |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         3.58 |     2.636 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         5.29 |     2.636 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         4.77 |     4.305 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.91 |     3.489 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.77 |     4.305 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.96 |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.77 |     2.636 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.66 |     3.405 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.51 |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.55 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.43 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         3.23 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.42 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.29 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.29 |     2.636 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.39 |     4.305 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.59 |     4.305 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.25 |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.29 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.31 |     2.436 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.33 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.28 |     3.405 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.23 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.38 |     3.622 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.7  |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.43 |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.3  |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.27 |     2.563 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.38 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.34 |     3.622 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.37 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.16 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.09 |     2.636 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.36 |     2.563 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.22 |     3.622 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.26 |     4.305 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.21 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.17 |     2.636 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.2  |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.2  |     3.405 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.17 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.27 |     2.563 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.15 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.33 |     2.636 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.19 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.18 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.2  |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.13 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.22 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.36 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.18 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.13 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.27 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.1  |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.09 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.17 |     3.622 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.31 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.26 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.11 |     2.436 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.13 |     4.305 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.23 |     3.405 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.12 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.22 |     2.636 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.29 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.29 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.12 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.04 |     2.636 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.24 |     3.622 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.26 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.14 |     2.436 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.19 |     4.305 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2    |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.26 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                     6 |                       7 |    2.797 |    0.54  |   0.189 |   4.354 |    4.857 |         2.08 |     3.651 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.05 |     3.622 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.15 |     4.305 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.08 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.09 |     2.436 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.1  |     4.305 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         3.26 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.33 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.44 |     2.636 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.51 |     4.305 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.63 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.39 |     3.405 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.49 |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.36 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.48 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.39 |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.29 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.36 |     4.305 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.46 |     3.405 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.24 |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.67 |     3.622 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.52 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.23 |     2.563 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.29 |     3.489 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.38 |     2.636 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.26 |     3.405 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.32 |     4.305 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.22 |     3.489 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.24 |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.27 |     2.636 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.32 |     4.305 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.31 |     2.636 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         2.29 |     3.489 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.25 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.15 |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.22 |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.28 |     2.563 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.19 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.23 |     3.622 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.37 |     2.563 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.16 |     3.622 |
