  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           4	   2.2  	   0.195	  0.129	  2.468	   2.75 	        6.02	   -2.242
           4	   2.364	   0.05 	  0.065	  1.981	   0.5  	        7.21	   -3.96
           4	   2.494	   0.25 	  0.081	  2.404	   3.5  	        6.23	   -1.729
           5	   2.582	   0.22 	  0.185	  3.48 	   2.6  	        7.58	   -3.867
           5	   2.478	   0.18 	  0.208	  3.749	   1.8  	        8.7 	   -4.815
           5	   3.087	   0.417	  0.131	  3.561	   4.6  	        7.95	   -2.596
           5	   2.585	   0.27 	  0.129	  3.357	   3.2  	        8.13	   -3.141
           5	   2.194	   0.229	  0.107	  2.478	   2.6  	        7.08	   -2.408
           5	   1.464	   0.119	  0.095	  2.777	   1.4  	        6.23	   -3.055
           5	   2.437	   0.231	  0.126	  2.483	   3    	        8.1 	   -2.277
           5	   2.284	   0.23 	  0.073	  2.488	   3    	        6.25	   -2.075
           4	   2.256	   0.108	  0.063	  1.842	   1.5  	        7.27	   -2.769
           3	   2.847	   0.173	  0.072	  2.282	   3.667	        5.61	   -1.707
           3	   2.933	   0.201	  0.145	  2.476	   4    	        5.96	   -1.755
           4	   3.305	   0.311	  0.148	  3.517	   4    	        8.17	   -3.281
           4	   2.679	   0.196	  0.093	  2.346	   2.25 	        6.26	   -3.064
           4	   2.634	   0.271	  0.158	  3.247	   3.75 	        6.53	   -2.56
           5	   2.511	   0.21 	  0.254	  4.215	   2    	        7.06	   -5.19
           5	   2.552	   0.274	  0.162	  3.208	   3.4  	        7.07	   -2.796
           3	   3.152	   0.05 	  0.084	  1.981	   0.667	        5.98	   -4.6
           5	   2.594	   0.252	  0.072	  2.696	   2.8  	        7.25	   -2.814
           4	   2.528	   0.244	  0.215	  2.782	   3.5  	        6.65	   -2.269
           5	   2.5  	   0.188	  0.092	  2.889	   1.8  	        7.27	   -3.869
           4	   3.026	   0.267	  0.124	  3.206	   4    	        6.18	   -2.623
           5	   2.597	   0.335	  0.158	  3.844	   3.8  	        8.05	   -3.134
           5	   2.314	   0.107	  0.154	  2.633	   1.4  	        6.27	   -3.808
           4	   2.418	   0.159	  0.109	  2.8  	   2.25 	        6.32	   -3.236
           4	   3.005	   0.081	  0.214	  3.959	   1    	        6.39	   -6.259
           5	   2.004	   0.23 	  0.074	  2.442	   2.4  	        7.03	   -2.35
           3	   2.765	   0.154	  0.279	  2.589	   3    	        5.54	   -2.787
           3	   3.623	   0.329	  0.085	  2.332	   5.667	        5.25	   -0.702
           5	   2.93 	   0.348	  0.106	  3.19 	   4.4  	        6.5 	   -2.174
           5	   1.898	   0.211	  0.158	  3.457	   2.6  	        6.72	   -3.124
           4	   2.491	   0.17 	  0.089	  2.804	   2.5  	        5.5 	   -3.054
           5	   1.587	   0.127	  0.067	  1.789	   1.4  	        6.51	   -2.17
           5	   2.727	   0.26 	  0.178	  4.49 	   3    	        6.78	   -4.655
           4	   3.438	   0.306	  0.082	  2.967	   4.25 	        5.83	   -2.543
           5	   2.907	   0.333	  0.12 	  2.993	   4    	        6.47	   -2.353
           5	   3.048	   0.36 	  0.153	  3.734	   4.2  	        6.07	   -3.095
           3	   2.164	   0.138	  0.176	  2.255	   2.333	        5.27	   -2.4
           3	   3.109	   0.216	  0.039	  1.552	   4    	        5.01	   -0.916
           3	   2.427	   0.05 	  0.084	  1.981	   0.667	        5.67	   -3.875
           4	   2.454	   0.217	  0.214	  3.397	   3    	        5.79	   -3.282
           3	   2.299	   0.138	  0.09 	  1.85 	   3    	        5.66	   -1.377
           3	   2.398	   0.134	  0.039	  1.686	   2.667	        5.3 	   -1.59
           5	   2.358	   0.143	  0.212	  3.51 	   1.6  	        5.5 	   -4.623
           4	   2.916	   0.21 	  0.175	  3.299	   2.5  	        5.31	   -4.1
           5	   1.993	   0.26 	  0.153	  3.388	   3.2  	        8.15	   -2.594
           3	   2.715	   0.118	  0.102	  2.918	   2.333	        5.58	   -3.52
           5	   2.901	   0.319	  0.206	  4.162	   3.8  	        8.94	   -3.788
           5	   2.615	   0.306	  0.057	  2.606	   3.4  	        7.55	   -2.184
           3	   1.902	   0.133	  0.118	  1.602	   2.667	        6.56	   -1.088
           4	   2.783	   0.325	  0.059	  2.408	   4.5  	        5.9 	   -1.075
           5	   2.432	   0.246	  0.131	  2.727	   2.8  	        7.28	   -2.736
           4	   3.074	   0.296	  0.157	  3.108	   4    	        5.28	   -2.635
           5	   2.246	   0.315	  0.09 	  2.266	   3.2  	        6.56	   -1.717
           4	   2.972	   0.295	  0.175	  3.34 	   4.25 	        5.73	   -2.532
           3	   2.841	   0.021	  0.178	  1.991	   0.333	        5.69	   -4.698
           3	   2.376	   0.19 	  0.05 	  1.632	   3.667	        5.65	   -0.581
           3	   2.514	   0.114	  0.061	  1.856	   2.333	        5.35	   -2.212
           5	   2.798	   0.307	  0.164	  3.276	   3.6  	        6.53	   -2.945
           5	   2.092	   0.298	  0.063	  2.505	   3.2  	        7.63	   -1.758
           4	   2.842	   0.31 	  0.099	  3.145	   4.25 	        6.58	   -2.146
           3	   2.828	   0.184	  0.182	  2.519	   3.333	        6.34	   -2.38
           4	   2.685	   0.224	  0.129	  3.368	   3.75 	        5.44	   -2.656
           4	   3.25 	   0.194	  0.198	  3.865	   2.5  	        7.3 	   -5.007
           5	   2.414	   0.32 	  0.112	  3.079	   3.4  	        6.58	   -2.525
           3	   3.199	   0.207	  0.127	  2.795	   3.333	        5.44	   -2.995
           5	   2.268	   0.192	  0.123	  3.459	   2.4  	        6.75	   -3.642
           4	   2.748	   0.362	  0.048	  2.286	   5    	        6.44	   -0.444
           5	   2.298	   0.276	  0.157	  3.066	   3.6  	        8.03	   -2.197
           4	   2.776	   0.339	  0.142	  3.302	   5.25 	        7.43	   -1.309
           3	   2.082	   0.076	  0.069	  1.6  	   1.333	        6.18	   -2.494
           5	   2.447	   0.27 	  0.101	  3.341	   3.2  	        7.17	   -2.959
           3	   2.458	   0.17 	  0.038	  1.792	   3.333	        5.21	   -1.125
           3	   2.994	   0.345	  0.111	  2.214	   6.333	        4.77	    0.669
           5	   1.841	   0.183	  0.12 	  2.575	   2    	        6   	   -2.719
           3	   2.276	   0.152	  0.048	  1.811	   3    	        5.31	   -1.287
           4	   2.237	   0.157	  0.112	  2.552	   2    	        5.45	   -3.058
           5	   2.573	   0.193	  0.163	  3.805	   2    	        5.94	   -4.734
           5	   2.508	   0.245	  0.09 	  2.801	   3.2  	        6.63	   -2.444
           4	   3.022	   0.258	  0.093	  2.533	   3.75 	        5.73	   -2.156
           5	   2.358	   0.299	  0.157	  2.799	   3.2  	        6.26	   -2.413
           4	   2.531	   0.191	  0.132	  2.397	   3.25 	        5.59	   -2.001
           4	   2.855	   0.254	  0.094	  3.275	   3.5  	        6.35	   -2.978
           5	   2.666	   0.333	  0.092	  3.486	   3.6  	        5.88	   -2.977
           4	   1.713	   0.133	  0.046	  1.824	   2    	        6.26	   -1.716
           3	   2.34 	   0.132	  0.048	  1.9  	   2.667	        6.05	   -1.753
           3	   3.336	   0.153	  0.136	  2.701	   2.667	        5.22	   -3.659
           3	   3.434	   0.199	  0.138	  2.543	   4    	        5.98	   -2.314
           4	   2.617	   0.334	  0.079	  2.415	   5    	        6.49	   -0.445
           4	   2.506	   0.268	  0.097	  2.614	   4    	        5.53	   -1.485
           5	   2.407	   0.173	  0.13 	  2.783	   2    	        6.53	   -3.493
           4	   2.301	   0.183	  0.146	  2.575	   2.5  	        5.6 	   -2.705
           4	   2.39 	   0.175	  0.081	  2.299	   2    	        6.61	   -2.945
           5	   3.221	   0.416	  0.175	  3.766	   5    	        6.83	   -2.578
           4	   2.887	   0.238	  0.11 	  2.415	   3.75 	        6.43	   -1.9
           4	   2.74 	   0.344	  0.046	  2.245	   4.75 	        6.01	   -0.625
           4	   2.941	   0.239	  0.186	  3.066	   3.25 	        5.87	   -3.182
           3	   2.217	   0.01 	  0.095	  1.991	   0.333	        6.65	   -3.98
           5	   1.548	   0.118	  0.094	  2.918	   1.4  	        6.98	   -3.278
           3	   2.558	   0.213	  0.157	  2.765	   4    	        5.52	   -1.693
           3	   3.232	   0.143	  0.121	  2.866	   2.667	        5.93	   -3.695
           3	   1.485	   0.01 	  0.095	  1.991	   0.333	        5.03	   -3.248
           3	   2.252	   0.01 	  0.095	  1.991	   0.333	        4.76	   -4.015
           5	   1.404	   0.15 	  0.036	  1.836	   1.8  	        6.36	   -1.626
           3	   2.141	   0.021	  0.088	  1.991	   0.333	        5.45	   -3.908
           4	   2.479	   0.242	  0.122	  2.563	   3.5  	        5.23	   -1.906
           5	   2.495	   0.24 	  0.092	  2.719	   2.4  	        6.12	   -3.146
           3	   3.452	   0.29 	  0.094	  2.595	   5.333	        5.33	   -1.098
           3	   2.276	   0.152	  0.097	  1.807	   3.333	        5.29	   -0.999
           5	   1.96 	   0.175	  0.128	  3.4  	   2.2  	        6.43	   -3.463
           4	   2.205	   0.201	  0.115	  2.476	   3    	        5.72	   -1.997
           4	   2.456	   0.071	  0.188	  2.97 	   0.75 	        5.84	   -4.935
           5	   2.966	   0.361	  0.217	  4.186	   4    	        6.29	   -3.73
           5	   3.055	   0.426	  0.144	  3.267	   5.6  	        6.93	   -1.292
           3	   3.001	   0.128	  0.093	  1.905	   2.667	        5.27	   -2.46
           5	   2.563	   0.229	  0.064	  2.436	   2.6  	        5.9 	   -2.692
           3	   2.266	   0.15 	  0.055	  1.819	   2.667	        4.84	   -1.623
           5	   2.696	   0.279	  0.151	  4.053	   3.2  	        6.53	   -3.979
           4	   1.6  	   0.081	  0.147	  2.534	   1.5  	        5.48	   -2.862
           5	   2.972	   0.352	  0.154	  4.17 	   3.6  	        6.21	   -4.048
           4	   1.761	   0.031	  0.195	  2.981	   0.5  	        5.99	   -4.468
           3	   3.334	   0.268	  0.075	  2.55 	   5    	        4.74	   -1.227
           5	   2.025	   0.06 	  0.102	  2.97 	   0.6  	        6.25	   -4.557
           4	   1.825	   0.14 	  0.037	  1.847	   2    	        5.86	   -1.849
           3	   2.198	   0.098	  0.066	  1.636	   1.667	        5.7 	   -2.331
           4	   2.679	   0.321	  0.063	  2.339	   4.75 	        5.91	   -0.652
           3	   3.47 	   0.299	  0.084	  2.508	   6    	        5.52	   -0.361
           3	   2.319	   0.204	  0.047	  1.78 	   3.667	        5.13	   -0.683
           3	   2.276	   0.128	  0.093	  1.905	   2.667	        5.32	   -1.735
           4	   1.837	   0.173	  0.041	  1.771	   2.75 	        5.57	   -1.072
           3	   1.485	   0.01 	  0.095	  1.991	   0.333	        5.41	   -3.248
           5	   2.925	   0.264	  0.173	  3.602	   2.8  	        6.17	   -4.164
           3	   3.308	   0.208	  0.085	  2.612	   4.333	        4.85	   -1.88
           3	   2.946	   0.208	  0.092	  2.554	   4.333	        5.86	   -1.467
           5	   2.587	   0.274	  0.109	  3.382	   3    	        6.69	   -3.352
           3	   2.283	   0.107	  0.075	  1.889	   2    	        5.31	   -2.354
           4	   1.617	   0.031	  0.058	  1.981	   0.5  	        5.63	   -3.187
           5	   2.788	   0.317	  0.12 	  3.872	   3.6  	        7.95	   -3.497
           3	   3.043	   0.16 	  0.056	  1.798	   3.333	        4.79	   -1.724
           3	   2.34 	   0.021	  0.179	  1.991	   0.333	        5.01	   -4.198
           3	   3.015	   0.107	  0.075	  1.889	   2    	        4.7 	   -3.086
           3	   2.933	   0.195	  0.151	  2.468	   3.667	        5.14	   -2.08
           5	   2.667	   0.302	  0.143	  3.635	   3.6  	        6.35	   -3.147
           3	   3.023	   0.132	  0.077	  1.866	   2.667	        5.43	   -2.431
           5	   1.879	   0.169	  0.158	  2.644	   2    	        6.22	   -2.85
           4	   2.927	   0.173	  0.118	  2.769	   2.75 	        5.65	   -3.237
           5	   2.031	   0.257	  0.162	  3.568	   3.2  	        6.17	   -2.818
           4	   2.516	   0.227	  0.082	  2.532	   3.75 	        6   	   -1.607
           4	   2.115	   0.131	  0.059	  1.855	   2    	        5.88	   -2.16
           3	   3.486	   0.193	  0.103	  2.751	   4    	        5.42	   -2.533
           3	   3.091	   0.196	  0.089	  2.385	   4    	        5.04	   -1.761
           4	   3.143	   0.223	  0.118	  3.222	   3    	        6.01	   -3.706
           5	   1.141	   0.135	  0.043	  1.67 	   1.8  	        5.78	   -1.189
           5	   2.997	   0.339	  0.151	  3.758	   3.8  	        5.99	   -3.445
           5	   1.979	   0.284	  0.102	  2.591	   3.4  	        6   	   -1.556
           4	   3.21 	   0.365	  0.161	  3.089	   5.25 	        5.23	   -1.575
           3	   3.224	   0.247	  0.12 	  2.505	   5    	        5.09	   -1.096
           4	   2.157	   0.083	  0.154	  2.646	   1    	        5.45	   -4.04
           4	   1.663	   0.01 	  0.073	  1.991	   0.25 	        5.32	   -3.487
           3	   3.476	   0.309	  0.052	  2.356	   6.667	        5   	    0.474
           3	   2.69 	   0.219	  0.078	  2.821	   3.667	        4.84	   -2.141
           4	   3.165	   0.303	  0.098	  3.136	   4.25 	        5.44	   -2.452
           5	   1.764	   0.225	  0.1  	  2.439	   2.6  	        6.48	   -1.928
           3	   2.427	   0.05 	  0.084	  1.981	   0.667	        5.01	   -3.875
           5	   2.338	   0.143	  0.151	  2.9  	   1.6  	        5.76	   -3.932
           4	   3.312	   0.336	  0.102	  3.216	   4.75 	        5.58	   -2.216
           5	   2.449	   0.273	  0.082	  2.314	   2.8  	        6.63	   -2.318
           3	   2.284	   0.114	  0.081	  1.856	   2.333	        5.45	   -2.002
           5	   1.948	   0.163	  0.079	  2.769	   2    	        6.42	   -2.959
           3	   2.971	   0.13 	  0.265	  2.777	   2.333	        5   	   -3.81
           3	   2.483	   0.083	  0.241	  2.646	   1.333	        5.36	   -4.12
           5	   2.801	   0.188	  0.177	  4.795	   2    	        6.35	   -5.961
           3	   2.933	   0.201	  0.145	  2.476	   4    	        5.31	   -1.755
           5	   1.835	   0.208	  0.161	  3.479	   2.4  	        6.36	   -3.283
           5	   2.378	   0.161	  0.126	  2.376	   2.2  	        6.18	   -2.841
           3	   2.933	   0.195	  0.151	  2.468	   3.667	        5.38	   -2.08
           5	   2.437	   0.302	  0.083	  2.471	   3.4  	        6.25	   -1.893
           3	   3.009	   0.108	  0.079	  1.842	   2    	        4.96	   -3.038
           3	   1.986	   0    	  0.016	  1    	   0    	        5.01	   -3.002
           5	   2.739	   0.247	  0.181	  3.223	   3.4  	        6.2 	   -2.99
           5	   2.747	   0.252	  0.206	  4.412	   2.8  	        6.35	   -4.817
           4	   2.658	   0.23 	  0.166	  3.677	   3.5  	        5.93	   -3.231
           4	   2.972	   0.303	  0.134	  3.11 	   4.25 	        5.81	   -2.269
           5	   2.399	   0.261	  0.129	  3.14 	   3.4  	        6.53	   -2.529
           3	   3.019	   0.195	  0.059	  1.742	   3.667	        5.31	   -1.348
           3	   3.223	   0.28 	  0.195	  2.646	   5.333	        5.31	   -1.011
           5	   2.368	   0.304	  0.152	  3.201	   3.6  	        6.9 	   -2.425
           5	   2.021	   0.139	  0.191	  3.902	   1.6  	        6.31	   -4.653
           5	   2.267	   0.228	  0.189	  3.388	   2.8  	        6.88	   -3.272
           4	   2.448	   0.168	  0.126	  2.582	   2    	        5.54	   -3.324
           4	   1.712	   0.107	  0.059	  1.889	   1.5  	        6.77	   -2.267
           5	   2.458	   0.264	  0.151	  3.362	   3.2  	        6.5 	   -3.035
           5	   2.735	   0.42 	  0.24 	  4.216	   5    	        6.28	   -2.611
           3	   3.479	   0.266	  0.063	  2.47 	   5    	        5.75	   -1.278
           4	   2.613	   0.279	  0.204	  2.961	   4.25 	        5.72	   -1.807
           3	   3.288	   0.162	  0.21 	  2.816	   3.333	        5.5 	   -3.143
           5	   2.475	   0.216	  0.139	  3.334	   2.8  	        6.2 	   -3.364
           3	   2.696	   0.237	  0.109	  2.623	   4.667	        4.9 	   -0.998
           3	   2.841	   0.109	  0.104	  1.79 	   2    	        5.05	   -2.844
           3	   3.116	   0.321	  0.12 	  2.203	   6.333	        5.65	    0.573
           5	   2.564	   0.232	  0.149	  3.407	   2.4  	        6.25	   -3.952
           5	   2.949	   0.379	  0.126	  3.782	   4.4  	        6.61	   -2.836
           5	   2.717	   0.358	  0.133	  3.94 	   4    	        5.86	   -3.148
           4	   2.628	   0.153	  0.211	  3.883	   2.25 	        5.63	   -4.625
           5	   1.883	   0.216	  0.104	  2.646	   2.4  	        6.1 	   -2.449
           5	   2.516	   0.302	  0.19 	  4.271	   3.4  	        6.41	   -3.879
           3	   3.176	   0.224	  0.2  	  2.724	   4.333	        5.1 	   -1.991
           5	   2.349	   0.23 	  0.092	  2.821	   2.2  	        5.46	   -3.292
           5	   3.082	   0.352	  0.146	  3.639	   4.2  	        5.35	   -3.019
           4	   2.761	   0.227	  0.15 	  3.384	   3.25 	        4.99	   -3.272
           5	   2.003	   0.192	  0.207	  3.425	   2    	        5.64	   -3.827
           3	   2.45 	   0.252	  0.042	  1.692	   4.667	        5.64	    0.231
           4	   2.2  	   0.16 	  0.123	  2.407	   2.25 	        6.16	   -2.64
           4	   3.074	   0.216	  0.173	  3.383	   3    	        5.52	   -3.846
           5	   2.474	   0.268	  0.078	  2.213	   3.4  	        6.01	   -1.633
           5	   3.05 	   0.411	  0.147	  3.668	   5    	        5.28	   -2.276
           3	   1.254	   0    	  0.016	  1    	   0    	        4.38	   -2.27
           4	   3.035	   0.255	  0.1  	  3.586	   3.5  	        5.21	   -3.476
           3	   1.492	   0.01 	  0.095	  1.991	   0.333	        4.66	   -3.255
           5	   3.251	   0.337	  0.147	  4.429	   3.4  	        5.39	   -4.764
           3	   3.131	   0.19 	  0.157	  2.562	   3    	        4.34	   -3.04
           4	   2.862	   0.23 	  0.127	  3.454	   3    	        4.9 	   -3.673
           4	   1.723	   0.154	  0.036	  1.812	   2.25 	        5.19	   -1.475
           4	   1.955	   0.15 	  0.11 	  2.584	   2.75 	        5.69	   -2.049
           5	   2.528	   0.344	  0.078	  2.485	   3.6  	        5.34	   -1.835
           4	   2.984	   0.279	  0.153	  3.103	   3.75 	        5.39	   -2.769
           3	   1.91 	   0.133	  0.118	  1.602	   2.667	        4.59	   -1.096
           3	   3.46 	   0.191	  0.097	  2.778	   3    	        4.94	   -3.526
           3	   3.033	   0.14 	  0.139	  2.764	   2.667	        4.69	   -3.409
           4	   2.374	   0.208	  0.179	  2.816	   2.5  	        4.95	   -3.077
           3	   3.528	   0.209	  0.093	  2.76 	   3.333	        4.62	   -3.257
           5	   2.454	   0.368	  0.233	  4.089	   4.2  	        5.74	   -2.944
           5	   1.82 	   0.119	  0.17 	  2.625	   1.2  	        5.75	   -3.534
           3	   3.106	   0.241	  0.121	  2.295	   5    	        4.38	   -0.763
           3	   2.483	   0.083	  0.241	  2.646	   1.333	        4.59	   -4.12
           3	   2.492	   0.021	  0.089	  1.991	   0.333	        4.69	   -4.26
           5	   2.805	   0.311	  0.149	  3.952	   3.6  	        5.79	   -3.617
           5	   2.279	   0.223	  0.118	  3.222	   2.4  	        5.5 	   -3.442
           4	   2.673	   0.268	  0.079	  2.577	   3.5  	        5.25	   -2.097
           3	   3.146	   0.128	  0.235	  2.874	   2.333	        4.66	   -4.05
           4	   2.587	   0.158	  0.115	  2.814	   2    	        5.35	   -3.674
           5	   2.117	   0.177	  0.146	  3.79 	   2.2  	        5.77	   -4.03
           5	   2.801	   0.328	  0.199	  4.083	   4    	        5.89	   -3.411
           5	   1.998	   0.259	  0.129	  3.249	   3.4  	        5.85	   -2.235
           5	   2.121	   0.227	  0.178	  3.693	   2.8  	        5.37	   -3.419
           5	   2.601	   0.201	  0.171	  3.757	   2.2  	        5.72	   -4.53
           3	   3.307	   0.292	  0.161	  2.554	   5.667	        4.56	   -0.647
           4	   2.873	   0.276	  0.182	  3.066	   4.5  	        5.49	   -1.897
           3	   2.186	   0.083	  0.062	  1.73 	   1.333	        4.37	   -2.728
           4	   2.373	   0.17 	  0.171	  3.391	   2.5  	        5.29	   -3.605
           3	   2.116	   0.021	  0.178	  1.991	   0.333	        4.89	   -3.973
           5	   1.967	   0.182	  0.151	  2.821	   2.2  	        5.64	   -2.921
           4	   3.266	   0.305	  0.153	  3.019	   4    	        5.64	   -2.743
           4	   1.707	   0.091	  0.055	  1.852	   1.5  	        5.03	   -2.205
           4	   1.119	   0.01 	  0.073	  1.991	   0.25 	        5.5 	   -2.943
           5	   2.78 	   0.432	  0.088	  2.685	   5    	        5.65	   -0.985
           4	   2.5  	   0.253	  0.08 	  2.59 	   3.75 	        5   	   -1.673
           3	   1.91 	   0.133	  0.118	  1.602	   2.667	        4.67	   -1.096
           3	   3.308	   0.25 	  0.11 	  2.667	   4.667	        6.18	   -1.668
           3	   1.485	   0.01 	  0.095	  1.991	   0.333	        4.33	   -3.248
           5	   2.291	   0.147	  0.213	  3.566	   1.4  	        6.06	   -4.817
           3	   1.978	   0    	  0.016	  1    	   0    	        4.65	   -2.994
           4	   1.582	   0.109	  0.082	  1.79 	   1.5  	        5.67	   -2.063
           4	   1.993	   0.06 	  0.125	  2.97 	   0.75 	        5.31	   -4.398
           5	   2.527	   0.188	  0.059	  2.793	   2    	        6.18	   -3.567
           5	   2.793	   0.204	  0.218	  3.56 	   2.2  	        5.56	   -4.575
           5	   2.127	   0.224	  0.172	  3.711	   2.6  	        5.92	   -3.634
           3	   2.841	   0.021	  0.178	  1.991	   0.333	        4.93	   -4.698
           5	   1.843	   0.031	  0.158	  2.981	   0.4  	        5.75	   -4.613
           5	   2.716	   0.26 	  0.218	  3.472	   3    	        6.72	   -3.666
           4	   3.073	   0.264	  0.177	  3.362	   4    	        6.57	   -2.876
           4	   2.587	   0.255	  0.105	  2.677	   3.25 	        5.58	   -2.374
           5	   2.894	   0.255	  0.24 	  4.418	   2.6  	        5.87	   -5.207
           4	   2.627	   0.161	  0.066	  2.8  	   2.5  	        6   	   -3.154
           4	   2.679	   0.285	  0.102	  2.582	   4    	        5.3 	   -1.648
           4	   2.602	   0.172	  0.067	  2.773	   2.75 	        5.11	   -2.864
           5	   2.231	   0.379	  0.106	  3.268	   4.8  	        5.77	   -1.184
           3	   3.299	   0.242	  0.151	  2.704	   5    	        4.95	   -1.396
           4	   3.332	   0.418	  0.094	  2.739	   5.75 	        4.98	   -0.833
           5	   3.166	   0.414	  0.124	  3.347	   5    	        5.84	   -2.051
           5	   2.992	   0.298	  0.147	  3.639	   3.6  	        6   	   -3.476
           3	   3.166	   0.269	  0.049	  1.684	   5    	        4.58	   -0.168
           5	   2.376	   0.273	  0.128	  3.239	   3.2  	        5.34	   -2.816
           5	   2.344	   0.191	  0.173	  3.762	   2.4  	        5.85	   -4.07
           3	   3.313	   0.229	  0.098	  2.628	   4.333	        4.35	   -1.935
           3	   3.282	   0.16 	  0.17 	  2.764	   2.667	        4.76	   -3.709
           3	   3.089	   0.247	  0.134	  2.426	   4.667	        4.62	   -1.229
           3	   3.221	   0.171	  0.082	  2.778	   3    	        4.67	   -3.252
           5	   2.62 	   0.331	  0.167	  4.119	   3.8  	        5.39	   -3.437
           5	   2.311	   0.284	  0.114	  3.364	   3.4  	        5.75	   -2.673
           5	   2.671	   0.324	  0.085	  3.138	   4    	        5.77	   -2.218
           4	   3.33 	   0.268	  0.144	  3.672	   3.75 	        5.59	   -3.664
           4	   2.948	   0.288	  0.187	  3.376	   4    	        5.49	   -2.799
           3	   3.461	   0.243	  0.072	  2.518	   4.333	        5.04	   -1.961
           5	   2.322	   0.231	  0.095	  2.604	   2.6  	        5.38	   -2.652
           5	   2.51 	   0.272	  0.089	  2.497	   3    	        7.56	   -2.368
           3	   2.657	   0.162	  0.091	  2.573	   3    	        5.96	   -2.483
           3	   2.291	   0.107	  0.075	  1.889	   2    	        5.38	   -2.362
           4	   3.138	   0.175	  0.294	  3.423	   2.25 	        5.36	   -4.78
           5	   2.644	   0.266	  0.138	  3.682	   2.8  	        6.15	   -3.93
           4	   2.268	   0.138	  0.072	  1.85 	   2.25 	        5.66	   -2.078
           4	   2.609	   0.191	  0.067	  2.773	   2.75 	        5.83	   -2.89
           4	   2.93 	   0.271	  0.113	  2.492	   4    	        5.99	   -1.806
           3	   2.45 	   0.198	  0.06 	  1.818	   3.667	        5.33	   -0.859
           3	   3.508	   0.214	  0.08 	  2.631	   4    	        5.09	   -2.433
           5	   2.492	   0.267	  0.211	  3.648	   3.2  	        6.78	   -3.418
           3	   2.427	   0.05 	  0.084	  1.981	   0.667	        6.47	   -3.875
           3	   3.464	   0.184	  0.102	  2.773	   3.667	        5.43	   -2.856
           3	   2.116	   0.021	  0.178	  1.991	   0.333	        5.16	   -3.973
           3	   2.384	   0.221	  0.04 	  1.487	   4.333	        5.36	    0.201
           5	   2.664	   0.174	  0.145	  3.812	   2    	        6.23	   -4.795
           4	   2.698	   0.325	  0.162	  2.831	   4.75 	        5.45	   -1.266
           3	   3.46 	   0.267	  0.097	  2.371	   4.333	        4.7 	   -1.862
           3	   2.467	   0.182	  0.037	  1.779	   3.667	        4.74	   -0.798
           3	   2.483	   0.313	  0.031	  1.63 	   5.333	        4.86	    0.876
           4	   3.287	   0.349	  0.169	  3.164	   5    	        5.28	   -1.969
           5	   2.03 	   0.06 	  0.102	  2.97 	   0.6  	        6.07	   -4.562
           4	   2.282	   0.203	  0.061	  1.802	   2.75 	        5.86	   -1.598
           3	   2.299	   0.152	  0.079	  1.787	   3.333	        5.44	   -0.984
           4	   2.91 	   0.331	  0.097	  2.917	   5    	        5.33	   -1.255
           3	   3.469	   0.329	  0.07 	  2.472	   5.667	        4.75	   -0.673
           3	   3.182	   0.253	  0.16 	  2.518	   5.333	        4.88	   -0.78
           3	   2.291	   0.122	  0.079	  1.916	   2.333	        5.27	   -2.075
           3	   1.254	   0    	  0.016	  1    	   0    	        4.82	   -2.27
           5	   2.343	   0.249	  0.114	  3.291	   3    	        5.98	   -2.997
           4	   1.814	   0.05 	  0.065	  1.981	   0.5  	        6.12	   -3.41
           5	   2.285	   0.287	  0.124	  3.33 	   3    	        6.37	   -3.026
           5	   3.044	   0.45 	  0.101	  3.147	   5.2  	        5.84	   -1.542
           5	   2.889	   0.283	  0.134	  3.154	   3.2  	        5.72	   -3.26
           5	   2.374	   0.299	  0.104	  3.263	   3.2  	        6.45	   -2.84
           4	   2.76 	   0.259	  0.129	  3.26 	   3.75 	        5.81	   -2.658
           3	   1.716	   0.062	  0.051	  1.657	   1    	        4.87	   -2.486
           3	   3.313	   0.222	  0.147	  2.747	   4.333	        4.82	   -2.096
           3	   2.217	   0.01 	  0.095	  1.991	   0.333	        5.46	   -3.98
           3	   3.413	   0.261	  0.07 	  2.215	   5.333	        5.04	   -0.626
           4	   2.783	   0.213	  0.093	  3.574	   3.25 	        6.02	   -3.413
           3	   3.152	   0.216	  0.127	  2.646	   4    	        5.07	   -2.141
           4	   2.262	   0.107	  0.059	  1.889	   1.5  	        5.99	   -2.817
           3	   2.252	   0.01 	  0.095	  1.991	   0.333	        4.97	   -4.015
           4	   2.871	   0.189	  0.094	  3.756	   2.75 	        6.05	   -4.16
           5	   2.771	   0.385	  0.093	  2.691	   4.8  	        5.98	   -1.14
           3	   3.036	   0.114	  0.081	  1.856	   2.333	        4.9 	   -2.754
           5	   1.798	   0.163	  0.199	  3.575	   2    	        6.36	   -3.735
           4	   1.88 	   0.205	  0.123	  2.725	   3    	        6.15	   -1.933
           3	   2.67 	   0.133	  0.119	  1.602	   2.667	        4.83	   -1.857
           5	   2.905	   0.329	  0.23 	  3.977	   3.4  	        6.17	   -4.041
           5	   1.715	   0.081	  0.12 	  2.534	   1.2  	        7.15	   -3.25
           4	   3.088	   0.3  	  0.073	  2.385	   4.25 	        5.72	   -1.596
           3	   2.45 	   0.153	  0.042	  1.819	   3    	        5.32	   -1.464
