  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           5	   2.423	   0.2  	  0.14 	  2.766	   2.4  	        6.54	   -3.129
           3	   2.311	   0.193	  0.07 	  1.805	   3.333	        4.73	   -1.046
           5	   2.501	   0.237	  0.194	  3.709	   2.6  	        6.01	   -4.041
           4	   2.642	   0.197	  0.167	  3.487	   2.75 	        5.61	   -3.743
           5	   2.02 	   0.235	  0.127	  3.119	   2.8  	        6.3 	   -2.701
           5	   3.161	   0.411	  0.102	  3.271	   5.2  	        6.28	   -1.745
           4	   1.663	   0.01 	  0.073	  1.991	   0.25 	        5.5 	   -3.487
           4	   2.663	   0.286	  0.148	  3.552	   4    	        5.87	   -2.649
           4	   3.407	   0.273	  0.13 	  3.537	   3.5  	        5.33	   -3.847
           3	   2.284	   0.114	  0.081	  1.856	   2.333	        5.12	   -2.002
           4	   2.862	   0.216	  0.121	  3.436	   3    	        5.29	   -3.635
           5	   2.377	   0.289	  0.143	  3.291	   3.2  	        6.27	   -2.9
           4	   2.898	   0.144	  0.164	  2.838	   2.25 	        5.27	   -3.794
           4	   1.97 	   0.133	  0.094	  1.602	   2    	        5.58	   -1.799
           3	   3.208	   0.215	  0.209	  2.284	   4    	        5.01	   -1.916
           3	   3.447	   0.223	  0.068	  2.556	   4    	        5.22	   -2.294
           5	   2.901	   0.31 	  0.087	  3.219	   3.8  	        5.89	   -2.717
           3	   2.284	   0.14 	  0.061	  1.811	   2.333	        4.97	   -1.963
           3	   1.91 	   0.071	  0.11 	  1.545	   1.667	        4.83	   -1.969
           3	   2.291	   0.122	  0.069	  1.882	   2.333	        4.76	   -2.031
           3	   1.492	   0.01 	  0.095	  1.991	   0.333	        4.77	   -3.255
           4	   2.2  	   0.211	  0.089	  2.403	   3.25 	        5.84	   -1.653
           3	   2.635	   0.071	  0.11 	  1.545	   1.667	        5.02	   -2.694
           4	   2.617	   0.154	  0.216	  2.589	   2.25 	        5.45	   -3.326
           3	   3.146	   0.134	  0.22 	  2.843	   2.667	        4.74	   -3.676
           5	   2.564	   0.234	  0.084	  3.131	   2.8  	        6.08	   -3.213
           5	   2.159	   0.245	  0.14 	  3.409	   2.6  	        6.06	   -3.353
           5	   3.006	   0.178	  0.189	  3.842	   1.8  	        5.87	   -5.415
           3	   2.291	   0.152	  0.079	  1.787	   3.333	        4.89	   -0.976
           4	   2.725	   0.213	  0.14 	  3.422	   3.25 	        6.18	   -3.25
           5	   2.731	   0.281	  0.158	  4.443	   3.4  	        6.1 	   -4.213
           4	   2.603	   0.324	  0.049	  2.403	   4.5  	        5.34	   -0.879
           3	   3.33 	   0.381	  0.116	  2.277	   7.333	        4.73	    1.229
           3	   3.45 	   0.2  	  0.127	  2.78 	   3.333	        5.24	   -3.224
           5	   2.667	   0.281	  0.116	  3.459	   3.2  	        6   	   -3.323
           4	   2.378	   0.188	  0.189	  3.402	   3    	        5.35	   -3.157
           3	   1.485	   0.01 	  0.095	  1.991	   0.333	        4.82	   -3.248
           3	   3.442	   0.203	  0.077	  2.499	   3.667	        5.12	   -2.554
           5	   2.07 	   0.174	  0.08 	  2.786	   1.8  	        5.91	   -3.31
           3	   3.114	   0.305	  0.135	  2.233	   6.333	        4.92	    0.546
           5	   2.132	   0.291	  0.169	  3.451	   4    	        5.75	   -2.043
           3	   2.523	   0.076	  0.113	  1.6  	   1.333	        5   	   -2.979
           3	   1.254	   0    	  0.016	  1    	   0    	        4.89	   -2.27
           3	   3.313	   0.249	  0.126	  2.679	   4.333	        5.44	   -2.034
           5	   2.73 	   0.234	  0.199	  4.129	   2.8  	        6.08	   -4.492
           3	   2.933	   0.247	  0.143	  2.494	   5.333	        5.42	   -0.484
           4	   2.157	   0.021	  0.136	  1.991	   0.25 	        5.45	   -4.055
           3	   3.02 	   0.291	  0.117	  2.32 	   5    	        5.14	   -0.748
           4	   3.035	   0.235	  0.139	  3.126	   3.5  	        5.28	   -3.035
           3	   3.312	   0.339	  0.095	  2.281	   7    	        5.07	    0.973
           5	   1.407	   0.01 	  0.033	  1.991	   0.2  	        5.99	   -3.241
           4	   1.83 	   0.01 	  0.074	  1.991	   0.25 	        5.41	   -3.655
           3	   2.116	   0.021	  0.178	  1.991	   0.333	        4.75	   -3.973
           4	   3.177	   0.301	  0.107	  3.287	   4.5  	        5.63	   -2.372
           3	   3.204	   0.128	  0.221	  2.874	   2.333	        4.9 	   -4.094
           3	   3.387	   0.257	  0.12 	  2.594	   4.667	        5.15	   -1.691
           4	   1.718	   0.122	  0.055	  1.882	   1.75 	        5.76	   -2.027
           5	   3.078	   0.439	  0.231	  3.423	   5    	        6.07	   -2.171
           5	   3.091	   0.274	  0.101	  3.181	   3.4  	        5.97	   -3.247
           5	   2.433	   0.29 	  0.128	  3.332	   3.2  	        6.02	   -2.983
           4	   1.745	   0.17 	  0.058	  1.778	   2.75 	        5.54	   -1.001
           3	   2.933	   0.166	  0.139	  2.416	   3.333	        4.73	   -2.321
           5	   3.046	   0.432	  0.17 	  3.449	   5    	        6.16	   -2.097
           5	   1.813	   0.123	  0.032	  1.834	   1.6  	        6.29	   -2.202
           4	   2.603	   0.21 	  0.07 	  2.8  	   2.5  	        5.27	   -3.183
           4	   2.663	   0.255	  0.131	  3.562	   3.5  	        5.33	   -3.111
           3	   2.276	   0.081	  0.143	  2.534	   2    	        4.69	   -3.034
           4	   2.505	   0.167	  0.099	  2.507	   3    	        5.21	   -2.278
           4	   3.094	   0.216	  0.161	  3.326	   3.5  	        5.31	   -3.297
           5	   2.737	   0.298	  0.096	  3.435	   3.6  	        6   	   -2.966
           3	   3.492	   0.257	  0.06 	  2.473	   4.667	        4.91	   -1.615
           4	   2.485	   0.243	  0.089	  2.611	   3.25 	        5.38	   -2.178
           3	   1.254	   0    	  0.016	  1    	   0    	        4.6 	   -2.27
           3	   1.485	   0.01 	  0.095	  1.991	   0.333	        4.67	   -3.248
           5	   2.787	   0.213	  0.194	  4.494	   2.4  	        5.91	   -5.288
           5	   2.319	   0.323	  0.08 	  2.22 	   3.6  	        6.09	   -1.342
           5	   2.471	   0.302	  0.114	  3.186	   3.4  	        5.94	   -2.673
           3	   1.628	   0.062	  0.08 	  1.657	   1    	        5.14	   -2.427
           3	   3.015	   0.107	  0.061	  1.889	   2    	        5.14	   -3.072
           4	   3.042	   0.272	  0.123	  3.377	   4    	        5.43	   -2.814
           5	   2.225	   0.193	  0.116	  3.746	   2.4  	        6.27	   -3.88
           4	   2.256	   0.137	  0.043	  1.759	   2    	        7.41	   -2.195
           5	   2.121	   0.227	  0.178	  3.693	   2.8  	        7.09	   -3.419
           3	   2.116	   0.021	  0.178	  1.991	   0.333	        5.06	   -3.973
           5	   1.307	   0.098	  0.072	  1.636	   1    	        6.36	   -2.113
           4	   2.712	   0.193	  0.151	  2.255	   2.5  	        5.51	   -2.811
           3	   1.798	   0.076	  0.113	  1.6  	   1.333	        4.94	   -2.254
           5	   1.985	   0.283	  0.099	  1.827	   3.4  	        5.82	   -0.794
           4	   3.115	   0.399	  0.129	  2.945	   5.5  	        5.82	   -1.088
           3	   2.457	   0.198	  0.042	  1.74 	   3.667	        4.94	   -0.77
           5	   3.008	   0.345	  0.113	  3.24 	   4.2  	        5.81	   -2.506
           5	   2.449	   0.295	  0.175	  3.432	   3.4  	        6.05	   -2.951
           4	   2.506	   0.252	  0.078	  2.571	   3.5  	        6.05	   -1.907
           4	   2.25 	   0.114	  0.065	  1.856	   1.75 	        5.25	   -2.535
           4	   2.238	   0.15 	  0.05 	  1.819	   2    	        5.5 	   -2.257
           5	   2.463	   0.247	  0.105	  3.487	   2.8  	        6.18	   -3.502
           5	   3.07 	   0.304	  0.098	  3.487	   3.2  	        6.23	   -3.759
           4	   0.94 	   0    	  0.013	  1    	   0    	        5.46	   -1.953
           5	   2.643	   0.284	  0.135	  3.934	   3.4  	        6.38	   -3.596
           3	   3.32 	   0.216	  0.072	  2.591	   4.333	        5.15	   -1.866
           4	   2.597	   0.236	  0.16 	  3.419	   3.75 	        5.42	   -2.662
           4	   2.348	   0.129	  0.185	  2.829	   1.75 	        5.27	   -3.741
           4	   2.784	   0.277	  0.084	  3.218	   3.75 	        5.7 	   -2.613
           3	   3.32 	   0.219	  0.201	  2.721	   4    	        5.02	   -2.461
           3	   1.91 	   0.071	  0.11 	  1.545	   1.667	        4.92	   -1.969
           3	   3.322	   0.365	  0.177	  2.494	   7.333	        5.29	    0.975
           5	   2.439	   0.269	  0.074	  2.585	   3    	        5.96	   -2.367
           4	   2.484	   0.265	  0.085	  2.186	   3.5  	        5.64	   -1.52
           5	   2.326	   0.25 	  0.147	  3.487	   2.8  	        7.2 	   -3.41
           5	   2.939	   0.269	  0.171	  3.647	   2.8  	        6.36	   -4.226
           3	   2.971	   0.13 	  0.265	  2.777	   2.333	        4.64	   -3.81
           5	   2.226	   0.276	  0.11 	  3.458	   3.4  	        5.97	   -2.67
           4	   2.586	   0.188	  0.117	  2.861	   2.75 	        5.66	   -3.002
           5	   1.868	   0.25 	  0.096	  2.261	   2.6  	        6.32	   -1.875
           4	   1.427	   0.133	  0.094	  1.602	   2    	        5.42	   -1.256
           4	   1.707	   0.108	  0.063	  1.842	   1.5  	        5.88	   -2.22
           3	   2.705	   0.257	  0.129	  2.742	   4.333	        4.89	   -1.5
           3	   1.261	   0    	  0.016	  1    	   0    	        4.77	   -2.277
           4	   2.769	   0.324	  0.113	  3.329	   4    	        6.22	   -2.535
           5	   2.584	   0.218	  0.156	  3.689	   2.4  	        5.95	   -4.247
           3	   1.254	   0    	  0.016	  1    	   0    	        4.68	   -2.27
           5	   2.387	   0.336	  0.182	  3.101	   4.4  	        5.83	   -1.606
           3	   3.139	   0.159	  0.275	  2.878	   3.333	        4.85	   -3.118
           5	   2.098	   0.186	  0.171	  3.462	   2.2  	        6.42	   -3.717
           4	   2.641	   0.143	  0.118	  2.9  	   2    	        5.95	   -3.802
           5	   2.607	   0.436	  0.103	  2.883	   4.4  	        5.99	   -1.629
           3	   2.284	   0.195	  0.077	  1.742	   3.667	        4.88	   -0.631
           4	   2.374	   0.217	  0.041	  1.732	   3.25 	        5.42	   -1.114
           5	   2.805	   0.327	  0.101	  2.932	   3.8  	        6.22	   -2.365
           4	   1.976	   0.135	  0.051	  1.67 	   2.25 	        5.27	   -1.582
           3	   2.252	   0.01 	  0.095	  1.991	   0.333	        4.78	   -4.015
           3	   2.429	   0.05 	  0.054	  1.981	   0.667	        4.81	   -3.847
           4	   3.244	   0.282	  0.156	  3.613	   3.75 	        5.72	   -3.545
           5	   2.784	   0.267	  0.171	  4.405	   3.2  	        6.07	   -4.427
           4	   2.68 	   0.19 	  0.212	  3.518	   2.5  	        6   	   -4.1
           5	   3.179	   0.334	  0.204	  4.352	   3.8  	        6.18	   -4.269
           5	   2.5  	   0.193	  0.072	  2.805	   2    	        6.26	   -3.57
           4	   2.762	   0.21 	  0.101	  2.8  	   2.5  	        5.32	   -3.373
           3	   3.349	   0.223	  0.095	  2.548	   5    	        4.97	   -1.215
           5	   2.597	   0.325	  0.147	  3.911	   3.6  	        5.79	   -3.38
           3	   3.235	   0.243	  0.041	  1.486	   5    	        4.95	   -0.005
           4	   2.913	   0.291	  0.097	  3.046	   4    	        5.73	   -2.347
           3	   2.291	   0.107	  0.075	  1.889	   2    	        5.21	   -2.362
           3	   2.808	   0.157	  0.078	  2.82 	   3.667	        4.91	   -2.196
           4	   3.035	   0.311	  0.154	  2.965	   4.75 	        5.37	   -1.715
           3	   3.194	   0.227	  0.126	  2.693	   4.333	        4.95	   -1.907
           4	   3.351	   0.402	  0.15 	  3.173	   6.5  	        5.5 	   -0.576
           4	   2.074	   0.154	  0.216	  2.589	   2.25 	        5.38	   -2.783
           5	   2.665	   0.273	  0.115	  3.514	   3.4  	        6.38	   -3.167
           5	   2.482	   0.243	  0.198	  3.407	   2.4  	        6.11	   -3.93
           4	   2.256	   0.154	  0.057	  1.743	   2    	        5.7 	   -2.21
           5	   1.883	   0.175	  0.145	  2.728	   1.8  	        5.87	   -3.131
           3	   1.485	   0.01 	  0.095	  1.991	   0.333	        4.75	   -3.248
           4	   2.275	   0.119	  0.209	  2.625	   1.5  	        5.53	   -3.728
           3	   1.986	   0    	  0.016	  1    	   0    	        4.83	   -3.002
           5	   2.842	   0.239	  0.121	  3.205	   2.8  	        5.74	   -3.607
           4	   3.221	   0.434	  0.1  	  2.768	   6    	        5.25	   -0.523
           4	   2.704	   0.226	  0.141	  3.709	   3.25 	        5.59	   -3.53
           3	   2.297	   0.107	  0.061	  1.889	   2    	        4.95	   -2.354
           5	   2.635	   0.28 	  0.233	  4.583	   3.2  	        6.32	   -4.531
           3	   2.209	   0    	  0.017	  1    	   0    	        4.84	   -3.226
           3	   1.254	   0    	  0.016	  1    	   0    	        4.98	   -2.27
           3	   3.45 	   0.158	  0.145	  2.814	   2.667	        5.29	   -3.9
           4	   2.748	   0.179	  0.115	  2.394	   2.75 	        5.5 	   -2.686
           3	   2.347	   0.031	  0.256	  2.981	   0.667	        5.11	   -4.948
           4	   2.898	   0.158	  0.172	  2.743	   2.25 	        5.44	   -3.721
           5	   1.975	   0.134	  0.13 	  2.757	   1.2  	        6.22	   -3.796
           3	   3.473	   0.199	  0.124	  2.543	   4    	        5.12	   -2.339
           3	   2.65 	   0.143	  0.09 	  2.805	   3    	        5.4 	   -2.688
           3	   2.457	   0.161	  0.043	  1.771	   3.667	        4.83	   -0.765
           3	   2.933	   0.166	  0.124	  2.416	   3.333	        5.43	   -2.306
           5	   2.501	   0.24 	  0.062	  2.579	   2.8  	        5.74	   -2.582
           5	   3.209	   0.374	  0.195	  3.993	   4.8  	        6.04	   -2.971
           5	   1.983	   0.221	  0.077	  2.701	   2.6  	        6.19	   -2.382
           5	   2.583	   0.309	  0.174	  3.621	   3.4  	        6.14	   -3.287
           3	   1.986	   0    	  0.016	  1    	   0    	        5.05	   -3.002
           3	   3.367	   0.212	  0.111	  2.452	   4    	        5.07	   -2.142
           3	   2.658	   0.06 	  0.162	  2.97 	   1    	        4.9 	   -4.85
           4	   1.707	   0.165	  0.133	  2.266	   2.5  	        5.27	   -1.771
           4	   2.36 	   0.129	  0.181	  2.874	   1.75 	        5.24	   -3.794
           5	   3.189	   0.255	  0.177	  4.256	   3.2  	        5.8 	   -4.677
           4	   3.131	   0.226	  0.103	  2.484	   3    	        5.43	   -2.944
           3	   1.492	   0.01 	  0.095	  1.991	   0.333	        4.85	   -3.255
           3	   2.116	   0.109	  0.07 	  1.79 	   2    	        4.8 	   -2.085
           5	   2.498	   0.231	  0.139	  3.408	   2.6  	        6.24	   -3.676
           3	   2.53 	   0.148	  0.168	  2.833	   3.333	        5.03	   -2.346
           3	   2.483	   0.284	  0.03 	  1.684	   5    	        5.09	    0.519
           3	   2.116	   0.021	  0.178	  1.991	   0.333	        4.89	   -3.973
           5	   2.561	   0.252	  0.158	  3.236	   3.2  	        6.19	   -3.007
           4	   2.552	   0.143	  0.103	  2.683	   1.75 	        5.27	   -3.731
           5	   2.694	   0.271	  0.107	  3.244	   3    	        5.97	   -3.316
           5	   2.576	   0.369	  0.169	  3.835	   4.6  	        5.87	   -2.349
           3	   2.437	   0.05 	  0.054	  1.981	   0.667	        4.81	   -3.855
           3	   2.5  	   0.305	  0.025	  1.637	   5.667	        4.71	    1.2
           5	   2.191	   0.285	  0.154	  3.369	   3.8  	        5.87	   -2.199
           5	   2.447	   0.3  	  0.114	  2.634	   3.4  	        6.03	   -2.095
           5	   1.879	   0.159	  0.173	  2.878	   2    	        6.31	   -3.089
           3	   2.657	   0.162	  0.105	  2.573	   3    	        5.67	   -2.497
           4	   1.761	   0.031	  0.195	  2.981	   0.5  	        6.51	   -4.468
           3	   2.313	   0.163	  0.044	  1.595	   3.333	        5.29	   -0.782
           4	   2.936	   0.303	  0.082	  3.425	   4.5  	        5.6 	   -2.246
           4	   1.837	   0.189	  0.036	  1.769	   2.75 	        5.72	   -1.081
           5	   2.583	   0.22 	  0.074	  2.717	   2.6  	        6.01	   -2.994
           4	   2.41 	   0.243	  0.132	  2.251	   3.25 	        6.04	   -1.786
           5	   2.404	   0.071	  0.152	  2.97 	   0.6  	       10.17	   -4.997
           3	   2.828	   0.183	  0.168	  2.477	   3.333	        6.28	   -2.323
           3	   2.515	   0.118	  0.157	  2.829	   2.333	        5.06	   -3.286
           3	   2.933	   0.197	  0.109	  2.532	   4    	        5.91	   -1.771
           4	   3.127	   0.371	  0.108	  2.911	   5.25 	        7.28	   -1.267
           3	   1.261	   0    	  0.016	  1    	   0    	        6.59	   -2.277
           3	   2.419	   0.05 	  0.084	  1.981	   0.667	        5.39	   -3.867
           3	   2.775	   0.187	  0.069	  2.318	   3.667	        5.09	   -1.682
           3	   2.349	   0.155	  0.052	  1.84 	   3.333	        5.22	   -1.063
           4	   1.988	   0.06 	  0.125	  2.97 	   0.75 	        5.98	   -4.393
           3	   2.284	   0.114	  0.081	  1.856	   2.333	        5.16	   -2.002
           3	   1.254	   0    	  0.016	  1    	   0    	        5.31	   -2.27
           4	   2.944	   0.224	  0.088	  2.722	   3.25 	        5.88	   -2.728
           3	   2.688	   0.189	  0.126	  2.738	   4    	        5.34	   -1.741
           5	   2.505	   0.3  	  0.071	  2.518	   3.4  	        6.12	   -1.994
           3	   2.44 	   0.062	  0.039	  1.657	   1    	        5.25	   -3.198
           4	   2.307	   0.228	  0.126	  2.251	   3    	        5.78	   -1.912
           4	   2.621	   0.29 	  0.086	  2.488	   4.25 	        5.93	   -1.235
           3	   2.673	   0.176	  0.048	  1.769	   3.667	        4.93	   -0.999
           4	   3.023	   0.306	  0.116	  2.451	   4.5  	        5.64	   -1.396
           5	   1.755	   0.201	  0.11 	  2.476	   2.4  	        6.22	   -2.142
           5	   2.533	   0.241	  0.17 	  3.436	   2.6  	        6.45	   -3.78
           3	   2.291	   0.152	  0.044	  1.811	   3    	        5.18	   -1.298
           4	   1.82 	   0.05 	  0.065	  1.981	   0.5  	        5.95	   -3.416
           4	   2.58 	   0.189	  0.094	  2.518	   2.75 	        5.7 	   -2.631
           5	   1.826	   0.165	  0.037	  1.755	   2.4  	        6.11	   -1.383
           5	   2.309	   0.226	  0.102	  3.54 	   2.6  	        6.44	   -3.577
           4	   2.536	   0.162	  0.09 	  2.769	   2.75 	        5.71	   -2.807
           4	   2.617	   0.092	  0.209	  2.534	   1.5  	        5.36	   -3.952
           5	   1.908	   0.226	  0.026	  1.546	   2.2  	        6.03	   -1.506
           4	   3.086	   0.336	  0.122	  3.133	   5    	        6.06	   -1.677
           3	   3.16 	   0.167	  0.217	  2.79 	   3.333	        5.06	   -3.001
           3	   1.62 	   0.062	  0.08 	  1.657	   1    	        5.41	   -2.419
           4	   2.001	   0.06 	  0.103	  2.97 	   0.75 	        5.87	   -4.384
           3	   1.986	   0    	  0.016	  1    	   0    	        5.32	   -3.002
           5	   2.048	   0.281	  0.075	  2.247	   3.6  	        5.87	   -1.051
           3	   1.254	   0    	  0.016	  1    	   0    	        4.83	   -2.27
           3	   1.978	   0    	  0.016	  1    	   0    	        4.89	   -2.994
           5	   2.026	   0.24 	  0.148	  3.603	   2.8  	        6.24	   -3.217
           4	   3.109	   0.287	  0.08 	  2.299	   4.5  	        6.8 	   -1.275
           5	   2.499	   0.2  	  0.08 	  2.78 	   2    	        6.54	   -3.559
           3	   2.419	   0.05 	  0.084	  1.981	   0.667	        5.77	   -3.867
           4	   2.642	   0.399	  0.069	  2.19 	   5.5  	        7.16	    0.2
           4	   2.537	   0.06 	  0.125	  2.97 	   0.75 	        6.66	   -4.942
           3	   2.116	   0.021	  0.178	  1.991	   0.333	        7.04	   -3.973
           5	   2.483	   0.272	  0.056	  2.475	   3    	        6.29	   -2.286
           4	   2.929	   0.183	  0.2  	  3.522	   2.5  	        6.17	   -4.334
           5	   2.637	   0.307	  0.106	  2.897	   3.4  	        7.16	   -2.547
           5	   2.517	   0.206	  0.172	  3.523	   2.4  	        6.97	   -4.018
           5	   2.785	   0.339	  0.109	  3.509	   3.6  	        6.49	   -3.142
           3	   2.635	   0.133	  0.118	  1.602	   2.667	        5.79	   -1.821
           5	   2.381	   0.325	  0.122	  3.017	   3.8  	        8.76	   -2.045
           5	   2.467	   0.33 	  0.203	  3.7  	   4.2  	        6.62	   -2.5
           3	   3.331	   0.265	  0.085	  2.578	   4.667	        6.38	   -1.592
           5	   2.107	   0.182	  0.173	  3.499	   2    	        6.74	   -3.961
           3	   3.468	   0.176	  0.112	  2.794	   3.333	        6.01	   -3.217
           5	   2.825	   0.285	  0.137	  4.448	   3.4  	        8.37	   -4.295
           4	   2.658	   0.268	  0.067	  2.608	   3.5  	        7.96	   -2.101
           3	   3.308	   0.243	  0.082	  2.642	   4.333	        5.56	   -1.942
           3	   3.322	   0.315	  0.111	  2.448	   6    	        6.56	   -0.196
           3	   2.94 	   0.179	  0.164	  2.42 	   3.667	        6.64	   -2.036
           3	   3.13 	   0.216	  0.218	  2.725	   4    	        6.6 	   -2.289
           4	   2.898	   0.175	  0.179	  2.728	   2.25 	        7.43	   -3.73
           3	   3.163	   0.129	  0.139	  2.918	   2.333	        6.18	   -4.016
           3	   3.184	   0.131	  0.048	  1.842	   2.667	        6.82	   -2.538
           5	   2.309	   0.275	  0.09 	  2.274	   3.2  	        7.86	   -1.748
           4	   3.221	   0.266	  0.2  	  3.429	   3.25 	        7.09	   -3.866
           5	   2.801	   0.292	  0.138	  3.281	   3.2  	        6.61	   -3.312
           3	   2.291	   0.133	  0.051	  1.824	   2.667	        6.19	   -1.632
           5	   1.988	   0.221	  0.09 	  2.701	   2.6  	        7.81	   -2.4
           4	   3.16 	   0.167	  0.122	  3.842	   2.25 	        7   	   -5.041
           4	   1.215	   0.062	  0.063	  1.657	   0.75 	        7.28	   -2.247
           4	   2.277	   0.108	  0.064	  1.842	   1.5  	        6.81	   -2.791
           4	   3.076	   0.315	  0.115	  3.015	   5    	        7.63	   -1.521
           4	   2.586	   0.164	  0.1  	  2.828	   2.25 	        6.19	   -3.428
           5	   2.504	   0.175	  0.093	  2.766	   2.2  	        8.4 	   -3.338
           4	   2.715	   0.227	  0.268	  3.384	   3.25 	        6.92	   -3.344
           4	   1.961	   0.168	  0.11 	  2.584	   2.75 	        6.16	   -2.073
           3	   3.46 	   0.164	  0.116	  2.828	   3    	        5.84	   -3.568
           5	   2.507	   0.303	  0.05 	  2.429	   3.4  	        8.26	   -1.889
           4	   2.747	   0.193	  0.143	  3.549	   2.75 	        7.26	   -3.882
           4	   2.978	   0.285	  0.169	  3.294	   4.25 	        6.29	   -2.476
           4	   1.97 	   0.133	  0.094	  1.602	   2    	        6.01	   -1.799
           4	   2.354	   0.158	  0.164	  2.743	   2.25 	        7.07	   -3.169
           3	   2.946	   0.227	  0.146	  2.517	   4.333	        6.78	   -1.503
           5	   1.7  	   0.021	  0.109	  1.991	   0.2  	        7.92	   -3.621
           4	   2.504	   0.255	  0.159	  3.344	   4.25 	        7.03	   -2.012
           3	   3.044	   0.186	  0.07 	  2.466	   3.333	        5.62	   -2.433
           4	   2.644	   0.154	  0.217	  2.589	   2.25 	        7.95	   -3.354
           4	   2.318	   0.242	  0.101	  2.24 	   4    	        7.04	   -0.901
           5	   1.187	   0    	  0.011	  1    	   0    	        8.87	   -2.198
           4	   2.952	   0.139	  0.125	  3.902	   2    	        7.3 	   -5.118
           4	   2.602	   0.226	  0.092	  2.677	   3    	        6.97	   -2.597
           4	   2.472	   0.173	  0.158	  2.783	   2.5  	        6.06	   -3.086
           3	   2.933	   0.195	  0.151	  2.468	   3.667	        6.42	   -2.08
           3	   3.166	   0.149	  0.042	  1.82 	   3    	        6.35	   -2.177
           4	   3.066	   0.22 	  0.074	  2.609	   3    	        7.26	   -2.969
           4	   2.704	   0.224	  0.143	  3.411	   3.5  	        7.14	   -2.982
           4	   2.647	   0.198	  0.156	  3.485	   2.75 	        6.9 	   -3.736
           4	   1.761	   0.119	  0.142	  2.777	   1.75 	        7.16	   -3.049
           4	   3.228	   0.247	  0.224	  3.466	   3.25 	        7.41	   -3.915
           5	   2.044	   0.269	  0.168	  3.056	   2.8  	        7.53	   -2.737
           4	   2.541	   0.169	  0.098	  2.535	   2.25 	        6.94	   -3.093
           5	   1.543	   0.145	  0.028	  1.82 	   1.8  	        7.82	   -1.736
           4	   2.238	   0.195	  0.063	  1.742	   2.75 	        7   	   -1.488
           5	   2.208	   0.236	  0.134	  3.466	   2.6  	        6.82	   -3.444
           4	   3.448	   0.359	  0.107	  3.311	   5.5  	        5.94	   -1.725
           3	   2.116	   0.021	  0.178	  1.991	   0.333	        6.53	   -3.973
           5	   2.485	   0.223	  0.179	  3.745	   2.4  	        7.97	   -4.232
           5	   2.311	   0.202	  0.267	  4.308	   2.4  	        7.67	   -4.688
           4	   1.761	   0.031	  0.195	  2.981	   0.5  	        6.19	   -4.468
           5	   2.654	   0.305	  0.057	  2.432	   3.6  	        6.55	   -1.848
           5	   2.303	   0.232	  0.104	  3.433	   2.4  	        7.49	   -3.672
           4	   2.671	   0.248	  0.16 	  2.735	   3.25 	        6.16	   -2.564
           4	   3.337	   0.302	  0.098	  3.376	   4.25 	        7.3 	   -2.863
           5	   2.802	   0.199	  0.181	  3.344	   2.6  	        7.8 	   -3.926
           3	   1.485	   0.01 	  0.095	  1.991	   0.333	        6.35	   -3.248
           3	   2.217	   0.01 	  0.095	  1.991	   0.333	        6.58	   -3.98
           3	   2.457	   0.252	  0.039	  1.668	   5    	        6.43	    0.584
           3	   3.299	   0.231	  0.115	  2.699	   4.667	        6.77	   -1.677
           3	   1.978	   0    	  0.016	  1    	   0    	        5.61	   -2.994
           4	   2.699	   0.211	  0.083	  2.742	   3    	        7.78	   -2.735
           5	   2.433	   0.21 	  0.197	  3.433	   2.2  	        7.46	   -4.073
           5	   1.7  	   0.021	  0.109	  1.991	   0.2  	        6.52	   -3.621
           4	   3.075	   0.279	  0.08 	  3.165	   4    	        7.46	   -2.599
           5	   2.496	   0.245	  0.077	  2.707	   2.6  	        6.66	   -2.925
           4	   2.25 	   0.091	  0.055	  1.852	   1.5  	        7.23	   -2.748
           5	   2.208	   0.276	  0.127	  3.351	   2.8  	        7.74	   -3.162
           4	   1.712	   0.122	  0.063	  1.916	   1.75 	        7.36	   -2.063
           5	   3.056	   0.348	  0.163	  4.154	   3.8  	        7.82	   -3.921
           5	   1.485	   0.204	  0.032	  1.789	   2.2  	        7.99	   -1.31
           4	   3.041	   0.333	  0.135	  2.833	   4.75 	        7.42	   -1.592
           4	   2.757	   0.227	  0.149	  3.128	   3.25 	        7.56	   -3.011
           5	   1.76 	   0.201	  0.11 	  2.476	   2.4  	        7.46	   -2.147
           5	   2.381	   0.273	  0.107	  3.418	   3.2  	        7.91	   -2.979
           3	   1.91 	   0.135	  0.062	  1.67 	   3    	        6.38	   -0.777
           5	   2.183	   0.279	  0.112	  3.243	   3.4  	        6.36	   -2.417
           4	   1.832	   0.155	  0.034	  1.8  	   2.5  	        6.89	   -1.321
           5	   2.571	   0.25 	  0.179	  3.67 	   3    	        7.03	   -3.67
           3	   2.866	   0.021	  0.088	  1.991	   0.333	        5.06	   -4.633
           5	   2.396	   0.302	  0.115	  3.271	   3.4  	        5.91	   -2.684
           5	   2.169	   0.282	  0.081	  2.631	   3.2  	        5.99	   -1.963
           4	   2.276	   0.153	  0.044	  1.815	   2.25 	        5.5 	   -2.038
           3	   2.411	   0.115	  0.047	  1.808	   2.333	        5   	   -2.048
           4	   2.617	   0.201	  0.06 	  2.757	   2.75 	        6.17	   -2.885
           3	   2.244	   0.01 	  0.095	  1.991	   0.333	        4.99	   -4.007
           4	   2.581	   0.173	  0.084	  2.848	   2.25 	        6.43	   -3.436
