  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.75	   -0.782
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.75	   -2.093
           3	   2.619	   0.183	  0.194	  2.013	   4.333	        4.5 	   -0.676
           3	   1.708	   0.145	  0.235	  2.079	   2.667	        4.38	   -1.5
           4	   2.657	   0.402	  0.25 	  2.804	   5.25 	        4.9 	   -0.863
           2	   3.379	   0.104	  0.126	  1.634	   4    	        3.72	   -1.243
           4	   2.462	   0.321	  0.125	  2.299	   5    	        4.82	   -0.207
           2	   3.379	   0.134	  0.128	  1.643	   4.5  	        3.96	   -0.784
           3	   3.347	   0.305	  0.177	  2.019	   5.333	        4.37	   -0.515
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        3.63	   -0.108
           4	   1.964	   0.166	  0.295	  2.682	   3    	        4.8 	   -2.107
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.06	   -0.826
           4	   1.69 	   0.166	  0.188	  2.331	   3    	        4.6 	   -1.375
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        4.14	   -0.358
           4	   2.737	   0.406	  0.197	  2.594	   6.25 	        4.88	    0.316
           4	   2.474	   0.398	  0.118	  2.19 	   5.5  	        4.82	    0.32
           3	   3.434	   0.463	  0.121	  2.143	   8.667	        4.27	    2.506
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.92	   -0.358
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.84	   -0.287
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.75	   -0.826
           4	   3.133	   0.576	  0.141	  2.165	   7.5  	        4.82	    1.485
           4	   1.209	   0.132	  0.251	  2.025	   1.75 	        5.39	   -1.867
           3	   3.306	   0.441	  0.145	  2.199	   7    	        4.18	    0.909
           4	   2.462	   0.402	  0.219	  2.728	   5.5  	        4.73	   -0.311
           4	   2.462	   0.33 	  0.266	  2.951	   4.75 	        4.89	   -1.259
           2	   3.535	   0.293	  0.058	  1.579	   8    	        3.76	    2.535
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.22	    0.267
           3	   2.642	   0.318	  0.191	  2.052	   6    	        4.58	    0.797
           4	   2.474	   0.467	  0.198	  2.647	   6    	        5.07	    0.214
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.79	   -0.358
           4	   2.149	   0.364	  0.092	  2.028	   5.25 	        4.86	    0.617
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.83	   -0.782
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.59	   -0.1
           4	   1.795	   0.279	  0.173	  2.252	   4    	        4.74	   -0.499
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.75	   -0.826
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.8 	   -0.826
           3	   2.253	   0.128	  0.087	  1.703	   3    	        4.47	   -1.171
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.6 	   -2.804
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.98	   -0.826
           3	   2.253	   0.13 	  0.068	  1.619	   3.667	        4.32	   -0.403
           4	   2.737	   0.405	  0.193	  2.644	   5.5  	        4.81	   -0.479
           3	   2.619	   0.161	  0.194	  2.042	   3.667	        4.53	   -1.349
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.36	   -1.325
           2	   3.414	   0.299	  0.005	  1.351	   7    	        4.1 	    1.931
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.81	   -2.093
           2	   3.414	   0.253	  0.028	  1.717	   6.5  	        3.73	    1.088
           4	   2.462	   0.401	  0.071	  2.08 	   5.25 	        4.71	    0.236
           2	   3.379	   0.186	  0.101	  1.653	   5    	        3.79	   -0.319
           2	   3.379	   0.198	  0.077	  1.584	   5.5  	        3.63	    0.262
           4	   2.137	   0.315	  0.219	  2.026	   3.5  	        4.72	   -1.197
           3	   2.403	   0.309	  0.227	  2.219	   6    	        4.29	    0.842
           4	   2.556	   0.419	  0.181	  2.333	   5    	        4.7 	   -0.489
           2	   3.59 	   0.412	  0.044	  1.434	  11    	        3.86	    5.52
           3	   3.089	   0.295	  0.142	  1.753	   6    	        4.52	    0.721
           2	   3.605	   0.298	  0.085	  1.545	   9    	        3.69	    3.467
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.63	   -2.093
           3	   3.283	   0.419	  0.105	  2.089	   7    	        4.44	    1.104
           4	   2.603	   0.421	  0.206	  2.412	   6    	        4.96	    0.358
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.27	   -1.325
           3	   2.261	   0.163	  0.252	  2.248	   3.667	        4.27	   -1.257
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.85	   -1.328
           3	   2.268	   0.312	  0.099	  1.856	   5.667	        4.63	    1.132
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.01	   -0.287
           3	   3.363	   0.424	  0.128	  1.965	   7.667	        4.38	    1.787
           3	   2.865	   0.258	  0.191	  2.261	   4.667	        4.14	   -0.908
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.32	   -0.1
           2	   3.414	   0.356	  0.021	  1.556	  10    	        3.92	    4.653
           4	   1.281	   0.15 	  0.182	  2.078	   2.25 	        4.79	   -1.441
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.91	   -0.782
           2	   3.379	   0.104	  0.126	  1.634	   4    	        3.8 	   -1.243
           4	   3.223	   0.519	  0.145	  2.618	   6.5  	        4.86	   -0.005
           3	   2.789	   0.394	  0.097	  1.842	   7    	        4.41	    1.878
           3	   2.244	   0.142	  0.266	  2.008	   3    	        4.19	   -1.66
           4	   2.155	   0.419	  0.172	  2.006	   6.25 	        4.7 	    1.498
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.87	   -0.826
           4	   2.809	   0.405	  0.171	  2.572	   5.5  	        4.79	   -0.457
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.85	   -0.826
           4	   3.186	   0.486	  0.157	  2.271	   7.5  	        4.69	    1.4
           2	   3.402	   0.191	  0.089	  1.627	   5.5  	        3.76	    0.191
           4	   1.761	   0.339	  0.105	  2.212	   4.25 	        4.68	   -0.167
           4	   2.462	   0.487	  0.221	  2.66 	   6.5  	        4.93	    0.67
           4	   1.69 	   0.286	  0.175	  2.271	   3.5  	        4.89	   -0.922
           3	   3.283	   0.327	  0.125	  2.513	   6.333	        4.27	    0.085
           2	   3.111	   0.183	  0.098	  1.417	   5    	        3.68	    0.191
           3	   3.283	   0.336	  0.141	  2.239	   6.333	        4.42	    0.334
           4	   2.474	   0.467	  0.237	  2.795	   6    	        5.03	    0.027
           2	   3.605	   0.364	  0.048	  1.569	   9    	        3.87	    3.414
           3	   2.723	   0.484	  0.178	  1.866	   8.333	        4.28	    3.082
           3	   3.283	   0.467	  0.104	  2.115	   8    	        4.22	    2.031
           3	   3.283	   0.331	  0.174	  2.276	   6    	        4.21	   -0.064
           2	   3.111	   0.183	  0.098	  1.417	   5    	        4.01	    0.191
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.73	   -1.325
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        4.58	   -0.358
           3	   3.283	   0.308	  0.179	  2.336	   5.667	        4.48	   -0.439
           3	   2.244	   0.142	  0.266	  2.008	   3    	        4.48	-1.66
           4	   2.036	   0.214	  0.121	  2.267	   3    	        4.94	-1.638
           3	   2.253	   0.155	  0.078	  1.717	   3.667	        4.5 	-0.536
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.9 	-0.287
           3	   2.253	   0.177	  0.154	  2.335	   4.333	        4.52	-0.586
           4	   3.223	   0.501	  0.139	  2.824	   6.75 	        4.93	 0.063
           4	   1.964	   0.166	  0.295	  2.682	   3    	        5.37	-2.107
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.94	-0.826
           3	   3.283	   0.308	  0.179	  2.336	   5.667	        4.47	-0.439
           4	   2.618	   0.338	  0.278	  2.965	   4.5  	        5.19	-1.699
           4	   2.137	   0.446	  0.151	  1.907	   5.5  	        5.33	 0.859
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        4.12	-0.108
           4	   3.385	   0.51 	  0.185	  2.325	   7.5  	        4.89	 1.095
           4	   3.235	   0.489	  0.172	  2.978	   6.75 	        5.08	-0.124
           4	   2.462	   0.33 	  0.266	  2.951	   4.75 	        4.9 	-1.259
           4	   2.462	   0.33 	  0.266	  2.951	   4.75 	        5.03	-1.259
           2	   3.414	   0.261	  0.07 	  1.66 	   7.5  	        3.93	 2.095
           4	   2.462	   0.458	  0.193	  2.657	   6.5  	        4.89	 0.73
           4	   1.964	   0.166	  0.295	  2.682	   3    	        5.17	-2.107
           4	   3.158	   0.476	  0.164	  2.513	   6.25 	        5.16	-0.061
           4	   3.084	   0.441	  0.173	  2.688	   6    	        5.37	-0.386
           3	   2.253	   0.278	  0.225	  2.244	   5    	        4.63	-4.44089e-16
           2	   3.111	   0.183	  0.098	  1.417	   5    	        4.27	 0.191
           3	   3.491	   0.333	  0.186	  2.331	   5.667	        4.51	-0.674
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.03	-0.826
           4	   2.857	   0.391	  0.176	  2.471	   5    	        4.89	-0.895
           4	   2.893	   0.339	  0.257	  2.684	   4.5  	        4.93	-1.673
           3	   3.283	   0.386	  0.101	  2.245	   7.333	        4.54	 1.318
           4	   2.893	   0.517	  0.197	  2.429	   6.5  	        5.58	 0.464
           4	   2.618	   0.303	  0.162	  2.263	   4.25 	        5.61	-1.096
           2	   1.869	   0.047	  0.014	  0.991	   0.5  	        4.15	-2.421
           3	   1.612	   0.016	  0.012	  0.982	   0.667	        5.21	-1.955
           4	   2.462	   0.552	  0.217	  2.615	   7.25 	        5.37	 1.404
           2	   3.414	   0.266	  0.061	  1.617	   7    	        4.09	 1.642
           3	   2.403	   0.26 	  0.118	  1.625	   4    	        4.56	-0.406
           4	   2.462	   0.475	  0.078	  2.101	   6.25 	        5.68	 1.134
           4	   2.513	   0.473	  0.152	  2.675	   6.75 	        5.08	 0.937
           4	   1.69 	   0.194	  0.145	  2.088	   3.25 	        5.04	-0.867
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        3.98	-1.261
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        4.04	-2.093
           3	   3.283	   0.446	  0.116	  2.182	   7.333	        4.56	 1.306
           3	   2.253	   0.167	  0.078	  1.641	   3.667	        4.88	-0.472
           3	   1.246	   0.079	  0.077	  1.461	   1.667	        4.57	-1.196
           4	   2.737	   0.33 	  0.245	  2.676	   4.75 	        5.12	-1.238
           3	   2.319	   0.337	 -0.007	  1.455	   5.667	        4.7 	 1.563
           2	   3.414	   0.241	  0.072	  1.854	   6.5  	        3.88	 0.919
           2	   3.379	   0.233	  0.082	  1.639	   6    	        4.05	 0.667
           4	   1.964	   0.166	  0.162	  2.041	   3    	        5.47	-1.333
           3	   3.491	   0.386	  0.169	  2.304	   6    	        4.62	-0.35
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        4.62	-1.261
           2	   2.562	   0.123	  0.082	  1.434	   3    	        3.87	-1.201
           3	   3.232	   0.333	  0.167	  1.831	   6.333	        4.46	 0.77
           2	   3.605	   0.362	  0.063	  1.526	   9    	        4   	 3.444
           4	   2.612	   0.437	  0.103	  1.968	   5.5  	        5.02	 0.38
           3	   2.642	   0.4  	  0.194	  1.909	   7.333	        4.61	 2.188
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.99	-2.093
           3	   2.253	   0.109	  0.095	  1.622	   3    	        4.55	-1.079
           4	   2.618	   0.407	  0.176	  2.637	   5    	        5.2 	-0.838
           2	   3.535	   0.271	  0.056	  1.654	   8.5  	        3.95	 2.984
           2	   3.726	   0.249	  0.077	  1.637	   6.5  	        4.1 	 0.811
           4	   2.462	   0.329	  0.137	  2.33 	   4.75 	        4.98	-0.508
           3	   3.363	   0.433	  0.093	  1.985	   7.333	        4.49	 1.459
           3	   2.403	   0.26 	  0.118	  1.625	   4    	        4.42	-0.406
           3	   3.514	   0.45 	  0.14 	  2.111	   7    	        4.52	 0.785
           4	   1.803	   0.27 	  0.206	  2.225	   4    	        4.95	-0.504
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.84	-2.804
           4	   2.893	   0.456	  0.193	  2.534	   5.75 	        5.18	-0.326
           3	   2.276	   0.258	  0.21 	  2.327	   4.667	        4.72	-0.404
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        4   	-1.261
           4	   1.707	   0.353	  0.174	  2.423	   5.5  	        4.88	 0.843
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        4.08	-2.389
           2	   3.414	   0.253	  0.028	  1.717	   6.5  	        3.92	 1.088
           2	   3.414	   0.34 	  0.056	  1.677	   8.5  	        4.03	 3.013
           3	   2.276	   0.258	  0.188	  2.378	   4.667	        4.69	-0.433
           4	   2.462	   0.44 	  0.122	  2.261	   5.25 	        4.96	-0.035
           2	   3.535	   0.277	  0.082	  1.622	   7    	        3.86	 1.484
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.95	-2.804
           3	   3.073	   0.303	  0.171	  1.77 	   5.667	        4.45	 0.35
           2	   3.379	   0.104	  0.126	  1.634	   4    	        4.13	-1.243
           2	   3.402	   0.144	  0.096	  1.667	   5    	        3.86	-0.309
           4	   2.462	   0.405	  0.085	  2.217	   6    	        4.93	 0.831
           3	   2.403	   0.369	  0.157	  2.069	   6.333	        4.59	 1.335
           2	   3.414	   0.37 	 -0.008	  1.3  	  10.5  	        3.91	 5.424
           3	   2.253	   0.204	  0.129	  1.927	   4    	        4.76	-0.513
           3	   3.491	   0.407	  0.123	  2.246	   6.667	        4.64	 0.4
           4	   2.456	   0.464	  0.226	  2.332	   6.5  	        5.12	 1.022
           3	   2.619	   0.145	  0.202	  2.043	   3.333	        4.51	-1.676
           3	   2.642	   0.409	  0.186	  2.015	   6.667	        4.61	 1.415
           3	   3.491	   0.34 	  0.191	  2.284	   5.667	        4.59	-0.639
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        3.86	-2.389
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.18	-2.804
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.1 	-0.287
           4	   2.737	   0.418	  0.176	  2.462	   5.5  	        4.97	-0.293
           4	   2.809	   0.375	  0.154	  2.9  	   5.25 	        5.07	-0.988
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.86	-1.325
           3	   3.283	   0.324	  0.169	  2.337	   6    	        4.63	-0.113
           4	   2.462	   0.399	  0.167	  2.633	   5.25 	        4.94	-0.411
           4	   1.803	   0.401	  0.178	  2.261	   5.75 	        5.29	 1.107
           4	   3.361	   0.546	  0.145	  2.578	   6.75 	        4.94	 0.12
           4	   2.737	   0.346	  0.237	  2.669	   5    	        5.26	-0.989
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.07	   -0.826
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.7 	   -0.826
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.75	   -2.804
           3	   3.283	   0.425	  0.109	  2.005	   7.333	        4.15	    1.511
           3	   3.363	   0.436	  0.106	  2.229	   7.667	        4.24	    1.533
           2	   2.562	   0.123	  0.082	  1.434	   3    	        3.82	   -1.201
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.65	   -0.287
           3	   3.283	   0.381	  0.097	  2.305	   7    	        4.52	    0.934
           4	   1.69 	   0.228	  0.108	  1.999	   3.25 	        4.72	   -0.775
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.66	   -0.826
           4	   2.462	   0.336	  0.142	  2.272	   4.75 	        4.84	   -0.462
           4	   2.077	   0.378	  0.297	  2.533	   5.75 	        4.8 	    0.465
           4	   3.084	   0.43 	  0.175	  2.52 	   6    	        4.77	   -0.209
           4	   1.69 	   0.131	  0.199	  2.273	   2.75 	        4.74	   -1.543
           3	   2.253	   0.125	  0.261	  2.275	   3.333	        4.4 	   -1.581
           3	   2.253	   0.246	  0.123	  1.939	   4.333	        4.25	   -0.228
           4	   2.737	   0.358	  0.197	  2.707	   5.25 	        4.66	   -0.749
           2	   3.379	   0.233	  0.082	  1.639	   6    	        3.85	    0.667
           2	   3.605	   0.294	  0.081	  1.593	   8.5  	        3.71	    2.927
           4	   3.139	   0.469	  0.147	  2.944	   6.25 	        4.76	   -0.449
           4	   2.723	   0.509	  0.093	  2.167	   5.75 	        4.64	    0.258
           3	   3.434	   0.431	  0.065	  2.215	   8    	        4.12	    1.855
           4	   1.964	   0.183	  0.287	  2.679	   3.25 	        4.73	   -1.863
           2	   3.367	   0.12 	  0.122	  1.364	   3.5  	        3.65	   -1.473
           2	   3.605	   0.281	  0.068	  1.554	   8.5  	        3.67	    2.992
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.88	   -0.826
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.92	   -2.093
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.72	   -0.358
           4	   1.85 	   0.253	  0.164	  1.941	   3    	        6   	   -1.208
           2	   3.379	   0.16 	  0.086	  1.627	   5.5  	        4.11	    0.248
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.44	   -0.1
           3	   3.283	   0.313	  0.148	  2.37 	   6.333	        4.24	    0.219
           4	   2.809	   0.368	  0.186	  2.711	   5.5  	        5.02	   -0.574
           4	   2.462	   0.382	  0.173	  2.646	   5    	        4.88	   -0.663
           3	   3.283	   0.289	  0.183	  2.27 	   5.667	        4.28	   -0.358
           3	   1.612	   0.085	  0.329	  2.036	   2    	        4.39	   -2.062
           3	   2.642	   0.315	  0.202	  1.956	   6    	        4.23	    0.885
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.6 	   -1.328
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.85	   -0.826
           3	   2.723	   0.457	  0.177	  1.943	   7.333	        4.33	    2.033
           3	   3.283	   0.446	  0.098	  2.148	   8    	        4.17	    2.025
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.87	   -0.826
           4	   2.618	   0.363	  0.154	  2.323	   4.25 	        5.27	   -1.208
           4	   2.865	   0.421	  0.167	  2.567	   5.75 	        5.01	   -0.27
           4	   2.462	   0.394	  0.135	  2.242	   5    	        5.41	   -0.233
           4	   1.83 	   0.251	  0.289	  2.349	   3.75 	        5.15	   -0.969
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.74	   -2.093
           2	   1.869	   0.105	  0.076	  1.286	   2.5  	        3.74	   -0.836
           4	   2.636	   0.467	  0.168	  2.567	   6    	        4.94	    0.162
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.78	   -0.287
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        3.72	   -0.108
           3	   3.491	   0.539	  0.117	  1.869	   9    	        4.61	    2.984
           4	   2.605	   0.416	  0.199	  2.458	   5.75 	        4.72	    0.072
           2	   3.414	   0.271	  0.047	  1.704	   8    	        3.67	    2.564
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.28	   -1.325
           3	   3.283	   0.377	  0.157	  2.283	   6.333	        4.27	    0.233
           4	   3.223	   0.461	  0.168	  2.986	   6.25 	        5.06	   -0.588
           4	   1.982	   0.35 	  0.153	  1.956	   5.5  	        4.61	    1.059
           3	   3.24 	   0.594	  0.074	  1.701	  10.333	        4.38	    4.724
           4	   2.462	   0.337	  0.243	  2.909	   5.25 	        6.66	   -0.701
           4	   2.474	   0.467	  0.237	  2.795	   6    	        5.22	    0.027
           3	   3.283	   0.313	  0.148	  2.37 	   6.333	        4.21	    0.219
           3	   3.283	   0.387	  0.078	  2.354	   6.667	        4.18	    0.565
           3	   3.081	   0.281	  0.155	  2.04 	   5.667	        4.55	    0.11
           3	   3.283	   0.447	  0.1  	  2.121	   8    	        4.13	    2.049
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.85	   -2.804
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.23	   -1.325
           4	   1.964	   0.166	  0.295	  2.682	   3    	        4.61	   -2.107
           2	   1.869	   0.105	  0.076	  1.286	   2.5  	        3.81	   -0.836
           3	   3.283	   0.344	  0.086	  2.314	   6.667	        4.54	    0.64
           3	   3.434	   0.488	  0.12 	  2.081	   8.333	        4.28	    2.21
           3	   2.492	   0.244	  0.234	  2.265	   5    	        4.24	   -0.235
           4	   2.036	   0.219	  0.199	  2.432	   3.5  	        4.73	   -1.386
           4	   1.982	   0.362	  0.269	  2.515	   4.75 	        4.77	   -0.378
           3	   3.283	   0.405	  0.103	  2.186	   8    	        4.38	    2.023
           3	   3.283	   0.341	  0.124	  2.362	   6.667	        4.57	    0.557
           4	   1.69 	   0.131	  0.199	  2.262	   2.75 	        4.69	   -1.532
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.75	   -2.804
           2	   3.379	   0.233	  0.082	  1.652	   6    	        3.63	    0.654
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.69	   -0.826
           3	   2.253	   0.207	  0.192	  2.15 	   4    	        4.57	   -0.802
           3	   3.283	   0.289	  0.183	  2.27 	   5.667	        4.41	   -0.358
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.59	   -1.328
           3	   3.283	   0.324	  0.169	  2.337	   6    	        4.39	   -0.113
           3	   2.253	   0.184	  0.243	  2.279	   4    	        4.17	   -0.959
           4	   1.958	   0.194	  0.301	  2.406	   3    	        4.67	   -1.859
           3	   3.491	   0.367	  0.166	  2.238	   6    	        4.21	   -0.262
           3	   2.276	   0.414	  0.202	  2.191	   7    	        4.17	    1.917
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.3 	   -1.325
           2	   3.605	   0.367	  0.07 	  1.506	   9.5  	        3.59	    3.952
           3	   2.403	   0.235	  0.284	  2.276	   4.333	        4.26	   -0.865
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.21	   -2.804
           4	   1.803	   0.299	  0.173	  2.32 	   4.25 	        4.93	   -0.345
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.75	   -1.325
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.8 	   -1.328
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.03	   -0.287
           3	   3.283	   0.394	  0.103	  2.15 	   6.667	        4.45	    0.737
           4	   3.391	   0.563	  0.163	  2.527	   6.75 	        6.25	    0.106
           3	   2.253	   0.168	  0.251	  2.282	   3.667	        4.66	   -1.287
           4	   3.139	   0.517	  0.14 	  2.599	   6.5  	        5.54	    0.105
           4	   2.474	   0.447	  0.187	  2.588	   6    	        4.97	    0.304
           2	   3.414	   0.252	  0.032	  1.831	   7.5  	        3.9 	    1.971
           4	   2.462	   0.352	  0.222	  2.953	   5    	        4.92	   -0.989
           2	   3.379	   0.233	  0.082	  1.652	   6    	        3.84	    0.654
           3	   3.081	   0.316	  0.14 	  2.094	   6    	        4.61	    0.369
           3	   2.276	   0.356	  0.017	  1.567	   6.667	        5.34	    2.451
           4	   3.247	   0.447	  0.155	  2.566	   6.25 	        6.83	   -0.165
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.96	    0.267
           2	   2.562	   0.123	  0.082	  1.434	   3    	        4.62	   -1.201
           2	   3.414	   0.313	  0.036	  1.473	   7.5  	        3.79	    2.264
           4	   1.707	   0.329	  0.182	  2.037	   4.5  	        5.21	    0.245
           4	   3.155	   0.556	  0.157	  2.372	   7.25 	        5.46	    1.01
           4	   2.618	   0.338	  0.278	  2.965	   4.5  	        6.16	   -1.699
           4	   2.513	   0.421	  0.233	  2.751	   6.25 	        5.28	    0.332
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.75	   -2.804
           4	   3.155	   0.4  	  0.186	  2.74 	   5.5  	        4.79	   -0.981
           4	   3.143	   0.471	  0.172	  2.595	   6    	        4.85	   -0.381
           2	   3.379	   0.155	  0.095	  1.705	   5.5  	        3.75	    0.166
           3	   3.073	   0.292	  0.166	  1.67 	   5.667	        4.34	    0.466
           2	   3.414	   0.447	  0.035	  1.575	  10.5  	        3.8 	    5.029
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.65	   -2.804
           4	   2.137	   0.377	  0.154	  2.038	   4.75 	        4.75	    0.044
           3	   2.77 	   0.277	  0.265	  2.019	   5    	        4.41	   -0.331
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.7 	   -1.328
           4	   3.277	   0.465	  0.183	  2.8  	   5.75 	        5.17	   -0.975
           2	   3.414	   0.243	  0.064	  1.675	   8    	        3.78	    2.604
           2	   3.414	   0.255	  0.069	  1.702	   7    	        3.88	    1.56
           4	   2.462	   0.344	  0.2  	  3.037	   5    	        5.48	   -1.043
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.83	   -2.804
           3	   2.276	   0.293	  0.041	  1.638	   6    	        4.21	    1.752
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.75	   -2.804
           4	   2.462	   0.445	  0.121	  2.236	   5.5  	        4.89	    0.236
           4	   1.69 	   0.25 	  0.051	  1.556	   3.25 	        5.06	   -0.297
           3	   2.707	   0.231	  0.13 	  1.808	   4    	        4.69	   -0.876
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.91	   -2.804
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.86	   -2.804
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        4.01	   -0.358
           3	   2.619	   0.239	  0.187	  1.995	   4.333	        4.37	   -0.707
           2	   1.869	   0.047	  0.014	  0.991	   0.5  	        3.68	   -2.421
           4	   1.976	   0.288	  0.277	  2.593	   4.5  	        5.1 	   -0.634
           2	   3.402	   0.238	  0.074	  1.632	   6.5  	        4   	    1.154
           4	   2.618	   0.338	  0.278	  2.965	   4.5  	        4.86	   -1.699
           4	   2.456	   0.563	  0.229	  2.348	   7    	        5.35	    1.404
           2	   2.562	   0.123	  0.082	  1.434	   3    	        3.78	   -1.201
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.98	   -2.804
           4	   2.474	   0.467	  0.198	  2.647	   6    	        4.81	    0.214
           2	   3.726	   0.273	  0.082	  1.559	   7.5  	        3.9 	    1.86
           4	   2.696	   0.399	  0.172	  2.457	   5.5  	        4.91	   -0.224
           3	   2.357	   0.292	  0.222	  2.244	   5.667	        4.16	    0.552
           4	   2.462	   0.353	  0.264	  2.89 	   5    	        4.84	   -0.969
           2	   3.414	   0.238	  0.069	  1.697	   7.5  	        3.74	    2.082
           4	   1.69 	   0.225	  0.236	  2.565	   3.5  	        4.84	   -1.216
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.75	   -1.328
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        3.74	   -0.108
           4	   2.462	   0.407	  0.209	  2.744	   6.25 	        4.96	    0.428
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        3.8 	   -0.108
           3	   3.283	   0.294	  0.15 	  2.233	   6    	        4.62	    0.04
           2	   3.414	   0.306	  0.056	  1.567	   9.5  	        3.95	    4.157
           3	   3.283	   0.361	  0.134	  2.301	   7    	        4.51	    0.921
           4	   3.391	   0.518	  0.127	  2.863	   6.5  	        4.77	   -0.399
           3	   3.283	   0.485	  0.105	  2.104	   8    	        4.51	    2.023
           3	   2.357	   0.304	  0.218	  2.275	   5.667	        4.55	    0.513
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.81	   -0.826
           4	   1.958	   0.353	  0.071	  1.747	   4.5  	        4.85	    0.371
           4	   2.571	   0.364	  0.183	  2.196	   5.5  	        4.86	    0.186
