  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           4	   3.239	   0.447	  0.186	  2.514	   6    	        5.09	   -0.386
           2	   3.379	   0.123	  0.123	  1.703	   4    	        4.2 	   -1.328
           3	   2.484	   0.227	  0.298	  2.299	   3.667	        4.43	   -1.641
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.94	   -0.826
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        4.04	   -1.261
           4	   2.474	   0.351	  0.251	  2.896	   5.25 	        5.05	   -0.722
           3	   3.423	   0.447	  0.138	  2.331	   7.333	        4.71	    0.994
           4	   1.964	   0.213	  0.255	  2.5  	   3.25 	        5.26	   -1.682
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        4.85	   -2.389
           3	   2.738	   0.419	  0.052	  1.738	   8    	        4.6 	    3.053
           2	   3.367	   0.12 	  0.122	  1.364	   3.5  	        3.93	   -1.473
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.93	   -0.826
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        4   	   -1.261
           4	   1.964	   0.213	  0.255	  2.5  	   3.25 	        4.98	   -1.682
           2	   3.379	   0.104	  0.126	  1.634	   4    	        4.03	   -1.243
           4	   3.385	   0.497	  0.188	  2.587	   6.25 	        4.98	   -0.407
           4	   2.618	   0.403	  0.147	  2.254	   4.75 	        5.97	   -0.672
           4	   1.964	   0.221	  0.274	  2.649	   4    	        5.38	   -1.108
           4	   2.328	   0.418	  0.118	  2.32 	   6    	        5.24	    0.816
           4	   2.618	   0.319	  0.285	  2.905	   4.5  	        5.1 	   -1.627
           3	   3.283	   0.351	  0.102	  2.46 	   6.667	        4.67	    0.471
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.93	   -2.804
           2	   3.402	   0.285	  0.072	  1.597	   7    	        3.85	    1.644
           4	   1.69 	   0.231	  0.185	  2.263	   3.25 	        5.05	   -1.119
           3	   3.283	   0.327	  0.125	  2.513	   6.333	        4.6 	    0.085
           4	   2.484	   0.376	  0.162	  2.16 	   5    	        5.19	   -0.182
           4	   2.737	   0.36 	  0.205	  2.732	   5.25 	        4.93	   -0.784
           3	   2.715	   0.241	  0.123	  2.062	   4.333	        4.58	   -0.808
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.99	   -1.328
           3	   2.253	   0.222	  0.127	  1.999	   4    	        4.43	   -0.601
           4	   2.54 	   0.469	  0.13 	  2.187	   5.5  	        4.91	    0.174
           3	   3.283	   0.373	  0.131	  2.29 	   6.667	        4.84	    0.59
           4	   2.636	   0.408	  0.145	  2.487	   6.25 	        4.92	    0.574
           3	   3.347	   0.42 	  0.106	  1.953	   7    	        4.66	    1.174
           2	   3.605	   0.278	  0.064	  1.506	   8.5  	        3.93	    3.047
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        4.17	   -0.108
           4	   2.311	   0.411	  0.213	  2.401	   5.5  	        4.93	    0.164
           3	   3.283	   0.361	  0.124	  2.316	   6.667	        4.61	    0.583
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        3.97	   -2.389
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.39	   -0.1
           4	   1.281	   0.192	  0.181	  2.067	   2.25 	        5.03	   -1.471
           3	   2.276	   0.354	  0.158	  2.06 	   6    	        4.49	    1.152
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.04	   -2.804
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.51	    0.267
           4	   2.149	   0.386	  0.212	  2.575	   5    	        5.11	   -0.322
           3	   3.283	   0.396	  0.117	  2.127	   8.333	        4.67	    2.41
           4	   3.391	   0.618	  0.174	  2.431	   7.75 	        4.96	    1.136
           4	   1.707	   0.386	  0.132	  1.955	   5.75 	        5.02	    1.57
           3	   3.081	   0.318	  0.137	  2.115	   6    	        4.45	    0.349
           3	   3.341	   0.417	  0.07 	  2.029	   7.333	        4.5 	    1.476
           2	   3.478	   0.29 	  0.04 	  1.59 	   8    	        3.86	    2.602
           4	   2.462	   0.354	  0.224	  2.952	   5    	        4.94	   -0.992
           3	   2.484	   0.226	  0.235	  2.317	   4.667	        4.47	   -0.595
           4	   1.964	   0.245	  0.207	  2.339	   3.5  	        5.06	   -1.255
           4	   2.809	   0.434	  0.105	  2.703	   5.75 	        5.01	   -0.301
           3	   2.276	   0.37 	  0.162	  1.972	   7    	        4.6 	    2.22
           2	   3.535	   0.345	  0.051	  1.578	   9    	        4   	    3.491
           3	   3.557	   0.474	  0.129	  2.072	   7.667	        4.58	    1.435
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.98	   -1.328
           2	   2.562	   0.123	  0.082	  1.434	   3    	        3.92	   -1.201
           3	   3.283	   0.324	  0.169	  2.337	   6    	        4.61	   -0.113
           4	   3.091	   0.426	  0.147	  2.623	   5.75 	        6.03	   -0.537
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.1 	   -0.287
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.3 	   -0.826
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.86	   -2.804
           2	   3.111	   0.229	  0.082	  1.423	   5.5  	        3.88	    0.655
           4	   2.785	   0.363	  0.219	  2.378	   5    	        5.21	   -0.745
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.59	   -1.325
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        4.24	   -0.108
           3	   3.131	   0.378	  0.104	  2.258	   7    	        4.54	    1.129
           4	   1.69 	   0.244	  0.232	  2.635	   3.5  	        5.02	   -1.301
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        4.04	   -2.093
           3	   3.514	   0.482	  0.101	  2.017	   8.667	        4.42	    2.553
           4	   2.809	   0.474	  0.155	  2.6  	   6.25 	        5.13	    0.212
           3	   2.253	   0.214	  0.196	  2.1  	   4    	        4.58	   -0.763
           2	   3.255	   0.343	  0.035	  1.421	   8.5  	        4.06	    3.446
           3	   1.612	   0.09 	  0.237	  2.026	   2.333	        4.45	   -1.632
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.94	   -0.782
           3	   2.253	   0.204	  0.07 	  1.563	   4    	        4.47	   -0.09
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.82	   -2.093
           3	   3.081	   0.27 	  0.144	  1.943	   5.667	        4.59	    0.229
           2	   3.414	   0.257	  0.059	  1.63 	   8.5  	        3.84	    3.14
           4	   2.462	   0.394	  0.215	  2.598	   5.5  	        4.89	   -0.169
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.62	    0.267
           3	   2.253	   0.128	  0.087	  1.691	   3    	        4.43	   -1.159
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.9 	   -2.804
           3	   3.491	   0.34 	  0.191	  2.284	   5.667	        4.56	   -0.639
           2	   3.379	   0.104	  0.126	  1.634	   4    	        3.82	   -1.243
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.87	   -2.093
           4	   1.863	   0.307	  0.263	  2.586	   3.75 	        4.87	   -1.269
           3	   2.634	   0.24 	  0.191	  2.107	   4.667	        4.82	   -0.505
           3	   3.283	   0.428	  0.104	  2.162	   8    	        4.61	    2.023
           3	   2.619	   0.145	  0.202	  2.043	   3.333	        4.88	   -1.676
           2	   3.59 	   0.409	  0.064	  1.548	   9.5  	        4.02	    3.889
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.1 	   -0.287
           4	   2.737	   0.33 	  0.245	  2.676	   4.75 	        5.16	   -1.238
           4	   2.759	   0.393	  0.268	  2.199	   5.5  	        5.19	   -0.119
           4	   2.605	   0.283	  0.178	  2.319	   4    	        5.01	   -1.385
           3	   2.77 	   0.277	  0.265	  2.019	   5    	        4.42	   -0.331
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.54	   -1.325
           4	   2.462	   0.336	  0.149	  2.248	   4.5  	        4.91	   -0.695
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.83	   -0.826
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        4.1 	   -2.093
           4	   2.618	   0.462	  0.141	  2.61 	   6.5  	        5   	    0.669
           2	   3.414	   0.262	  0.06 	  1.603	   9    	        4.27	    3.661
           4	   2.462	   0.294	  0.15 	  2.267	   4.5  	        4.92	   -0.673
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.83	    0.267
           3	   2.403	   0.235	  0.284	  2.276	   4.333	        4.55	   -0.865
           3	   2.253	   0.207	  0.192	  2.15 	   4    	        4.41	   -0.802
           4	   2.893	   0.339	  0.257	  2.684	   4.5  	        5.04	   -1.673
           2	   3.111	   0.183	  0.098	  1.417	   5    	        3.87	    0.191
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.92	   -2.804
           3	   2.619	   0.161	  0.194	  2.042	   3.667	        4.4 	   -1.349
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.94	   -2.093
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.98	   -2.804
           4	   2.865	   0.548	  0.154	  2.314	   7.25 	        4.9 	    1.369
           2	   3.402	   0.213	  0.08 	  1.594	   6.5  	        3.94	    1.211
           2	   3.605	   0.302	  0.048	  1.613	   9    	        3.91	    3.432
           4	   3.139	   0.508	  0.126	  2.127	   7    	        4.92	    1.1
           3	   2.253	   0.168	  0.113	  1.526	   3.333	        4.51	   -0.727
           4	   2.513	   0.407	  0.168	  2.111	   5.25 	        5   	    0.051
           2	   3.535	   0.418	  0.027	  1.561	  10    	        4.19	    4.459
           4	   3.311	   0.548	  0.178	  2.444	   6.75 	        5.31	    0.269
           2	   1.869	   0.105	  0.076	  1.286	   2.5  	        4.32	   -0.836
           4	   2.85 	   0.523	  0.219	  2.508	   6.5  	        4.97	    0.4
           3	   3.105	   0.361	  0.117	  1.878	   7.333	        4.45	    1.872
           2	   3.379	   0.104	  0.126	  1.634	   4    	        3.84	   -1.243
           2	   3.379	   0.123	  0.123	  1.703	   4    	        4.01	   -1.328
           4	   1.964	   0.183	  0.287	  2.679	   3.25 	        6.03	   -1.863
           4	   2.737	   0.368	  0.228	  2.651	   5.25 	        5.36	   -0.734
           4	   1.964	   0.15 	  0.171	  2.042	   2.75 	        4.96	   -1.577
           3	   2.715	   0.15 	  0.134	  1.976	   3.667	        4.36	   -1.308
           3	   2.276	   0.351	  0.204	  2.241	   6    	        4.45	    0.928
           2	   3.379	   0.104	  0.126	  1.634	   4    	        3.95	   -1.243
           4	   2.964	   0.46 	  0.179	  2.587	   5.5  	        5.31	   -0.69
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.99	   -0.826
           4	   2.603	   0.468	  0.197	  2.263	   6.25 	        5.11	    0.719
           4	   2.462	   0.378	  0.141	  2.251	   4.75 	        5.02	   -0.482
           4	   3.02 	   0.414	  0.185	  2.604	   5.25 	        5.16	   -0.973
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.52	   -0.1
           2	   3.414	   0.287	  0.056	  1.669	   8.5  	        3.88	    3.074
           3	   3.081	   0.354	  0.103	  1.984	   6.667	        4.68	    1.145
           4	   2.137	   0.29 	  0.343	  2.676	   3.75 	        4.93	   -1.696
           4	   2.462	   0.346	  0.259	  2.931	   5    	        4.93	   -0.998
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.82	   -2.804
           3	   2.253	   0.186	  0.079	  1.681	   3.333	        4.38	   -0.866
           2	   1.869	   0.069	  0.183	  1.471	   1.5  	        4.43	   -2.092
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        4.18	   -0.358
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.51	   -0.1
           4	   2.964	   0.437	  0.177	  2.716	   5.5  	        5.02	   -0.794
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.88	   -1.328
           4	   2.462	   0.329	  0.138	  2.318	   4.75 	        5.05	   -0.497
           2	   3.414	   0.309	  0.059	  1.535	   9.5  	        5.65	    4.183
           2	   3.379	   0.123	  0.123	  1.703	   4    	        6.36	   -1.328
           3	   2.253	   0.166	  0.157	  2.318	   4    	        6.57	   -0.894
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        4.61	   -0.358
           4	   2.239	   0.211	  0.252	  2.565	   3.5  	        6.47	   -1.767
           4	   2.618	   0.338	  0.278	  2.965	   4.5  	        5.32	   -1.699
           4	   2.462	   0.402	  0.233	  2.848	   5.5  	        5.93	   -0.445
           4	   2.737	   0.478	  0.17 	  2.325	   7    	        5.83	    1.29
           3	   2.253	   0.172	  0.243	  2.351	   4    	        4.81	   -1.019
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        5.91	   -1.325
           4	   2.568	   0.454	  0.115	  2.223	   5.75 	        5.55	    0.39
           2	   3.111	   0.183	  0.098	  1.417	   5    	        4.14	    0.191
           2	   3.414	   0.409	  0.037	  1.546	  10    	        4.76	    4.594
           4	   1.69 	   0.312	  0.173	  2.226	   4.25 	        7.19	   -0.151
           3	   2.253	   0.144	  0.253	  2.343	   3.333	        6.12	   -1.66
           2	   3.402	   0.238	  0.074	  1.632	   6.5  	        5.36	    1.154
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.42	   -0.826
           4	   2.462	   0.353	  0.264	  2.89 	   5    	        6.19	   -0.969
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        4.27	   -0.782
           4	   2.311	   0.312	  0.108	  2.025	   4.75 	        5.73	   -0.006
           3	   3.283	   0.486	  0.091	  2.075	   8.667	        5   	    2.732
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.24	   -0.826
           4	   3.021	   0.411	  0.155	  2.226	   5.75 	        5.43	   -0.063
           3	   3.283	   0.324	  0.171	  2.322	   6    	        5.04	   -0.1
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.32	   -2.804
           4	   2.731	   0.404	  0.205	  2.358	   5.5  	        6.83	   -0.198
           4	   1.69 	   0.324	  0.134	  2.068	   4.5  	        5.79	    0.284
           4	   3.259	   0.536	  0.17 	  2.508	   6.5  	        5.44	    0.027
           3	   2.268	   0.244	  0.112	  1.963	   4.667	        4.84	    0.08
           4	   2.424	   0.375	  0.244	  2.444	   5    	        5.51	   -0.487
           4	   1.209	   0.19 	  0.299	  2.318	   2.75 	        5.51	   -1.266
           3	   2.253	   0.144	  0.253	  2.343	   3.333	        6.02	   -1.66
           4	   3.391	   0.505	  0.168	  2.99 	   6.5  	        7.37	   -0.554
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.45	   -0.826
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.78	   -1.325
           3	   3.283	   0.482	  0.092	  2.01 	   9    	        4.56	    3.133
           3	   2.253	   0.144	  0.08 	  1.694	   3.333	        4.65	   -0.838
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.03	   -0.826
           4	   3.385	   0.544	  0.186	  2.684	   6.5  	        5.12	   -0.299
           2	   1.869	   0.069	  0.183	  1.471	   1.5  	        4.05	   -2.092
           3	   3.283	   0.354	  0.152	  2.269	   6.667	        4.73	    0.609
           3	   2.253	   0.186	  0.079	  1.681	   3.333	        4.71	   -0.866
           4	   2.137	   0.505	  0.277	  2.498	   6.25 	        5.08	    0.833
           3	   1.246	   0.074	  0.124	  1.471	   1.333	        4.55	   -1.582
           3	   2.44 	   0.246	  0.236	  1.8  	   4.667	        4.69	   -0.055
           4	   1.69 	   0.15 	  0.192	  2.341	   2.75 	        5.45	   -1.623
           2	   3.379	   0.209	  0.088	  1.601	   5.5  	        4.19	    0.223
           4	   3.223	   0.474	  0.171	  2.803	   6.5  	        5.31	   -0.171
           3	   3.283	   0.289	  0.183	  2.27 	   5.667	        4.55	   -0.358
           3	   2.634	   0.329	  0.192	  1.912	   6    	        4.78	    0.933
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.01	   -2.804
           4	   1.982	   0.29 	  0.147	  2.24 	   4.25 	        5.21	   -0.409
           4	   2.319	   0.333	  0.153	  2.623	   4.75 	        5.27	   -0.678
           3	   3.283	   0.381	  0.097	  2.458	   7    	        4.71	    0.781
           3	   2.276	   0.272	  0.213	  2.277	   5    	        4.53	   -0.038
           3	   2.276	   0.29 	  0.053	  1.668	   5.333	        4.57	    1.046
           3	   2.276	   0.258	  0.188	  2.378	   4.667	        4.63	   -0.433
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.03	   -2.804
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.11	   -0.826
           2	   3.402	   0.155	  0.095	  1.69 	   5.5  	        4.03	    0.158
           3	   3.312	   0.416	  0.105	  1.849	   7.333	        4.7 	    1.651
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.79	   -0.1
           3	   3.081	   0.316	  0.172	  1.918	   6.333	        4.87	    0.846
           2	   3.379	   0.313	  0.069	  1.573	   8    	        4.07	    2.666
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.05	   -0.826
           2	   3.379	   0.104	  0.126	  1.634	   4    	        4.01	   -1.243
           4	   2.462	   0.369	  0.219	  2.878	   5.5  	        5.21	   -0.428
           3	   3.283	   0.453	  0.105	  2.157	   7.333	        4.71	    1.335
           3	   2.781	   0.386	  0.095	  1.81 	   7    	        4.56	    1.928
           4	   2.462	   0.393	  0.215	  2.723	   5.25 	        5.11	   -0.543
           3	   1.612	   0.085	  0.329	  2.036	   2    	        4.63	   -2.062
           2	   3.111	   0.183	  0.098	  1.417	   5    	        4.01	    0.191
           3	   3.232	   0.344	  0.169	  2.047	   6.333	        4.82	    0.541
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.97	   -2.804
           4	   1.707	   0.326	  0.147	  2.121	   5    	        5.27	    0.699
           3	   3.283	   0.434	  0.099	  2.221	   8    	        4.57	    1.963
           3	   2.253	   0.125	  0.261	  2.275	   3.333	        4.58	   -1.581
           2	   3.379	   0.144	  0.094	  1.669	   5    	        4.32	   -0.286
           4	   2.077	   0.282	  0.208	  2.017	   4    	        5.03	   -0.584
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        4.07	   -2.093
           3	   3.275	   0.525	  0.142	  1.759	   9.333	        4.58	    3.632
           4	   2.462	   0.404	  0.112	  2.275	   5    	        5.04	   -0.253
           3	   2.253	   0.144	  0.253	  2.343	   3.333	        5.15	   -1.66
           2	   3.379	   0.104	  0.126	  1.634	   4    	        3.98	   -1.243
           4	   3.123	   0.409	  0.173	  2.587	   5.75 	        5.19	   -0.542
           2	   3.605	   0.367	  0.07 	  1.506	   9.5  	        4.01	    3.952
           3	   2.253	   0.144	  0.253	  2.343	   3.333	        4.49	   -1.66
           3	   2.268	   0.229	  0.178	  2.116	   5    	        4.66	    0.209
           2	   3.414	   0.241	  0.072	  1.854	   6.5  	        4.02	    0.919
           3	   3.283	   0.39 	  0.109	  2.135	   8    	        4.58	    2.083
           4	   1.69 	   0.224	  0.181	  2.3  	   3.5  	        5.01	   -0.895
           3	   3.283	   0.44 	  0.109	  1.82 	   8    	        4.62	    2.348
           4	   2.462	   0.47 	  0.214	  2.787	   6    	        5.3 	    0.067
           3	   2.149	   0.292	  0.224	  2.235	   5    	        4.55	    0.1
           4	   2.077	   0.298	  0.331	  2.649	   4.25 	        5.02	   -1.105
           3	   2.77 	   0.306	  0.248	  1.985	   5.667	        4.77	    0.358
           4	   2.737	   0.335	  0.215	  2.717	   5.25 	        5.19	   -0.754
           2	   3.414	   0.381	  0.06 	  1.587	   9    	        4.04	    3.558
           2	   2.562	   0.069	  0.098	  1.381	   2.5  	        4.02	   -1.61
           3	   3.491	   0.386	  0.169	  2.304	   6    	        4.85	   -0.35
           2	   3.535	   0.299	  0.053	  1.614	   8.5  	        6.63	 2.999
           3	   2.253	   0.125	  0.261	  2.275	   3.333	        5.38	-1.581
           4	   2.618	   0.378	  0.27 	  2.894	   5    	        5.81	-1.16
           4	   2.618	   0.319	  0.285	  2.905	   4.5  	        5.41	-1.627
           2	   3.379	   0.162	  0.104	  1.642	   5    	        6.85	-0.287
           4	   2.618	   0.372	  0.207	  2.695	   5    	        9.58	-0.892
           4	   2.462	   0.422	  0.164	  2.579	   5.5  	        6.53	-0.127
           3	   3.514	   0.421	  0.159	  2.269	   7    	        5.14	 0.637
           4	   2.462	   0.515	  0.095	  2.255	   7.25 	        5.7 	 1.923
           2	   3.379	   0.123	  0.123	  1.703	   4    	        4.85	-1.328
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.3 	-0.826
           4	   2.462	   0.412	  0.131	  2.745	   5.75 	        5.5 	-4.44089e-16
           3	   2.715	   0.167	  0.07 	  1.629	   3.667	        5.24	-0.914
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.36	-0.287
           4	   1.69 	   0.213	  0.148	  2.148	   3.25 	        5.77	-0.949
           3	   3.105	   0.354	  0.097	  2.162	   6.667	        5.08	 0.949
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        4.18	-0.108
           4	   2.559	   0.557	  0.233	  2.275	   7    	        5.84	 1.376
           4	   2.462	   0.393	  0.215	  2.723	   5.25 	        7.22	-0.543
           2	   3.414	   0.262	  0.06 	  1.603	   9    	        4.97	 3.661
           3	   3.283	   0.364	  0.104	  2.324	   6.667	        5.19	 0.592
           4	   2.424	   0.349	  0.248	  2.474	   5    	        6.12	-0.495
           2	   3.379	   0.256	  0.078	  1.593	   6.5  	        4.85	 1.194
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        4.72	-0.108
           4	   2.462	   0.437	  0.148	  2.694	   6.5  	        5.93	 0.759
           2	   2.562	   0.145	  0.087	  1.468	   4    	        4.41	-0.262
           4	   2.042	   0.376	  0.164	  1.995	   4.5  	        5.82	-0.077
           2	   3.414	   0.294	  0.052	  1.692	   7.5  	        4.47	 2.048
           3	   2.244	   0.125	  0.101	  1.364	   2.667	        5.35	-1.167
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.24	-2.804
           4	   2.462	   0.369	  0.257	  2.878	   5.25 	        5.42	-0.716
           2	   3.605	   0.295	  0.07 	  1.485	   9.5  	        4.52	 4.045
           3	   3.299	   0.467	  0.133	  2.132	   8    	        4.94	 1.969
           4	   2.893	   0.413	  0.208	  2.595	   5.25 	        5.76	-0.859
           3	   2.253	   0.172	  0.243	  2.351	   4    	        5.73	-1.019
           3	   2.253	   0.168	  0.251	  2.282	   3.667	        5   	-1.287
           4	   1.976	   0.235	  0.278	  2.594	   3.75 	        5.48	-1.333
           4	   2.462	   0.346	  0.259	  2.931	   5    	        5.34	-0.998
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        4.28	-0.358
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.07	-2.804
           4	   1.964	   0.166	  0.295	  2.682	   3    	        5.66	-2.107
           4	   1.982	   0.366	  0.261	  2.473	   5.75 	        5.77	 0.668
           4	   2.474	   0.351	  0.251	  2.895	   5.25 	        6.36	-0.721
           4	   1.964	   0.188	  0.22 	  2.665	   3.5  	        5.52	-1.537
           3	   2.253	   0.128	  0.087	  1.691	   3    	        4.94	-1.159
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.33	-0.287
           4	   2.462	   0.373	  0.22 	  2.754	   6.25 	        5.5 	 0.441
           4	   2.842	   0.491	  0.218	  2.45 	   6.25 	        5.5 	 0.249
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        4.48	-0.358
           4	   2.462	   0.346	  0.259	  2.931	   5    	        5.66	-0.998
           4	   2.474	   0.482	  0.136	  2.311	   7    	        5.48	 1.597
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        4.21	-2.093
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.28	-0.826
           2	   3.379	   0.123	  0.123	  1.703	   4    	        4.35	-1.328
           3	   2.268	   0.202	  0.067	  1.673	   4    	        5.03	-0.21
           4	   1.69 	   0.267	  0.23 	  2.574	   3.75 	        6.71	-1.011
           3	   3.299	   0.37 	  0.117	  2.242	   7.333	        4.92	 1.305
           2	   3.223	   0.296	  0.06 	  1.605	   8    	        4.22	 2.816
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.19	-0.287
           4	   2.737	   0.346	  0.237	  2.669	   5    	        5.48	-0.989
           2	   3.414	   0.329	  0.013	  1.379	   8.5  	        4.36	 3.365
           3	   3.283	   0.289	  0.183	  2.27 	   5.667	        4.93	-0.358
           4	   2.462	   0.373	  0.22 	  2.863	   5.75 	        5.69	-0.168
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        4.32	-0.108
           3	   2.253	   0.262	  0.118	  1.938	   4.667	        5.36	 0.096
           4	   2.731	   0.385	  0.215	  2.582	   5.5  	        5.48	-0.413
           4	   1.69 	   0.202	  0.179	  2.279	   3.25 	        6   	-1.1
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.3 	-2.804
           4	   2.737	   0.33 	  0.245	  2.676	   4.75 	        5.39	-1.238
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.15	-0.826
           4	   1.69 	   0.307	  0.173	  2.245	   4    	        5.5 	-0.415
           3	   3.299	   0.467	  0.133	  2.132	   8    	        4.78	 1.969
           4	   1.976	   0.282	  0.277	  2.61 	   4.25 	        6.56	-0.895
           3	   2.253	   0.144	  0.253	  2.343	   3.333	        4.88	-1.66
           4	   1.964	   0.166	  0.295	  2.682	   3    	        5.56	-2.107
           3	   1.708	   0.09 	  0.242	  1.969	   2.333	        4.77	-1.676
           4	   1.964	   0.183	  0.287	  2.679	   3.25 	        5.66	-1.863
           3	   2.268	   0.236	  0.18 	  2.068	   4.667	        4.92	-0.085
           4	   2.215	   0.389	  0.207	  2.4  	   5.5  	        5.55	 0.289
           4	   2.809	   0.372	  0.215	  2.789	   5.25 	        5.39	-0.935
           2	   1.869	   0.069	  0.183	  1.471	   1.5  	        4.62	-2.092
           4	   2.462	   0.438	  0.243	  2.849	   5.75 	        6.12	-0.242
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.22	-2.804
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        4.16	-2.093
           2	   2.562	   0.085	  0.118	  1.47 	   3    	        4.49	-1.235
           2	   3.379	   0.198	  0.082	  1.564	   5.5  	        4.36	 0.277
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.97	-2.804
           3	   3.283	   0.341	  0.139	  2.167	   7    	        4.94	 1.07
           3	   2.244	   0.142	  0.266	  2.008	   3    	        5.16	-1.66
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        5.64	 0.267
           3	   2.253	   0.207	  0.192	  2.15 	   4    	        4.98	-0.802
           3	   3.283	   0.347	  0.12 	  2.3  	   6.333	        5.49	 0.283
           3	   2.85 	   0.268	  0.281	  2.041	   4.333	        4.93	-1.107
           3	   2.253	   0.144	  0.08 	  1.694	   3.333	        4.93	-0.838
           4	   1.964	   0.166	  0.295	  2.682	   3    	        5.28	-2.107
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.19	-2.804
           3	   2.393	   0.318	  0.047	  1.507	   6.333	        5.07	 2.068
           4	   1.69 	   0.228	  0.108	  1.999	   3.25 	        5.85	-0.775
           4	   1.69 	   0.192	  0.074	  1.629	   2.75 	        5.46	-0.835
           4	   1.69 	   0.189	  0.186	  2.278	   3.25 	        6.59	-1.093
           2	   3.379	   0.302	  0.071	  1.582	   7.5  	        4.94	    2.166
           4	   2.749	   0.364	  0.217	  2.601	   5.75 	        5.05	   -0.181
           4	   1.83 	   0.251	  0.187	  1.798	   3.75 	        5.2 	   -0.316
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.76	   -2.804
           2	   3.478	   0.285	  0.044	  1.628	   7.5  	        3.87	    2.065
           3	   3.299	   0.455	  0.05 	  1.859	   9.333	        4.63	    3.67
